,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11
0,74.0,3.6154,1.1740000000000002,2.7498,2.5237,2.4047,Sports,1.7643,5.5045,2.4554,4.8339,3.6025,633.9623
1,75.0,2.2021,1.6365,3.3882,2.0386,2.4706,High-Performance,0.462,5.6457,2.9606,3.3452,2.0468,779.9814
2,76.0,3.4941,1.5321,3.2711,2.8554,2.6324,Economy,0.0082,5.6273,2.4425,4.059,2.5449,716.8432
3,77.0,3.5789,1.6381,3.303,2.5111,2.3197,High-Performance,0.4501,5.5955,2.9327,4.4905,3.5169,825.5163
4,78.0,3.4802,1.6608,1.7414,3.2978,2.7649,High-Performance,1.8971,5.893,2.9058,4.1523,3.7962,817.6186
5,79.0,2.0811,1.4058,2.1987,2.5587,2.6685,High-Performance,0.4683,5.6447,2.1233,3.6125,3.8479,687.2130000000002
6,80.0,2.1548,1.8506,1.3296,2.6004,2.4398,Sports,0.6771,5.9166,2.5056,4.8026,3.7469,670.4966
7,81.0,3.4493,1.3761,3.2758,3.1623,2.8427,Economy,1.3302,5.426,2.8493,4.4449,2.5708,659.2813
8,82.0,2.8342,1.2803,1.617,3.3639,2.2832,High-Performance,0.3364,5.0751,2.87,4.4624,3.315,574.7192
9,83.0,3.1327,1.1083,3.8616,2.1118,2.0092,High-Performance,1.6084,5.7009,2.3052,4.2206,3.0448,584.124
10,84.0,2.6948,1.8645,3.2529,2.2177,2.7157,Economy,1.8714,5.6311,2.4032,3.2404,2.0361,709.2929
11,85.0,3.9219,1.9267,2.2683,3.8483,2.54,High-Performance,1.7527,5.2335,2.6636,4.7449,3.505,798.2571
12,86.0,3.3392,1.5891,1.4411,3.9081,2.8753,Economy,1.2796,5.6691,2.7592,4.2043,3.9013,575.0192
13,87.0,3.547,1.9374,3.3560000000000003,2.7504,2.7202,Economy,1.1188,5.478,2.4757,4.9296,3.7914,749.9024
14,88.0,2.9501,1.0585,3.9604,3.9034,2.7252,High-Performance,0.4479,5.9321,2.4889,3.1731,2.5461,834.6838
15,89.0,3.4454,1.3565,3.3196,2.7405,2.9034,High-Performance,0.2212,5.3864,2.3663,3.1818,3.071,778.0658
16,90.0,2.9249,1.4044,3.2562,3.365,2.5004,Economy,0.6129,5.6829,2.2796,3.5021,3.6084,720.8429
17,91.0,2.7735,1.0019,3.1879,3.3094,2.4915,High-Performance,1.6627,5.877000000000002,2.9936,4.9898,3.0074,937.5927
18,92.0,3.5898,1.884,3.1917,3.862,2.1671,Economy,0.6644,5.2238,2.1711,4.2966,2.2687,896.4379
19,93.0,2.1395,1.0204,2.6157,3.8615,2.3114,Economy,0.9952,5.5127,2.9064,3.8059,3.5544,768.6996
20,94.0,3.7646,1.9505,2.3651,3.1987,2.9498,High-Performance,0.9282,5.5153,2.4737,3.414,3.8279,702.1814
21,95.0,2.96,1.9098,2.3092,2.5603,2.6471,High-Performance,1.8754,5.2113,2.3483,4.0865,2.9618,664.0908
22,96.0,2.7938,1.4999,2.9713,3.7863,2.9696,High-Performance,1.0747,5.7577,2.1617,3.4851,2.0756,616.0543
23,97.0,3.2992,1.5856,3.0403,2.2281,2.0948,Economy,1.4544,5.3463,2.3387,4.8455,2.4785,595.6046
24,98.0,3.6282,1.609,3.0322,3.7387,2.4925,Economy,1.4287,5.3854,2.2178,3.0611,2.362,561.4974
25,99.0,3.5481,1.5833,1.1987,3.9273,2.5098,Economy,0.9199,5.8651,2.1002,4.8464,2.2562,526.6057
26,100.0,2.4045,1.0194,2.873,3.8592,2.1792,High-Performance,1.1114,5.1951,2.5564,4.3248,2.9132,514.1336
27,101.0,3.5327,1.7941,2.9731,3.0003,2.6297,High-Performance,1.6282,5.6748,2.7263,4.8045,3.4545,634.8929
28,102.0,2.7984,1.4991,3.4264,3.5978,2.8674,High-Performance,1.0622,5.1468,2.2551,4.3602,2.4394,638.3432
29,103.0,3.3718,1.9112,3.8515,2.795,2.603,Sports,1.2112,5.9175,2.6137,4.8469,3.4791,671.7438
