,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11
0,186.0,2.46,1.436,2.76,3.1875,2.1312,High-Performance,0.2994,5.2881,2.0129,4.247,3.8161,775.6869
1,187.0,2.8592,1.0949,3.6326,2.8791,2.9442,High-Performance,1.215,5.8427,2.8115,3.4005,3.9625,676.076
2,188.0,2.5492,1.8263,1.7674,3.8563,2.3312,Sports,0.1137,5.9203,2.3935,3.8709,3.8789,657.2753
3,189.0,2.6773,1.7582,1.7734,3.7827,2.7084,Sports,0.5041,5.6012,2.7937,3.8495,2.1594,688.2518
4,190.0,2.7742,1.5659,2.005,3.7231,2.8517,Economy,1.8371,5.3714,2.5889,4.0654,2.4657,755.8222
5,191.0,2.1538,1.2203,3.5801,3.7131,2.3134,Sports,0.7683,5.7595,2.9314,3.1579,3.9548,739.937
6,192.0,3.7998,1.1333,3.4941,2.0211,2.5045,Sports,0.4002,5.3642,2.0892,4.7748,2.9161,731.4114
7,193.0,3.2719,1.357,3.6108,3.1388,2.5537,Sports,1.245,5.2203,2.543,3.9943,2.477,673.8402
8,194.0,3.5225,1.7129,2.9196,2.8368,2.7286,Sports,1.006,5.4979,2.7752,4.812,2.7388,721.1217
9,195.0,2.6346,1.8918,3.354,3.083,2.5763,Economy,0.0494,5.3606,2.2526,4.2908,3.885,667.7202
10,196.0,3.3035,1.3942,1.6404,3.5146,2.9424,High-Performance,1.9892,5.7243,2.3163,4.0074,3.5856,678.7763
11,197.0,2.2933,1.8609,2.4638,3.9221,2.9064,High-Performance,1.007,5.8192,2.6263,4.9999,3.3259,843.2757
12,198.0,3.9507,1.3031,3.3564,3.4024,2.2742,Sports,1.8263,5.9559,2.3089,3.2138,3.7609,767.2172
13,199.0,3.15,1.3019999999999998,2.3711,3.6507,2.4089,Economy,0.2398,5.8821,2.7349,4.7263,2.0984,801.0903
14,200.0,2.2433,1.4199,2.6239,3.8913,2.4416,High-Performance,0.6997,5.6966,2.4428,4.4199,3.4124,903.5554
15,201.0,2.7589,1.7377,1.4083,3.0328,2.1668,Economy,0.7122,5.0874,2.3040000000000003,4.8785,3.5962,826.4649
16,202.0,2.9558,1.6104,1.1638,3.9136,2.9886,High-Performance,1.4752,5.0183,2.9004,3.5217,3.7874,732.4862
17,203.0,3.3154,1.3559,1.9757,3.2418,2.048,Economy,0.9848,5.7642,2.7454,4.4013,3.4161,880.5063
18,204.0,2.7946,1.1058,1.4949,2.5716,2.4297,Sports,0.0839,5.6214,2.3080000000000003,4.8217,2.2869,797.8124
19,205.0,2.6123,1.1608,2.093,2.4524,2.2017,High-Performance,0.9729,5.9747,2.2844,3.9501,3.3813,617.3379
20,206.0,3.0298,1.6045,3.9881,2.4412,2.3797,Sports,0.0716,5.1321,2.8293,3.4003,2.5083,440.4517
21,207.0,3.0614,1.8125,3.2363,2.1147,2.2267,Sports,0.5003,5.6143,2.6652,3.2617,3.5581,387.4414
22,208.0,2.6184,1.4623,3.8279,3.4849,2.0244,Sports,1.1327,5.5043,2.6818,3.0637,2.7332,256.8407
23,209.0,3.5252,1.8228,3.6501,3.948,2.1938,Economy,0.0381,5.252000000000002,2.2561,3.5599,3.979,238.7853
24,210.0,3.3079,1.8188,3.852,3.1948,2.263,Economy,1.9562,5.4645,2.2842,4.6585,2.0446,239.2434
25,211.0,2.3208,1.7468,2.1201,2.3808,2.2062,High-Performance,0.2054,5.5781,2.2419,3.7187,2.6347,218.488
26,212.0,2.0917,1.1296,3.6456,2.9129,2.1254,High-Performance,0.7055,5.6110000000000015,2.1595,4.4369,2.5197,283.2293
27,213.0,2.6597,1.7712,1.6249,2.2606,2.9421,Economy,1.9428,5.1192,2.3179,3.1244,3.5667,210.4601
28,214.0,3.333,1.8085,3.9693,2.5498,2.1436,High-Performance,0.7935,5.5164,2.7364,3.3528,2.1028,108.4957
29,215.0,2.0711,1.0326,3.7001,2.4956,2.7195,High-Performance,1.7041,5.5844,2.4071,3.2172,2.2267,29.9167
