,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11
0,105.0,3.8956,1.9042,1.6134,3.5614,2.8866,High-Performance,0.002,5.8075,2.0398,4.1126,3.4298,495.8596
1,106.0,2.201,1.8898,3.419,3.983,2.6414,Economy,0.7619,5.9625,2.8359,4.8638,2.4039,447.1013
2,107.0,2.4408,1.4228,1.7631,2.1415,2.2437,Sports,1.4582,5.5425,2.4339,4.4558,2.1876,367.8242
3,108.0,2.5407,1.2632,2.7833,3.7328,2.0031,Economy,0.1731,5.082,2.1255,3.1088,3.9505,295.3802
4,109.0,3.7711,1.1939,1.7424,2.0394,2.5837,High-Performance,1.8139,5.0457,2.9265,3.5534,3.6525,261.2629
5,110.0,2.513,1.3047,1.5694,3.5315,2.2024,Economy,0.9215,5.4881,2.8178,3.8554,3.7556,256.4679
6,111.0,3.6033,1.6862,1.4426,2.3173,2.7372,Economy,0.1536,5.9449,2.6531,4.6925,3.0526,188.8583
7,112.0,3.6042,1.3419,3.3438,2.0486,2.3399,High-Performance,1.5414,5.7315,2.32,4.5114,2.7419,243.5205
8,113.0,2.1576,1.6634,3.1218,2.6805,2.2456,Economy,1.2235,5.3283,2.3933,4.0685,2.1235,246.6348
9,114.0,3.8468,1.5329,1.2456,3.0707,2.6542,Sports,0.2309,5.4721,2.3,4.3426,2.4154,147.7952
10,115.0,2.7122,1.6289,1.5939,3.332,2.1591,High-Performance,1.0307,5.0758,2.8037,3.0667,3.7217,91.305
11,116.0,2.341,1.2586,1.7765,3.3946,2.2674,Economy,1.5907,5.1706,2.7274,4.1954,2.072,162.5525
12,117.0,2.0763,1.4291,3.9766,3.5806,2.6166,Sports,1.0006,5.3704,2.3118,4.1381,2.3414,179.2811
13,118.0,2.4987,1.6536,2.279,3.3985,2.3698,Sports,0.8843,5.4636,2.8288,3.2942,3.9756,185.0449
14,119.0,3.5928,1.5335,1.8116,3.9507,2.1973,Sports,1.7087,5.4998,2.2084,4.131,3.2143,218.5673
15,120.0,2.5795,1.7684,3.5093,2.7458,2.6473,Economy,1.798,5.1254,2.9668,4.2042,2.3844,254.3891
16,121.0,3.3373,1.8269,3.9178,3.1155,2.3247,Sports,0.6138,5.0098,2.6505,4.6965,2.5029,364.8844
17,122.0,3.85,1.4366,1.1476,3.2747,2.3339,High-Performance,1.7664,5.4277,2.6682,4.6273,2.4255,273.3299
18,123.0,3.2681,1.3521,3.53,2.8843,2.6698,Sports,1.2281,5.1226,2.5931,4.8078,2.5804,193.4223
19,124.0,3.2734,1.1482,2.9886,2.3579,2.801,Economy,0.7538,5.9266,2.112,4.2456,3.3076,271.4274
20,125.0,3.9147,1.5118,2.4729,2.5948,2.5911,Economy,0.61,5.9468,2.2037,4.4469,2.8612,206.1317
21,126.0,2.6769,1.2541,1.2734,2.5432,2.4313,Economy,0.825,5.1438,2.6707,4.7662,3.0512,76.1832
22,127.0,3.4738,1.9708,2.523,3.7865,2.5851,Economy,1.8305,5.1154,2.4482,4.4785,3.2039,138.4439
23,128.0,3.0284,1.8806,2.6888,2.0321,2.6338,Sports,1.5026,5.8589,2.0193,4.7275,3.3468,117.7682
24,129.0,2.4297,1.0463,3.9972,3.2497,2.5186,High-Performance,1.8161,5.1075,2.1044,3.3374,3.7505,158.9996
25,130.0,3.876,1.2585,2.0067,3.3142,2.2832,Economy,0.2998,5.8128,2.5946,4.0869,2.9748,146.3465
26,131.0,3.7887,1.4989,2.6907,2.5361,2.3243,Economy,0.1976,5.9107,2.6365,3.8806,2.7007,146.4304
27,132.0,2.5913,1.6223,2.5612,3.3016,2.0924,Economy,1.3396,5.6077,2.5095,4.3858,3.9474,192.2781
28,133.0,3.706,1.0336,2.0978,3.3129,2.9652,Sports,0.6549,5.6076,2.3334,3.7508,2.9965,176.3108
29,134.0,2.7912,1.9236,1.778,2.0351,2.6487,Economy,1.3812,5.2444,2.7397,4.6238,2.7327,2.9897
