,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11
0,154.0,2.8505,1.0633,3.7167,3.864,2.469,Economy,1.1701,5.1611,2.0059,3.6161,2.7251,374.3168
1,155.0,2.0425,1.4382,1.4789,3.1909,2.1218,Economy,1.2569,5.7501,2.3897,4.5561,3.8328,559.6306
2,156.0,2.7983,1.1251,1.727,2.2956,2.8028,Sports,0.5023,5.7776,2.9848,3.4591,2.9307,392.9648
3,157.0,3.1212,1.8665,3.3655,3.5599,2.0498,Economy,1.3004,5.2957,2.9372,4.9929,3.3666,464.1738
4,158.0,2.1784,1.4509,2.4454,3.6084,2.2064,High-Performance,0.1087,5.0242,2.0052,4.8443,3.2622,504.7858
5,159.0,3.8568,1.9043,1.1112,3.1295,2.0567,High-Performance,0.2962,5.1541,2.0032,4.9783,3.5767,587.5788
6,160.0,3.7616,1.1397,1.1177,2.7241,2.3966,High-Performance,1.2489,5.4806,2.1903,3.7914,2.0641,397.7937
7,161.0,3.3989,1.9456,1.4845,2.4707,2.8792,Sports,1.2678,5.5583,2.072,4.066,3.0345,482.3816
8,162.0,3.6117,1.9515,3.6253,2.3748,2.7457,Economy,1.3637,5.1964,2.8338,3.4926,2.5396,307.7253
9,163.0,3.2855,1.1676,3.1936,3.7335,2.8516,Economy,0.9553,5.1413,2.952,4.6773,2.9576,303.7433
10,164.0,3.167,1.6553,2.9574,2.5853,2.5402,Sports,0.0125,5.6078,2.8549,4.9043,2.4305,185.3999
11,165.0,3.2789,1.7962,2.2868,3.8995,2.0133,Sports,1.7884,5.3072,2.1305,4.3729,2.9935,303.3563
12,166.0,3.3886,1.1673,2.2602,2.5427,2.9024,Sports,0.4003,5.8253,2.9269,3.4356,2.4699,211.3658
13,167.0,2.5254,1.6465,3.0665,3.5419,2.8248,Economy,1.6536,5.4051,2.85,4.723,3.5924,381.9855
14,168.0,2.8605,1.3581,1.621,2.2365,2.7124,Sports,0.5,5.5539,2.4553,3.2231,3.8311,337.9003
15,169.0,3.9332,1.7228,3.9546,3.1193,2.7116,High-Performance,0.0785,5.1442,2.9405,4.1085,3.4967,376.285
16,170.0,2.3244,1.4959,2.6115,3.0561,2.9726,Economy,1.4929,5.8437,2.7588,4.0375,2.6634,347.0314
17,171.0,3.1734,1.4741,3.65,3.5274,2.5098,Sports,0.98,5.596,2.6061,4.2616,3.8985,489.1287
18,172.0,3.3016,1.9779,2.577,2.729,2.1919,Sports,1.4291,5.2794,2.2809,4.7117,2.8636,386.0956
19,173.0,3.4498,1.2262,2.0175,3.0478,2.164,High-Performance,1.5891,5.8413,2.4775,3.8383,2.443,297.1474
20,174.0,2.0217,1.9397,3.4194,2.8381,2.7616,Economy,0.7062,5.8846,2.9741,4.0631,3.6939,287.6077
21,175.0,2.3166,1.9985,3.7361,2.853,2.7559,Economy,1.4531,5.9168,2.3171,3.3871,3.5364,271.7169
22,176.0,3.6101,1.4799,2.4776,2.2622,2.9023,High-Performance,0.6109,5.1734,2.3517,3.2593,2.3103,92.0232
23,177.0,3.788,1.0698,2.1809,3.4233,2.5648,High-Performance,1.8548,5.4403,2.7023,3.4001,3.5057,150.1853
24,178.0,3.7932,1.2733,2.7371,2.7979,2.0274,High-Performance,0.1889,5.9639,2.2647,3.5775,2.4864,65.2163
25,179.0,2.2821,1.073,1.0683,2.9281,2.9877,High-Performance,1.2138,5.1092,2.8914,3.6035,3.9413,94.4853
26,180.0,3.2127,1.0117,2.9542,3.0949,2.5776,High-Performance,0.3661,5.5444,2.1108,3.6452,2.9706,10.5138
27,181.0,3.6607,1.1006,1.1447,2.4493,2.9478,Sports,0.7565,5.0539,2.3509,4.4846,3.0599,148.4138
28,182.0,2.3698,1.3205,3.8515,3.2848,2.6887,High-Performance,1.7709,5.9874,2.4801,3.6511,2.6180000000000003,52.3582
29,183.0,2.7559,1.5386,2.9991,3.2038,2.4105,High-Performance,1.4967,5.7585,2.8368,3.2659,3.1791,95.702
