,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11
0,116.0,2.3642,1.9959,2.2653,3.6307,2.4335,Sports,0.3925,5.7952,2.4930000000000003,4.5875,3.8768,629.4773
1,117.0,3.131,1.1088,2.8009,3.0009,2.4637,Economy,0.2392,5.2718,2.3081,3.2958,3.1268,564.6492
2,118.0,2.6748,1.8231,1.6137,2.3946,2.7341,High-Performance,1.504,5.1253,2.2539,3.3698,3.7519,527.4515
3,119.0,3.8062,1.6808,1.1204,2.6025,2.8136,High-Performance,0.7138,5.6305,2.1067,3.5275,3.2785,616.5804
4,120.0,2.5006,1.811,1.1378,2.9358,2.1818,Economy,1.4502,5.8407,2.1806,4.0409,3.4483,550.1233
5,121.0,3.6878,1.5168,3.711,2.5907,2.3883,High-Performance,1.5625,5.3731,2.4557,3.2298,2.8102,441.4076
6,122.0,3.7262,1.0986,1.1507,2.6874,2.111,Sports,1.4819,5.0495,2.1032,3.0715,2.6253,441.9226
7,123.0,2.7668,1.0992,3.1854,3.3255,2.3461,Sports,0.5533,5.6285,2.8949,3.4728,3.6241,485.7051
8,124.0,2.1151,1.1029,1.124,2.739,2.7537,Economy,1.855,5.7875,2.6069,3.2455,3.1524,395.6026
9,125.0,3.7938,1.1022,1.8157,2.1702,2.6471,Economy,1.8218,5.33,2.9428,4.291,2.3907,354.0819
10,126.0,3.2694,1.8391,3.835,2.5671,2.8806,Sports,0.8378,5.7483,2.445,4.5966,3.646,386.0567
11,127.0,2.1494,1.2133,2.0653,3.5156,2.0944,High-Performance,0.5101,5.7097,2.4098,3.9146,3.0503,390.2418
12,128.0,2.8732,1.3928,2.3689,2.763,2.5922,Sports,0.877,5.0803,2.5179,3.9159,2.6442,308.774
13,129.0,2.9283,1.6171,1.3944,3.3,2.0703,Economy,0.722,5.6346,2.8161,4.5704,2.269,411.3767
14,130.0,3.2333,1.5044,1.4539,3.5482,2.0558,Economy,1.5341,5.7692,2.4677,3.8936,3.6272,571.7566
15,131.0,2.4817,1.9859,1.7077,2.7945,2.0516,Economy,1.4469,5.1992,2.1016,4.9749,2.8997,518.2222
16,132.0,3.754,1.9191,2.4271,3.5380000000000003,2.821,Sports,0.2331,5.7595,2.4788,4.3377,3.7168,642.9287
17,133.0,2.3823,1.3337,1.681,3.0355,2.2337,High-Performance,1.3765,5.3942,2.3768,3.4998,2.1512,627.9154
18,134.0,3.5881,1.5823,2.3774,2.1561,2.2909,High-Performance,0.6885,5.9616,2.1308,4.0602,3.0739,476.8819
19,135.0,3.0147,1.8294,1.0434,3.4746,2.0368,Economy,0.3846,5.0944,2.123,4.3757,2.8028,546.1908
20,136.0,3.8907,1.3562,3.5715,2.3012,2.1179,Sports,1.5371,5.6565,2.1902,4.1299,3.5311,438.1462
21,137.0,3.1511,1.3253,3.6995,3.3855,2.1734,Sports,1.9862,5.765,2.3241,4.2773,3.4081,380.603
22,138.0,3.5628,1.9443,1.662,3.5048,2.4371,Sports,1.9354,5.9553,2.191,3.0441,3.8694,510.5036
23,139.0,2.5825,1.7105,3.8775,3.7822,2.4658,Economy,1.9823,5.1693,2.6392,4.0448,2.7584,552.5986
24,140.0,2.5344,1.1816,2.3193,2.9662,2.6709,High-Performance,1.8721,5.4051,2.2705,3.4701,3.2618,512.1353
25,141.0,3.4774,1.035,3.1833,3.3373,2.2998,High-Performance,1.1382,5.8339,2.5326,3.1955,3.1409,607.6161
26,142.0,2.2751,1.3077,2.6217,2.3834,2.2089,Sports,0.9113,5.5842,2.7714,3.931,3.3641,435.7918
27,143.0,3.1683,1.8693,3.8133,2.1093,2.8558,Sports,0.2848,5.5881,2.4157,3.4429,2.2471,267.3759
28,144.0,2.0728,1.1785,2.8229,2.6214,2.9455,Sports,1.0663,5.3656,2.9562,4.904,3.4912,172.7811
29,145.0,2.1115,1.5822,3.3447,3.111,2.0276,Sports,1.0405,5.2767,2.5496,3.9764,3.5716,99.8884
