,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11
0,147.0,3.5026,1.6341,2.7824,2.8279,2.4707,High-Performance,0.3125,5.6883,2.0407,3.5921,2.7243,749.0913
1,148.0,2.8054,1.0291,3.9203,2.7929,2.765,Economy,0.7187,5.68,2.1824,3.4451,2.2607,755.9086
2,149.0,2.2994,1.2637,3.7128,2.6183,2.9329,High-Performance,0.3683,5.3123,2.1642,4.4151,2.9199,887.2401
3,150.0,2.0402,1.1341,3.9994,3.9563,2.7882,Sports,0.3473,5.1173,2.5483,4.2343,2.4811,987.8903
4,151.0,2.6535,1.7577,2.3886,3.2192,2.2880000000000003,Economy,0.5501,5.7075,2.5867,3.1684,2.4122,973.8582
5,152.0,3.5123,1.9805,3.7041,2.7853,2.8433,High-Performance,0.3382,5.9635,2.005,4.0592,3.3439,998.2472
6,153.0,2.0301,1.2763,2.7643,2.8891,2.1997,Sports,0.8105,5.0614,2.7695,4.1318,3.7154,1100.9915
7,154.0,2.2998,1.1663,2.8612,2.9268,2.2897,Sports,1.7473,5.7875,2.7545,4.5534,3.4734,1005.2091
8,155.0,2.9313,1.5196,1.8682,3.1060000000000003,2.815,High-Performance,0.4353,5.2191,2.4656,3.502,2.8842,723.4275
9,156.0,3.3996,1.8948,3.1843,2.0328,2.4154,Sports,1.565,5.5974,2.7486,3.8425,2.035,685.1283
10,157.0,2.5834,1.2768,3.8863,3.5301,2.0219,Economy,1.1075,5.2597,2.5977,4.7414,3.9158,820.8078
11,158.0,2.9521,1.3262,2.6601,2.5106,2.6496,High-Performance,1.6749,5.4463,2.5625,4.4109,2.2866,766.5843
12,159.0,3.9909,1.5433,3.7622,2.6396,2.3174,High-Performance,0.6487,5.6047,2.3089,4.5343,3.016,633.0134
13,160.0,2.1993,1.4558,1.0283,2.2387,2.72,High-Performance,1.0657,5.8783,2.0253,4.7725,3.8538,642.6381
14,161.0,2.0906,1.5785,2.9267,2.2353,2.6171,High-Performance,0.1261,5.3854,2.0972,4.0748,3.4688,452.0055
15,162.0,2.0258,1.8443,1.2287,2.3175,2.3342,Economy,1.3821,5.0495,2.7833,3.3432,3.1681,317.8105
16,163.0,2.5132,1.9743,2.5774,3.729,2.0632,High-Performance,1.8608,5.5454,2.7268,4.8789,3.5584,379.1495
17,164.0,3.1652,1.8132,2.541,3.9009,2.396,Sports,0.508,5.7575,2.0899,4.9126,2.1432,350.4737
18,165.0,2.2468,1.7315,3.6974,2.0049,2.8588,Sports,0.2204,5.9214,2.8417,4.0331,2.428,515.4399
19,166.0,2.7536,1.7599,1.6157,3.9724,2.4875,Sports,1.5723,5.0707,2.4419,3.5571,3.8457,702.2417
20,167.0,3.7085,1.6221,3.0087,2.2317,2.2671,Sports,0.6401,5.2304,2.2095,3.5398,3.367,653.4397
21,168.0,3.8647,1.7851,3.5004,2.5516,2.8385,Economy,0.2325,5.3441,2.7532,4.1225,2.6830000000000003,623.4564
22,169.0,2.8976,1.9989,2.6636,3.1294,2.7639,High-Performance,0.7164,5.8739,2.8195,3.0837,3.1916,774.4077
23,170.0,3.4129,1.3721,2.6139,3.7207,2.0119,High-Performance,1.6154,5.7649,2.0482,3.2584,2.127,571.9264
24,171.0,2.7102,1.1863,1.6871,2.4768,2.0574,Sports,0.7482,5.8547,2.5727,4.6992,3.3373,479.3432
25,172.0,2.4551,1.4282,2.9882,2.9847,2.9145,Economy,1.8944,5.2278,2.1772,3.5386,3.1801,543.5207
26,173.0,2.6393,1.3649,2.3559,2.0266,2.4889,Sports,1.1665,5.0232,2.8907,4.8909,3.8124,469.052
27,174.0,3.8957,1.726,1.7052,3.3478,2.9274,Economy,1.6205,5.6214,2.2645,4.6026,3.1348,341.6054
28,175.0,2.6255,1.3779,2.7453,3.4842,2.4276,Sports,1.6703,5.4835,2.1058,3.1642,2.2605,256.3629
29,176.0,2.6634,1.0659,2.1243,3.3024,2.2636,Economy,1.8217,5.1417,2.1541,4.0801,3.9294,347.4045
