,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11
0,141.0,2.4653,1.2009,1.1565,3.1755,2.4425,Economy,1.2738,5.9734,2.7387,3.116,3.4601,687.8638
1,142.0,3.3077,1.8907,3.5001,3.8118,2.5635,Economy,1.1266,5.417999999999998,2.2173,3.2153,2.0012,594.5312
2,143.0,3.9968,1.7446,2.3967,2.5626,2.6441,Sports,0.4709,5.2776,2.9546,3.0813,3.6285,584.2633
3,144.0,3.9922,1.6256,3.4022,3.6966,2.2057,Economy,1.704,5.8588,2.9283,4.4225,2.0592,697.1404
4,145.0,2.4743,1.7836,2.8492,2.9927,2.7789,Sports,1.0232,5.8799,2.2624,4.6458,2.8834,742.1434
5,146.0,2.8215,1.3674,1.005,2.5167,2.9324,High-Performance,0.9475,5.0517,2.2716,3.8662,3.9058,732.1752
6,147.0,3.8432,1.0982,3.6694,2.6091,2.8951,Sports,1.8624,5.0125,2.6112,3.2803,3.4185,744.0591
7,148.0,3.7823,1.4494,1.786,3.116,2.6342,Economy,1.7296,5.8832,2.3236,4.8468,2.8972,1006.1269
8,149.0,3.3956,1.6308,3.3221,3.7187,2.4834,Sports,1.8099,5.4332,2.3237,4.6155,2.9304,993.5661
9,150.0,3.4703,1.0584,2.8295,3.9373,2.8160000000000003,High-Performance,0.0503,5.2658,2.5876,4.2605,3.6251,852.5696
10,151.0,3.0005,1.252,1.3944,3.5928,2.4308,Sports,1.8615,5.409,2.0722,3.2551,3.8825,798.9773
11,152.0,3.1202,1.1166,2.5847,2.6712,2.7654,Sports,1.5385,5.4408,2.6874,4.6436,2.508,993.0805
12,153.0,3.4742,1.0212,3.4596,3.5503,2.9949,High-Performance,0.4495,5.6241,2.4121,4.0765,3.4972,899.6484
13,154.0,2.6068,1.5556,2.6217,3.2068,2.2475,Sports,1.0807,5.1445,2.2866,4.984,2.1716,846.8716
14,155.0,3.139,1.6064,3.1264,2.763,2.0484,High-Performance,0.5389,5.8411,2.2207,3.6943,3.2889,746.6935
15,156.0,2.1116,1.6889,3.3763,2.6333,2.5756,Economy,0.8655,5.5537,2.0857,3.7615,2.5451,775.1816
16,157.0,2.6408,1.2284,2.7367,3.4011,2.8641,Economy,1.9496,5.3098,2.1064,4.1875,2.7994,786.1177
17,158.0,3.8194,1.2312,3.5963,2.8505,2.2449,Economy,1.6244,5.0476,2.6414,4.9301,3.2391,838.6065
18,159.0,3.7459,1.4893,3.1708,3.9618,2.5559,Economy,0.4146,5.0391,2.5047,4.7297,2.1875,764.9909
19,160.0,3.6829,1.9225,2.4613,3.5762,2.5933,High-Performance,1.1518,5.2688,2.8831,4.3084,3.1687,834.4798
20,161.0,2.5486,1.7806,2.5324,2.5764,2.4657,Sports,1.9809,5.9818,2.1291,4.0787,2.162,902.2721
21,162.0,3.6726,1.2885,3.4188,2.7123,2.2135,High-Performance,1.6734,5.5776,2.6689,3.2537,3.4071,803.1414
22,163.0,3.1016,1.6898,1.0845,3.0503,2.5885,Sports,1.4272,5.164,2.5316,4.1757,2.8789,736.4413
23,164.0,3.2636,1.9534,2.1992,2.084,2.8728,Economy,1.4829,5.2712,2.4095,3.7414,3.5410000000000004,620.8229
24,165.0,2.0318,1.9842,2.6744,2.8047,2.8668,High-Performance,1.9843,5.0026,2.5409,3.6535,3.4727,529.2464
25,166.0,2.8124,1.7619999999999998,1.9091,3.9266,2.4396,Sports,1.6608,5.6088,2.0759,4.1747,3.1328,584.1844
26,167.0,2.2581,1.1244,1.5813,2.9108,2.9021,High-Performance,0.013,5.5292,2.3252,3.7842,2.9783,600.3538
27,168.0,2.8029,1.5931,3.3411,3.0567,2.2389,Economy,1.9208,5.1929,2.4999,4.0706,3.5439,549.5198
28,169.0,2.9930000000000003,1.9445,2.9377,2.3585,2.3126,Economy,0.7603,5.5756,2.6845,3.5953,2.6399,512.1627
29,170.0,2.4783,1.2571,2.3325,2.6653,2.9054,Sports,1.3804,5.9122,2.51,4.0268,2.0108,527.5843
