,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11
0,92.0,3.3881,1.0836,3.5972,2.1194,2.8779,Economy,0.602,5.9101,2.5747,4.4646,3.8191,674.8705
1,93.0,2.3371,1.1188,3.1272,2.5395,2.5632,Economy,0.8595,5.8236,2.8511,4.1124,2.8274,589.6006
2,94.0,3.4809,1.167,3.6163,3.4253,2.4304,High-Performance,1.6327,5.7174,2.1422,3.9901,3.2213,618.8363
3,95.0,3.3388,1.1563,2.0053,3.9868,2.0333,Economy,1.7883,5.1079,2.9236,3.3299,2.2014,563.7083
4,96.0,3.5667,1.257,1.8696,2.5963,2.3583,Economy,0.8006,5.0845,2.0139,3.0804,3.4658,448.9111
5,97.0,2.0442,1.0655,3.6923,2.3626,2.3055,Economy,0.0402,5.691,2.1851,3.9996,2.6702,396.3415
6,98.0,3.5139,1.8488,2.1119,2.7988,2.2014,High-Performance,1.0666,5.6915,2.2958,4.8523,3.6484,459.1997
7,99.0,2.6359,1.0633,1.8441,3.4625,2.0999,High-Performance,1.2776,5.6465,2.4882,4.8716,3.8111,456.4726
8,100.0,2.9133,1.1692,2.0971,3.9869,2.576,Economy,1.5094,5.3084,2.0866,3.0389,2.114,377.7802
9,101.0,3.5188,1.544,1.3191,2.9663,2.864,Economy,1.6047,5.9604,2.4067,3.9838,2.421,490.2428
10,102.0,3.8839,1.8988,2.2515,3.7909,2.0493,Sports,0.9674,5.6965,2.7369,4.8741,2.6498,629.133
11,103.0,2.4171,1.5344,1.3348,3.2378,2.1141,Economy,1.8816,5.032,2.5771,4.7449,3.805,591.4535
12,104.0,2.9823,1.7491,2.1515,2.5955,2.4975,Sports,1.1956,5.6774,2.8277,3.9131,2.6157,490.7997
13,105.0,3.4164,1.0322,3.0256,3.2338,2.8261,Economy,1.0071,5.1776,2.9595,3.2021,3.0943,519.164
14,106.0,3.7561,1.8871,3.9762,3.5303,2.5808,High-Performance,0.7711,5.5822,2.9398,4.7547,2.61,595.3861
15,107.0,2.504,1.9079,1.1747,2.1404,2.2703,Economy,0.6409999999999999,5.6837,2.3138,3.5769,3.3712,475.374
16,108.0,3.6792,1.7636,2.8734,2.2803,2.3172,Economy,1.7987,5.9401,2.2702,3.528,3.657,360.1768
17,109.0,2.7751,1.8845,1.0887,3.3786,2.864,Economy,1.9583,5.6641,2.2374,4.1402,3.4323,405.6615
18,110.0,2.9132,1.6485,2.4197,2.0477,2.3579,High-Performance,1.2866,5.3393,2.8986,4.9262,3.868,490.8577
19,111.0,2.248,1.6445,2.8244,3.5812,2.3019,High-Performance,0.5106,5.843,2.1583,4.2996,2.2013,389.7223
20,112.0,2.3183,1.758,1.4621,3.8062,2.9264,High-Performance,1.345,5.71,2.6660000000000004,4.6477,3.5427,498.7805
21,113.0,2.6869,1.6261,1.224,3.9902,2.1348,Sports,1.3561,5.7896,2.843,3.2795,2.6343,477.6954
22,114.0,2.4151,1.6294,1.7582,3.025,2.6454,Sports,0.6045,5.6478,2.7139,3.9911,2.9214,429.1987
23,115.0,2.6356,1.5797,2.6907,3.6537,2.3966,Sports,1.6236,5.0047,2.319,4.2497,3.6042,398.9148
24,116.0,2.336,1.9238,3.5508,3.5612,2.2016,Economy,1.1263,5.9687,2.1967,4.287,3.3709,363.6783
25,117.0,2.0806,1.8139,1.019,2.9918,2.4592,High-Performance,0.9042,5.7113,2.5308,3.4241,3.6372,245.7918
26,118.0,2.8228,1.7515,2.2415,3.5759,2.0377,Sports,0.1735,5.9232,2.7816,4.1774,2.8549,281.7917
27,119.0,3.3549,1.1539,3.7321,2.9403,2.7906,Economy,0.9104,5.0404,2.5148,4.8238,2.2244,376.3607
28,120.0,2.4486,1.837,3.9663,2.5349,2.2499,Economy,1.0436,5.2398,2.2742,4.1119,2.5274,295.9345
29,121.0,2.2041,1.8992,1.1002,2.7561,2.0883,Sports,1.6542,5.8315,2.0073,3.4179,2.654,223.3871
