,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11
0,110.0,3.4427,1.3617,1.8427,3.9004,2.5357,High-Performance,0.3447,5.5205,2.2673,4.5793,3.819,794.0179
1,111.0,3.1867,1.8188,3.4158,3.5184,2.1639,Sports,0.1319,5.157,2.0438,4.6604,2.8842,648.2682
2,112.0,2.2228,1.2646,2.4028,2.4627,2.7439,Sports,0.6429,5.4599,2.1664,3.8465,2.3407,647.9598
3,113.0,2.3166,1.5142,2.4222,3.6672,2.7945,Sports,1.8098,5.1615,2.1987,3.6478,2.684,709.3717
4,114.0,3.4073,1.4864,2.8086,2.2163,2.5368,Sports,0.8457,5.6252,2.3734,3.6425,2.2077,529.8106
5,115.0,3.229,1.3931,1.7806,2.8792,2.0804,Economy,0.2516,5.5462,2.3923,3.5071,3.7245,469.8743
6,116.0,2.1316,1.7814,2.2974,3.8881,2.9544,Sports,0.5653,5.5413,2.4875,4.1209,2.0296,430.0276
7,117.0,3.4554,1.7259,2.9106,2.3508,2.943,Sports,1.0312,5.0447,2.6197,4.9264,3.4475,508.8098
8,118.0,3.5098,1.2594,1.7761,3.7387,2.8774,High-Performance,1.7468,5.3766,2.1154,3.5974,3.8074,573.7685
9,119.0,2.1563,1.5144,1.5841,3.5076,2.5001,High-Performance,0.513,5.0047,2.5322,4.9265,3.3574,730.3077
10,120.0,3.2231,1.2474,3.2585,2.9435,2.9922,High-Performance,0.0823,5.2741,2.8632,3.1201,2.5206,615.9490000000002
11,121.0,3.6875,1.6744,1.8789,2.0503,2.2332,High-Performance,0.6598,5.0807,2.0625,4.253,2.2708,581.5044
12,122.0,2.0196,1.1909,3.3636,2.6475,2.7188,High-Performance,1.2488,5.593,2.7911,4.0383,2.381,487.6718
13,123.0,3.5366,1.0078,1.4503,3.9242,2.9197,High-Performance,1.2993,5.8249,2.7652,4.1863,3.3683,452.5813
14,124.0,2.3388,1.4958,1.3997,2.1075,2.5056,High-Performance,1.2765,5.8511,2.5911,3.6207,3.5687,323.8452
15,125.0,3.048,1.7175,3.3352,2.6386,2.7635,Sports,0.8602,5.9409,2.8597,3.3,2.3128,336.7493
16,126.0,2.5873,1.8439,1.5087,3.0491,2.4156,High-Performance,1.6249,5.2811,2.5443,3.5521,3.8988,599.4961
17,127.0,2.6910000000000003,1.3603,1.9559,3.0007,2.8251,High-Performance,0.0432,5.3394,2.6154,3.0549,3.8666,601.1012
18,128.0,2.4608,1.2718,2.237,3.8263,2.0451,Sports,0.1235,5.8093,2.6923,3.5361,3.2852,617.9125
19,129.0,2.6127,1.6559,1.5844,2.2966,2.2177,Sports,0.073,5.803,2.1961,4.8329,2.7306,569.2358
20,130.0,3.1758,1.355,3.0978,3.4735,2.622,Economy,1.0872,5.4971,2.1621,4.7717,3.4024,686.9146
21,131.0,2.9417,1.6885,1.6884,2.8082,2.2384,High-Performance,1.0162,5.582000000000002,2.1830000000000003,3.2831,3.5098,599.3439
22,132.0,3.0754,1.7257,2.1644,2.1027,2.065,Sports,1.1892,5.3020000000000005,2.7403,4.9149,2.9996,442.2682
23,133.0,3.9406,1.0531,3.8649,3.2173,2.7627,Economy,0.7772,5.568,2.5172,4.0415,3.3964,497.2245
24,134.0,3.4776,1.7729,2.9392,2.0344,2.5166,Economy,0.8991,5.2796,2.263,4.3333,2.5058,417.0713
25,135.0,2.8897,1.8508,1.5502,2.152,2.4386,Economy,1.2212,5.7109,2.8596,3.4532,2.7373,324.2393
26,136.0,2.6491,1.3594,2.57,3.4935,2.8348,High-Performance,1.3266,5.1466,2.9958,4.2841,3.7684,431.3689
27,137.0,3.987,1.7242,1.5657,2.3588,2.4297,Sports,1.0939,5.8669,2.3584,3.5386,3.1182,345.126
28,138.0,3.2738,1.1908,2.4914,3.4557,2.2025,High-Performance,1.6078,5.894,2.5989,3.6442,2.8108,320.7667
29,139.0,3.5849,1.2421,1.8034,2.8587,2.2597,Economy,0.3983,5.5433,2.5513,3.1043,2.5721,386.6202
