,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11
0,240.0,2.8392,1.6399,3.3337,3.9651,2.3878,Economy,1.4008,5.8139,2.5181,4.7330000000000005,2.2154,723.2935
1,241.0,2.625,1.9084,1.0942,3.3716,2.2417,High-Performance,1.0159,5.8083,2.4227,4.4805,3.0531,845.3981
2,242.0,2.4618,1.1353,2.3324,3.6893,2.4477,High-Performance,1.7281,5.1268,2.2125,3.04,3.088,646.8826
3,243.0,3.486,1.8151,2.0888,2.3776,2.7058,High-Performance,0.2731,5.0011,2.1803,3.8302,3.3461,651.9055
4,244.0,2.6353,1.5805,1.7777,3.4171,2.8771,High-Performance,0.0342,5.2386,2.7495,3.8774,3.5093,637.3380000000002
5,245.0,2.0183,1.3074,3.4581,2.5556,2.7216,Sports,0.7633,5.989,2.7847,3.779,2.5774,430.9082
6,246.0,2.521,1.7647,1.4467,3.7173,2.7508,Economy,1.2419,5.1874,2.7833,3.9327,3.5401,456.3881
7,247.0,3.4677,1.6982,2.0418,3.6849,2.1789,Economy,1.5512,5.6291,2.35,3.582,3.6010000000000004,565.2581
8,248.0,3.2074,1.9636,1.9393,2.6603,2.7944,Economy,0.2692,5.5135,2.7336,3.4073,3.8657,568.0152
9,249.0,2.7258,1.9327,2.2818,2.1451,2.3747,High-Performance,0.4964,5.0599,2.5341,4.0191,3.5155,651.9336
10,250.0,3.8082,1.681,1.0799,3.3878,2.0603,High-Performance,0.7263,5.9934,2.0005,4.2776,3.9449,953.8055
11,251.0,3.495,1.4436,3.7192,2.7707,2.6049,High-Performance,1.1099,5.8921,2.8006,4.0096,2.9028,864.2636
12,252.0,3.9756,1.7252,1.5519,2.5815,2.0995,Sports,1.1921,5.9643,2.6508,3.742,2.2844,857.5313
13,253.0,3.1582,1.7092,1.3987,3.7357,2.1945,Economy,1.9972,5.5507,2.8698,4.508,2.8777,944.0073
14,254.0,2.6432,1.5394,2.9599,3.2887,2.1579,High-Performance,1.042,5.8661,2.6634,3.3604,2.6947,682.2465
15,255.0,3.4031,1.7585,3.4467,3.8098,2.2891,Sports,1.0395,5.0826,2.3373,4.9893,3.8927,758.3999
16,256.0,3.8989,1.9192,1.0515,3.9475,2.7755,High-Performance,1.3576,5.3075,2.9487,4.7037,3.9236,933.6466
17,257.0,2.0793,1.5667,1.7027,2.2608,2.631,High-Performance,1.0636,5.0234,2.411,4.0773,2.3339,719.4869
18,258.0,2.1830000000000003,1.734,2.1289,2.6645,2.5771,Sports,0.4754,5.6752,2.9522,4.5774,3.1897,797.0592
19,259.0,3.3318,1.12,2.1752,3.5306,2.021,High-Performance,1.9118,5.3546,2.7876,4.1826,2.9456,928.3957
20,260.0,3.5709,1.8145,2.5081,3.4476,2.0824,High-Performance,1.8518,5.9381,2.4612,3.1248,3.8986,604.4641
21,261.0,3.0558,1.2736,3.5355,3.4629,2.4596,High-Performance,1.7794,5.1136,2.2592,4.5826,3.4764,533.9958
22,262.0,3.0195,1.3318,3.2357,2.1132,2.6257,Economy,0.4072,5.2334,2.0414,4.2811,2.2728,630.7238
23,263.0,2.2598,1.4455,1.2946,3.6171,2.53,Sports,1.807,5.7147,2.2817,4.6165,3.6403,561.9588
24,264.0,3.7076,1.2877,1.5601,2.6226,2.9945,High-Performance,1.7576,5.0157,2.306,4.9101,3.9507,712.0656
25,265.0,2.8016,1.971,3.6271,3.5904,2.4269,Sports,0.32,5.2096,2.9960000000000004,3.7054,3.7564,705.2135
26,266.0,2.56,1.645,2.5373,2.2889,2.5419,Economy,1.0693,5.4597,2.2322,3.3891,3.3015,548.0143
27,267.0,3.0821,1.3178,1.8546,3.6131,2.1015,Sports,1.1763,5.857,2.4662,3.8469,3.6459,738.1266
28,268.0,2.0451,1.1722,2.4846,3.0828,2.5745,High-Performance,1.5206,5.8608,2.3814,3.2952,3.0755,386.3573
29,269.0,3.0197,1.9842,2.3867,2.4717,2.4812,Sports,1.3605,5.7244,2.2335,3.808,2.411,109.0018
