,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11
0,145.0,3.968,1.359,3.4643,3.6411,2.0295,High-Performance,0.9605,5.0546,2.5465,3.6784,3.9768,435.5851
1,146.0,3.5851,1.1932,2.1095,2.1275,2.1132,Economy,0.8585,5.5669,2.6633,4.2732,3.4783,418.1643
2,147.0,2.0003,1.4832,1.8558,3.6503,2.9515,High-Performance,1.288,5.0062,2.2604,4.4971,3.3425,369.4794
3,148.0,2.9598,1.9164,2.573,3.0619,2.1815,Economy,0.8641,5.2206,2.3116,3.8433,3.3987,310.2486
4,149.0,3.1271,1.284,1.6729,3.4269,2.7507,Economy,1.2719,5.8888,2.5772,3.8267,2.1244,342.9691
5,150.0,3.9106,1.4176,1.7712,2.3218,2.9301,High-Performance,1.5433,5.4545,2.2372,4.6699,2.4818,385.1062
6,151.0,3.9432,1.5646,1.453,2.8773,2.5819,Sports,1.1463,5.3761,2.5380000000000003,4.5136,2.2565,373.6243
7,152.0,3.8911,1.3548,3.7397,2.1275,2.3361,Sports,0.1879,5.2324,2.5627,4.4062,2.4933,380.3221
8,153.0,3.5253,1.1466,1.4192,2.2514,2.2061,Economy,1.7393,5.9822,2.7284,3.9675,2.0523,420.9147
9,154.0,3.2957,1.732,1.9965,2.1913,2.7515,High-Performance,0.5157,5.1771,2.8687,3.4584,2.6851,393.3218
10,155.0,2.306,1.2577,1.6088,2.7192,2.459,Economy,1.3513,5.3739,2.411,4.9859,3.341,315.4264
11,156.0,3.7856,1.1112,3.6071,2.7702,2.1899,Sports,1.958,5.0993,2.6361,3.5135,2.3532,297.4423
12,157.0,3.0799,1.99,1.8411,3.6067,2.9129,High-Performance,0.902,5.614,2.3488,4.8109,2.9751,297.2377
13,158.0,2.7505,1.5406,1.9248,3.4817,2.2895,Sports,0.8989,5.7793,2.3303,3.4435,2.4748,271.9045
14,159.0,2.4405,1.6153,1.0929,2.2029,2.3796,Economy,1.1875,5.6939,2.9806,3.0985,3.7036,303.3885
15,160.0,2.4221,1.2002,2.241,3.7366,2.5378,Sports,1.4029,5.7799,2.4692,3.1756,3.2555,315.184
16,161.0,3.511,1.2099,1.6995,3.1651,2.5613,High-Performance,0.847,5.7675,2.5992,4.6796,2.5245,321.0195
17,162.0,2.6448,1.3533,2.6806,2.8483,2.8738,High-Performance,0.6619,5.9646,2.1059,4.0447,2.7931,318.597
18,163.0,3.8008,1.3504,2.1415,3.5694,2.0803,High-Performance,1.0318,5.6244,2.5654,3.0171,3.6731,323.0202
19,164.0,3.1416,1.3528,3.236,2.8554,2.017,Sports,0.8073,5.5258,2.5333,3.4696,3.3651,286.7214
20,165.0,2.2822,1.5092,3.0410000000000004,2.5431,2.3222,Sports,0.0556,5.3969,2.8355,3.0687,2.9766,227.0963
21,166.0,2.8126,1.7139,1.6903,3.7025,2.2512,High-Performance,1.9836,5.974,2.4421,4.0028,3.9704,228.4563
22,167.0,3.1817,1.5201,3.3127,3.0496,2.9301,Economy,1.6661,5.6885,2.2295,3.1217,3.8127,234.0979
23,168.0,3.532,1.6914,2.7222,3.2263,2.0947,Economy,0.0945,5.1522,2.4698,3.5405,2.1617,179.0412
24,169.0,3.0728,1.1175,3.8768,2.3034,2.4524,Sports,0.603,5.9669,2.7191,3.6,3.8207,196.6827
25,170.0,3.676,1.7284,1.9727,2.0284,2.9884,Sports,0.7488,5.7751,2.5698,3.6523,3.4058,271.3732
26,171.0,2.6578,1.3559,3.2547,2.6258,2.0763,High-Performance,1.215,5.2499,2.9976,3.0624,2.3004,210.5448
27,172.0,3.4543,1.4596,1.6616,2.3588,2.5892,Sports,0.9185,5.6475,2.2968,3.3833,3.0113,170.2969
28,173.0,3.2525,1.3143,3.9985,2.1561,2.7269,High-Performance,0.7285,5.5775,2.5973,3.4666,2.6327,191.9513
29,174.0,2.8325,1.2335,2.8922,2.5378,2.3533,Economy,0.7803,5.0273,2.5539,3.3960000000000004,2.0229,120.3327
