,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11
0,108.0,3.321,1.0306,3.6987,2.4765,2.8881,Economy,1.9043,5.8288,2.1494,4.7446,2.2171,343.211
1,109.0,3.7995,1.7111,1.0969,2.4108,2.3516,Sports,1.2692,5.3877,2.2575,3.534,2.2032,302.8323
2,110.0,2.9528,1.5466,3.1221,3.5444,2.939,Economy,1.0613,5.2932,2.5044,4.5321,3.3339,331.6928
3,111.0,2.7494,1.6881,1.3167,3.2759,2.5018,High-Performance,1.6452,5.1925,2.9974,4.2732,3.1343,395.2316
4,112.0,2.6371,1.0401,1.2247,3.8639,2.6321,Economy,1.5107,5.5495,2.5784,4.997,2.0552,305.3028
5,113.0,3.2503,1.4164,2.4652,3.4617,2.8719,High-Performance,1.8049,5.4817,2.529,4.1819,3.4531,179.9837
6,114.0,2.4047,1.4179,2.4329,2.7788,2.6572,Economy,1.608,5.1602,2.7316,3.3833,2.63,333.214
7,115.0,3.7577,1.0989,2.1733,2.1828,2.7238,Sports,0.8112,5.2265,2.6297,3.3556,2.7914,184.1712
8,116.0,2.7784,1.9758,2.6886,2.826,2.6261,Sports,1.9252,5.5926,2.8628,3.6758,3.5762,247.7478
9,117.0,3.1875,1.6967,2.1945,2.9073,2.0822,High-Performance,0.7006,5.2845,2.5748,3.9349,3.317,346.9484
10,118.0,2.5883,1.1418,1.6988,3.1522,2.5448,Sports,0.2544,5.2225,2.1289,4.383,2.988,235.5984
11,119.0,3.6358,1.3496,1.0719,3.1225,2.2834,High-Performance,1.6713,5.8114,2.728,4.3412,3.9314,130.3547
12,120.0,3.5473,1.6454,2.3188,3.5613,2.0905,Sports,1.7272,5.7731,2.0028,4.2448,3.5860000000000003,140.9784
13,121.0,3.0239,1.612,2.4327,3.0363,2.9702,High-Performance,1.3539,5.3563,2.2972,4.2336,3.4754,158.6833
14,122.0,2.9093,1.994,1.0929,3.2545,2.314,Sports,0.8764,5.1139,2.257,3.9893,2.9998,93.2455
15,123.0,3.9691,1.6346,2.7857,2.569,2.5234,Sports,1.538,5.097,2.2152,4.5758,3.2665,120.2348
16,124.0,3.2230000000000003,1.6554,2.6169,2.7701,2.8595,Sports,1.7361,5.9117,2.0488,4.5429,2.4846,320.7409
17,125.0,3.7818,1.3684,3.6123,2.5162,2.8878,Sports,0.4794,5.4347,2.3671,3.2101,3.6797,346.233
18,126.0,2.8015,1.1332,3.303,3.0358,2.4751,Sports,0.1371,5.7357,2.624,3.1296,2.43,328.2196
19,127.0,3.4903,1.9522,2.2341,3.67,2.3849,Economy,1.4095,5.6545,2.4525,4.1955,2.6265,442.1231
20,128.0,2.9992,1.9705,1.2734,2.6194,2.5589,Economy,0.8734,5.8882,2.4385,4.7035,3.5464,282.9156
21,129.0,3.4476,1.475,3.1649,3.0874,2.3624,Sports,1.0590000000000002,5.789,2.5907,4.759,3.7971,313.372
22,130.0,3.034,1.9147,2.8934,2.9756,2.3733,Economy,0.3769,5.1622,2.2101,3.6988,3.0338,357.58
23,131.0,2.4482,1.9537,3.3299,3.6885,2.3576,Economy,0.9673,5.3142,2.3627,4.99,2.1825,295.2746
24,132.0,3.7088,1.8125,3.2699,2.9546,2.5609,Economy,0.6951,5.2483,2.2616,4.3162,2.8632,326.7270000000001
25,133.0,3.8997,1.325,3.5886,2.7959,2.7164,Sports,0.2516,5.739,2.4085,3.9,2.9344,527.3876
26,134.0,3.805,1.5748,2.6969,3.7145,2.1487,Economy,1.7194,5.5705,2.3014,3.7842,3.2833,476.6869
27,135.0,3.1007,1.3323,2.9969,2.6037,2.9512,High-Performance,1.4288,5.995,2.4097,4.6099,2.6086,447.6909
28,136.0,3.941,1.5295,1.4662,2.3446,2.5921,Sports,1.1383,5.5244,2.3666,4.456,2.0438,326.3339
29,137.0,3.2181,1.6158,2.0469,3.2089,2.1238,Economy,0.9269,5.9025,2.5793,3.2804,2.3835,164.5203
