,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11
0,153.0,2.1348,1.4041,1.786,3.8078,2.0343,Economy,0.9641,5.8936,2.0274,4.3005,2.2826,678.6953
1,154.0,3.9511,1.3831,1.9322,3.2878,2.7454,High-Performance,0.7872,5.8912,2.3463,4.4094,2.5911,694.5091
2,155.0,2.3621,1.0329,1.096,3.0635,2.1607,Economy,1.3205,5.1601,2.3782,3.0793,3.2317,536.4359
3,156.0,2.3032,1.0612,3.3709,3.6441,2.0972,High-Performance,1.3847,5.1671,2.2716,3.2739,2.8077,510.3072
4,157.0,2.9727,1.5537,3.3098,2.6682,2.3535,Sports,1.4469999999999998,5.9623,2.867,4.7821,2.0878,572.8428
5,158.0,2.6191,1.6599,1.5168,3.0893,2.2524,Economy,1.3664,5.5672,2.5089,4.9907,2.2869,562.0179
6,159.0,3.048,1.2908,2.7206,3.4526,2.1685,Economy,0.6727,5.3333,2.2751,3.6456,3.2868,389.7705
7,160.0,2.9722,1.9413,2.5493,2.728,2.1317,Economy,1.4718,5.6684,2.3493,4.0607,3.8336,528.9667
8,161.0,2.0168,1.9363,1.4057,2.7065,2.6789,High-Performance,1.376,5.6999,2.1079,4.5647,2.7927,698.9817
9,162.0,2.8563,1.1526,3.0353,3.8216,2.612,Economy,0.9629,5.2719,2.7761,3.946,3.7655,599.7121
10,163.0,2.1097,1.6221,1.6717,3.557,2.116,Sports,0.4604,5.4513,2.2482,3.8967,3.9081,457.7608
11,164.0,3.8372,1.401,2.2413,2.7755,2.801,High-Performance,1.2759,5.4786,2.9809,4.6999,3.9374,670.0262
12,165.0,3.7264,1.9598,1.5498,2.6837,2.4079,Economy,1.8056,5.8227,2.7531,4.4797,2.0049,702.9125
13,166.0,2.6638,1.7572,2.8751,2.0196,2.8318,Economy,1.0364,5.7627,2.5228,4.2616,2.7603,636.1702
14,167.0,2.9562,1.487,3.0351,2.1412,2.795,Sports,1.8655,5.4907,2.5583,3.5838,3.0616,644.2314
15,168.0,3.0024,1.8798,1.7344,2.0181,2.0342,Sports,0.8845,5.7437,2.8436,3.2533,2.0874,571.6727
16,169.0,2.3192,1.4651,3.2244,2.1879,2.16,Economy,0.6834,5.4334,2.8048,4.7237,3.2447,510.9509
17,170.0,3.6523,1.5016,2.7883,2.7802,2.307,Sports,1.2083,5.3592,2.0944,3.4664,2.5428,354.3569
18,171.0,3.1372,1.9365,2.5443,3.3287,2.0399,Sports,1.1589,5.0977,2.2162,4.9805,3.2176,387.2237
19,172.0,2.4286,1.4429,2.7798,2.1092,2.6277,High-Performance,0.4075,5.3505,2.0987,4.4811,3.0580000000000003,440.4241
20,173.0,3.0958,1.9012,1.5284,3.5685,2.2006,Sports,0.5913,5.0627,2.5081,3.5876,2.1468,428.4066
21,174.0,3.2858,1.4232,1.271,2.0343,2.9046,High-Performance,0.8078,5.4404,2.2975,3.7156,3.4677,435.6142
22,175.0,3.8098,1.3295,2.3437,3.3857,2.8618,Sports,1.5878,5.441,2.9261,4.073,3.5553,576.6096
23,176.0,3.8313,1.2626,2.7893,3.1939,2.0855,Sports,1.4166,5.4038,2.8448,4.9792,2.1258,573.8047
24,177.0,2.2427,1.3635,2.8601,3.0841,2.4193,Sports,0.6965,5.0429,2.8101,4.5244,3.8925,522.2848
25,178.0,3.6037,1.9492,1.9267,3.3162,2.874,Sports,0.4045,5.3498,2.4142,3.2092,2.2263,467.3576
26,179.0,2.1568,1.7069,1.137,3.7803,2.0132,High-Performance,0.3267,5.0831,2.4814,3.4112,3.6194,413.9311
27,180.0,3.3784,1.7163,2.8229,2.9613,2.2254,Economy,0.8739,5.4934,2.0317,4.3069,2.2925,413.2533
28,181.0,2.7892,1.2177,2.544,2.2392,2.2837,Sports,1.7959,5.8946,2.4297,3.5345,2.8328,207.0766
29,182.0,2.9873,1.8437,1.5733,3.8319,2.107,Economy,0.6729999999999999,5.9383,2.95,3.0745,3.406,28.1176
