,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11
0,185.0,2.4603,1.4766,1.8296,3.2716,2.7753,High-Performance,0.0723,5.5951,2.4677,3.849,2.0121,1037.0211
1,186.0,2.0658,1.5979,2.8884,3.3898,2.9063,Sports,1.0952,5.7508,2.4067,4.1623,3.6049,1000.3302
2,187.0,2.1027,1.1242,3.1172,3.022,2.7379,Economy,0.5831,5.9722,2.3983,3.4092,2.1075,914.6198
3,188.0,3.0203,1.8087,3.9099,2.9329,2.8889,Economy,0.0147,5.7025,2.6639,4.0872,2.1366,896.3109
4,189.0,2.2653,1.5972,3.8107,3.212,2.9126,Sports,1.8302,5.4503,2.7167,3.1128,2.551,740.8064
5,190.0,3.7848,1.6567,1.8185,2.3121,2.8042,High-Performance,0.1754,5.8775,2.9101,4.035,2.0518,869.4531
6,191.0,2.8074,1.4026,2.6059,3.0597,2.7009,Economy,1.7893,5.8126,2.2091,3.805,2.8685,931.5686
7,192.0,3.7644,1.1841,2.4452,2.3763,2.0971,High-Performance,0.8334,5.895,2.3098,3.7904,3.98,1068.7007
8,193.0,3.9902,1.1131,3.5584,2.3094,2.353,Economy,1.4468,5.2725,2.0896,3.8131,3.7212,1164.0072
9,194.0,3.939,1.5154,3.2910000000000004,2.6537,2.279,High-Performance,1.5692,5.6628,2.464,3.4896,2.0661,1228.1222
10,195.0,3.536,1.5732,2.6381,2.1781,2.2759,Economy,0.9742,5.5765,2.2441,3.7804,2.1049,1258.9478
11,196.0,2.7627,1.7748,1.5026,3.0074,2.9728,Sports,1.5255,5.216,2.8676,3.4191,3.2518,1132.8132
12,197.0,3.2788,1.1658,1.247,2.9898,2.456,Economy,1.9968,5.0201,2.5978,3.4373,3.924,975.9483
13,198.0,2.2368,1.4754,2.2441,3.7264,2.6036,Sports,0.1386,5.6352,2.3224,4.4517,2.5874,768.2027
14,199.0,2.4529,1.5972,3.9928,3.9795,2.5637,High-Performance,0.3771,5.7334,2.878,4.2136,3.883,758.7527
15,200.0,2.1968,1.0799,1.4474,3.7669,2.1086,Sports,1.9855,5.6398,2.3281,4.3961,2.2747,650.3575
16,201.0,2.6835,1.22,2.8623,2.6077,2.9169,High-Performance,1.2401,5.4031,2.6261,3.8704,2.4707,613.3251
17,202.0,2.8143,1.5864,1.3339,2.0743,2.6621,Sports,0.7679,5.5538,2.08,4.3077,3.0863,602.6652
18,203.0,2.926,1.18,1.9224,3.7436,2.7409,Economy,1.9138,5.2615,2.0695,3.2209,2.0509,576.3873
19,204.0,2.1488,1.0901,3.8372,2.5551,2.812,Sports,1.3326,5.3366,2.5002,3.5148,2.0013,461.6995
20,205.0,2.6932,1.3552,2.5905,2.9811,2.6826,Economy,0.5493,5.1531,2.6468,4.3575,2.4112,462.6177
21,206.0,3.2608,1.6182,1.3192,3.8227,2.6322,High-Performance,1.3115,5.5311,2.6251,3.5884,2.3475,492.0737
22,207.0,3.0722,1.2649,1.6751,2.1926,2.309,Economy,0.3451,5.4783,2.8932,4.7683,3.7575,533.0554
23,208.0,2.3722,1.9389,1.1271,2.9534,2.3385,Sports,0.6056,5.6239,2.5202,4.0833,3.222,553.7041
24,209.0,3.0822,1.7409,3.9684,2.9555,2.3335,Economy,0.5669,5.3616,2.9088,4.8859,3.8502,704.3082
25,210.0,3.7425,1.0411,1.5547,3.0135,2.0842,Sports,0.8966,5.7619,2.1573,3.327,2.5508,779.2811
26,211.0,2.8139,1.305,3.9702,3.9284,2.109,High-Performance,0.7662,5.6831,2.8456,4.9262,2.7260000000000004,777.0341
27,212.0,3.1287,1.5383,2.0368,2.85,2.3648,High-Performance,1.2143,5.6355,2.4011,3.3747,3.6646,798.3579
28,213.0,3.3766,1.7109,3.5886,2.8114,2.3003,Economy,0.4339,5.0742,2.7788,4.6222,3.9021,819.7316
29,214.0,3.1197,1.3026,3.3075,3.8366,2.972,Economy,0.8657,5.359,2.2316,4.1894,3.3345,723.0772
