,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11
0,218.0,2.7207,1.171,2.4769,3.7025,2.4119,Sports,1.3686,5.5283,2.7601,3.7512,3.212,634.58
1,219.0,2.6317,1.0204,2.5293,3.3009,2.3256,Economy,0.318,5.018,2.3019,3.4365,2.0048,467.1223
2,220.0,3.6729,1.6623,2.341,2.3366,2.8452,Economy,0.7120000000000001,5.5248,2.4402,4.5879,2.3522,612.3494
3,221.0,3.685,1.8218,2.367,3.4681,2.3554,Sports,1.7738,5.6948,2.5569,4.3435,2.2421,557.2852
4,222.0,2.2342,1.0378,2.9567,2.9913,2.2536,Economy,0.6377,5.5729,2.3029,3.8711,3.5972,573.8857
5,223.0,3.5997,1.5456,2.7965,3.922,2.515,High-Performance,1.2329,5.2911,2.8212,4.3023,2.2372,592.3071
6,224.0,3.936,1.8193,2.1582,2.0349,2.1496,Economy,1.9651,5.1541,2.9949,4.7252,3.5585,867.5124
7,225.0,3.0133,1.5953,3.3397,2.6332,2.5121,High-Performance,0.8146,5.6766,2.9004,4.2811,3.96,843.9772
8,226.0,3.1712,1.0129,2.7207,2.7909,2.9226,High-Performance,1.1062,5.3664,2.4794,4.0341,2.2271,791.1022
9,227.0,2.4192,1.1567,1.3326,3.6473,2.5909,Sports,0.0698,5.858,2.0805,4.7332,2.2334,845.3641
10,228.0,3.9596,1.3141,1.6471,3.0879,2.6363,High-Performance,0.9005,5.9388,2.5501,3.2308,2.3868,672.5369
11,229.0,2.5101,1.4352,2.5084,3.3409,2.199,Sports,1.2291,5.3541,2.7908,4.0307,2.3715,534.6508
12,230.0,3.5638,1.9556,1.1758,2.5284,2.2793,Sports,0.4261,5.9918,2.6791,4.6152,2.4917,527.0589
13,231.0,3.0655,1.0129,2.5865,3.437,2.1494,Sports,1.8216,5.6528,2.1085,3.7743,3.5552,494.6524
14,232.0,2.7293,1.0299,2.3479,2.7452,2.3,High-Performance,0.5631,5.1608,2.1621,3.1358,3.6928,328.6849
15,233.0,2.3989,1.8548,2.9683,3.4605,2.396,Sports,1.2071,5.2943,2.4525,4.4583,2.814,566.7491
16,234.0,3.7496,1.6836,3.7046,2.6001,2.6401,Economy,0.7978,5.6733,2.6476,3.3791,2.9983,520.4321
17,235.0,2.9146,1.3353,3.3155,2.7318,2.2318,High-Performance,1.9935,5.9972,2.277,3.2391,2.6605,410.84
18,236.0,3.38,1.8446,1.1568,3.7743,2.4556,Sports,0.7829999999999999,5.8432,2.0162,4.5852,2.8842,487.5005
19,237.0,3.314,1.4389,2.1175,2.1556,2.0866,Sports,0.911,5.4585,2.0009,4.6885,2.9029,543.0811
20,238.0,2.1721,1.9966,3.2104,3.4173,2.5711,Economy,0.3331,5.3135,2.0663,3.464,2.6903,332.8419
21,239.0,2.0399,1.6896,2.0175,2.0776,2.4886,High-Performance,0.3554,5.5103,2.6188,4.6779,3.0175,503.4182
22,240.0,3.7923,1.6386,3.8025,2.1976,2.1658,High-Performance,1.0592,5.1638,2.9,3.9367,3.1599,538.6339
23,241.0,2.1052,1.077,2.7677,2.0702,2.9009,Economy,1.7012,5.6926,2.9422,4.4776,3.2985,528.1317
24,242.0,3.9434,1.6428,3.9344,3.1515,2.0809,Sports,1.4748,5.686,2.8739,4.2742,2.7176,528.3599
25,243.0,3.9979,1.3266,3.5301,3.6139,2.579,Sports,1.6752,5.6556,2.9997,3.2394,2.5479,488.3183
26,244.0,3.2991,1.6022,2.9627,3.471,2.2744,Economy,0.8275,5.3367,2.028,4.9239,3.7787,649.4369
27,245.0,3.4308,1.614,1.3322,2.0361,2.9887,Economy,0.1522,5.9793,2.3836,4.0884,2.3837,559.5162
28,246.0,2.0752,1.7893,1.0134,3.9758,2.9796,Economy,0.1967,5.096,2.9172,3.4718,2.4787,344.4434
29,247.0,2.5426,1.1036,3.042,2.9389,2.083,Sports,0.6673,5.8802,2.1855,4.8821,3.9753,525.0508
