,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11
0,114.0,2.543,1.4694,1.4807,2.3458,2.0941,Economy,0.6313,5.7782,2.4576,4.3744,2.9735,413.7992
1,115.0,2.2663,1.5395,3.3421,3.0693,2.8656,High-Performance,1.9727,5.269,2.9905,4.9467,3.4467,430.7793
2,116.0,3.1595,1.8426,1.5058,2.8686,2.45,Economy,1.8069,5.2288,2.6721,4.4588,3.8057,511.096
3,117.0,3.452,1.1187,2.1326,2.192,2.1503,High-Performance,1.9983,5.5645,2.4965,4.6572,3.4554,468.7716
4,118.0,2.3062,1.4791,2.0194,3.6643,2.217,Sports,0.0903,5.2623,2.4492,3.4981,2.2746,430.9511
5,119.0,3.7508,1.5632,1.3914,2.4328,2.3802,High-Performance,0.4378,5.8218,2.4753,3.6806,2.1424,513.1693
6,120.0,2.4943,1.0289,3.5072,3.4978,2.0948,Economy,1.6754,5.2658,2.8518,3.6882,2.3186,467.026
7,121.0,2.8382,1.9311,2.6953,2.2974,2.3080000000000003,High-Performance,1.7404,5.9755,2.5693,4.8041,2.6955,432.5784
8,122.0,3.9798,1.3168,1.2875,2.4989,2.1764,Economy,1.4674,5.9981,2.3514,4.1362,3.3510000000000004,492.5438
9,123.0,3.112,1.6683,3.6341,2.7584,2.246,Economy,0.3714,5.3797,2.6405,4.0043,3.5167,480.5443
10,124.0,2.2282,1.1664,3.0931,3.0779,2.1601,Economy,0.5676,5.8125,2.8762,3.6483,3.3964,397.674
11,125.0,3.8367,1.7701,2.1303,2.8615,2.0533,Economy,0.5275,5.1013,2.2892,3.4803,2.8231,484.4889
12,126.0,3.989,1.9823,1.8412,3.707,2.9733,Sports,1.3555,5.3562,2.1802,4.5696,3.6443,590.9398
13,127.0,2.4432,1.736,2.9672,2.9583,2.0229,High-Performance,0.0668,5.392,2.9967,4.0254,2.5056,501.6808
14,128.0,3.41,1.5932,1.1831,3.5717,2.5813,High-Performance,0.3598,5.6665,2.5736,3.5294,3.6184,606.8459
15,129.0,2.5188,1.0686,3.63,3.4584,2.477,Economy,1.0068,5.7752,2.8405,3.696,3.064,583.6888
16,130.0,2.5801,1.0607,3.9104,2.4021,2.1865,Sports,0.8956,5.7099,2.4642,4.5357,3.8168,427.1814
17,131.0,2.2222,1.2471,2.3061,2.0515,2.8207,Sports,1.2499,5.0072,2.5218,4.7654,3.7508,282.7887
18,132.0,2.1524,1.4288,3.8281,2.1802,2.7671,High-Performance,0.2909,5.6303,2.1162,4.9282,2.1109,189.8493
19,133.0,3.0472,1.7477,1.8116,2.2378,2.7274,Economy,1.2994,5.937,2.3765,4.9022,3.9821,122.7622
20,134.0,2.0973,1.9589,1.0159,2.4192,2.5118,Sports,1.1764,5.9141,2.0605,3.2471,3.0743,43.5279
21,135.0,2.2999,1.4151,1.1544,2.6618,2.6564,High-Performance,1.5611,5.7975,2.7578,4.3379,3.2806,57.8509
22,136.0,2.4989,1.3994,2.2961,3.8715,2.56,High-Performance,1.4406,5.2236,2.4467,3.4147,3.7615,134.463
23,137.0,3.13,1.7908,2.2019,2.5282,2.5203,Sports,1.5908,5.9987,2.4509,3.3975,3.9738,160.8549
24,138.0,3.6879,1.1966,3.8541,2.6283,2.0335,High-Performance,0.2785,5.2635,2.1972,3.0442,2.5329,226.7113
25,139.0,3.3233,1.3038,2.18,3.2654,2.5166,Economy,1.4283,5.3043,2.1475,4.8378,3.0461,359.9171
26,140.0,2.053,1.3657,3.6122,3.8123,2.6766,High-Performance,0.3773,5.2944,2.5658,3.0254,2.4841,309.452
27,141.0,2.8334,1.9724,2.2282,3.4073,2.0569,High-Performance,0.021,5.8345,2.9621,3.8062,3.5437,316.3699
28,142.0,2.1646,1.2455,1.8878,3.9852,2.7137,Sports,1.7885,5.0042,2.0679,3.9466,2.872,293.8304
29,143.0,2.1051,1.7286,3.1524,2.3503,2.9532,Economy,1.8263,5.6941,2.7249,3.4947,2.4701,191.1186
