,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11
0,288.0,3.3435,1.75,1.8255,2.5035,2.9641,Economy,1.7949,5.9267,2.9907,4.4851,2.2193,1250.929
1,289.0,3.0693,1.0519,2.4765,3.8697,2.9543,Economy,0.6419,5.175,2.0898,4.6934,3.1634,970.6844
2,290.0,2.7558,1.9367,3.2762,3.9817,2.225,Economy,0.2457,5.9697,2.0997,3.7533,3.2685,1176.8872
3,291.0,3.1095,1.1989,3.9227,3.5416,2.1319,Sports,0.6841,5.1673,2.0813,4.4183,3.5116,1464.283
4,292.0,3.2691,1.1123,1.7027,3.4363,2.2551,High-Performance,0.1449,5.0078,2.886,4.3167,3.1348,976.5639
5,293.0,2.9241,1.6919,2.2924,3.806,2.5609,Economy,0.5159,5.3072,2.9796,3.0746,3.134,700.7369
6,294.0,2.4479,1.1773,2.3873,2.5957,2.7003,High-Performance,1.8207,5.3931,2.5004,4.2739,2.5538,781.1607
7,295.0,3.5328,1.8952,3.4359,2.4075,2.173,High-Performance,1.6582,5.0684,2.4038,3.9844,2.3993,840.9192
8,296.0,3.3484,1.9548,1.6471,2.905,2.7431,High-Performance,0.5882,5.6637,2.7898,3.3071,3.3519,568.7988
9,297.0,3.4654,1.6515,1.0203,3.8283,2.9312,Sports,0.2324,5.9733,2.261,4.1578,3.0265,633.1702
10,298.0,2.7289,1.029,1.6584,2.1992,2.1801,Economy,1.2822,5.0813,2.8487,4.822,2.1345,657.0577
11,299.0,3.1093,1.8117,1.944,2.7008,2.2005,High-Performance,1.6007,5.9295,2.5014,3.2198,3.6875,665.4345
12,300.0,2.9441,1.1794,1.2892,3.5682,2.0679,Economy,1.0913,5.7046,2.0078,4.0579,3.8688,543.8468
13,301.0,3.0287,1.5577,2.1022,2.0596,2.5932,Economy,1.3605,5.5337,2.6107,4.3202,2.9932,502.0246
14,302.0,3.9345,1.9251,2.0637,3.7378,2.773,Economy,1.9336,5.5851,2.2385,3.7992,2.585,645.6897
15,303.0,2.6291,1.9357,3.2391,2.8593,2.8059,High-Performance,1.0748,5.7267,2.8708,4.8207,3.7306,725.2856
16,304.0,2.1097,1.3569,2.2988,3.1818,2.2034,High-Performance,1.376,5.0182,2.2432,3.6362,3.8274,578.4919
17,305.0,3.4167,1.5296,1.793,2.1083,2.7685,Sports,0.5671,5.5542,2.6652,4.3854,2.8097,575.7076
18,306.0,3.728,1.6933,3.6377,3.6133,2.1334,Economy,1.0997,5.353,2.1182,3.1183,2.2149,642.2965
19,307.0,3.7265,1.7947,2.0496,2.9242,2.5533,Sports,0.9467,5.561,2.6847,3.9062,3.0798,801.4438
20,308.0,3.5062,1.6447,1.9837,3.7195,2.5767,High-Performance,0.5837,5.1889,2.4384,4.4046,2.9996,637.1085
21,309.0,3.5268,1.2529,3.2867,2.8447,2.947,High-Performance,0.1517,5.0797,2.6575,3.5955,2.2431,745.3763
22,310.0,3.2158,1.8537,3.2111,3.3543,2.9131,High-Performance,0.5755,5.1348,2.6393,3.8477,2.7674,905.1032
23,311.0,3.0192,1.5118,1.8965,3.6633,2.2723,Sports,0.9446,5.9832,2.7052,3.726,2.2289,663.5819
24,312.0,2.6473,1.9747,3.5789,3.8563,2.5623,Economy,1.7444,5.7701,2.31,3.4609,3.2568,645.1174
25,313.0,3.71,1.5206,2.6904,2.6164,2.6704,Economy,0.241,5.4239,2.4039,4.573,3.8616,934.6063
26,314.0,2.7643,1.5688,3.8708,3.9207,2.3009,Economy,0.8270000000000001,5.417999999999998,2.7458,3.1038,2.1349,767.1156
27,315.0,2.8524,1.0382,2.6331,2.1590000000000003,2.0045,Sports,1.6997,5.4529999999999985,2.9626,4.0699,2.672,714.3607
28,316.0,2.5027,1.7029,2.428,3.5376,2.9012,High-Performance,0.5326,5.1791,2.6660000000000004,4.0919,3.4975,663.6187
29,317.0,3.3892,1.849,3.0906,2.4722,2.3316,Sports,1.9205,5.059,2.9816,3.1577,2.6086,469.3867
