,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11
0,167.0,2.8294,1.2808,1.7268,3.9942,2.9465,Sports,1.6237,5.8614,2.6860000000000004,3.0856,2.3787,657.5612
1,168.0,3.7601,1.5257,2.5976,3.7873,2.9445,Economy,1.883,5.8532,2.1553,3.767,3.7292,681.684
2,169.0,3.5948,1.6186,1.256,3.2527,2.6436,High-Performance,0.5589,5.8732,2.1878,4.0578,2.2254,637.1493
3,170.0,3.3627,1.7583,2.6379,2.3613,2.7975,Economy,0.8409,5.5602,2.1015,4.063,3.8347,668.1239
4,171.0,3.8496,1.4946,1.2198,3.9307,2.6864,Sports,0.4284,5.395,2.9992,4.773,3.2989,692.2978
5,172.0,3.7624,1.087,2.6787,2.9662,2.4290000000000003,Sports,1.6514,5.9094,2.4653,3.722,3.4521,738.2908
6,173.0,2.9582,1.0827,1.1714,3.5010000000000003,2.4667,Sports,1.7836,5.7519,2.6492,4.2371,3.3235,700.4078
7,174.0,2.1887,1.2904,2.3747,2.6571,2.7278,High-Performance,1.8494,5.4087,2.4551,3.5145,3.3913,687.3815
8,175.0,3.4703,1.8778,3.4743,2.7343,2.9882,Sports,1.0344,5.2102,2.9464,3.4721,3.1913,605.6236
9,176.0,2.6122,1.3652,3.698,2.0658,2.0235,High-Performance,1.7112,5.6775,2.92,4.7568,3.4762,632.3648
10,177.0,3.7436,1.4413,1.5297,2.4182,2.7161,High-Performance,1.6604,5.0626,2.1011,4.5102,2.5378,624.3386
11,178.0,2.2095,1.0490000000000002,3.2149,3.0491,2.8656,Economy,1.8338,5.9641,2.1013,3.855,3.8009,570.8034
12,179.0,2.3721,1.0815,2.7996,3.1137,2.2774,Economy,0.5152,5.0917,2.3619,3.4851,2.5658,497.4747
13,180.0,3.1071,1.008,3.6891,2.2166,2.9622,High-Performance,1.0605,5.5842,2.0035,4.2502,3.9378,610.6994
14,181.0,2.0037,1.5663,1.6604,3.8615,2.0938,High-Performance,0.2299,5.7534,2.2831,3.1586,3.0893,431.3817
15,182.0,3.6186,1.3324,1.9201,3.7484,2.3864,Economy,1.8714,5.3659,2.1431,3.7228,2.3201,369.2171
16,183.0,3.4546,1.851,2.286,2.5825,2.5267,High-Performance,1.8431,5.9688,2.5125,3.5584,2.5553,347.1992
17,184.0,2.3345,1.0421,2.9706,2.0532,2.5323,Sports,0.3318,5.627999999999999,2.8674,4.0885,3.2981,395.0011
18,185.0,3.4722,1.9149,1.8207,2.5084,2.1818,High-Performance,0.7471,5.2212,2.5785,4.73,3.4961,392.6469
19,186.0,3.6656,1.7449,3.7708,2.9525,2.1788,Sports,1.2424,5.863,2.4049,4.5052,2.376,441.4888
20,187.0,3.4091,1.5907,2.1986,2.0715,2.1326,Economy,0.2341,5.4504,2.5813,3.3133,2.8092,421.2122
21,188.0,2.7875,1.4366,3.6848,3.6133,2.2959,Economy,1.9475,5.3287,2.9141,3.2976,3.8957,432.4885
22,189.0,2.4886,1.2047,2.9929,2.7142,2.8854,Economy,0.6696,5.6746,2.7214,3.1747,3.1142,372.8823
23,190.0,2.0294,1.7693,3.3281,3.7088,2.5735,High-Performance,0.1324,5.4275,2.3099,4.7043,2.567,364.3228
24,191.0,3.4507,1.7566,3.1462,2.6773,2.702,Sports,1.2201,5.3059,2.1493,4.76,2.627,380.864
25,192.0,2.9646,1.4437,3.1667,2.6695,2.0031,High-Performance,1.3112,5.4164,2.8206,4.5298,3.9965,440.0708
26,193.0,2.8122,1.6954,1.8154,3.5446,2.6945,Economy,1.3008,5.9758,2.3276,4.1383,2.6268,454.6023
27,194.0,2.3758,1.5106,2.8115,2.153,2.0347,Economy,1.8775,5.0614,2.7939,3.1049,2.1378,409.0339
28,195.0,3.2744,1.0927,3.6007,3.7545,2.675,High-Performance,1.4688,5.12,2.6307,4.5814,2.417,383.1934
29,196.0,2.9517,1.7798,3.3554,3.9988,2.5116,High-Performance,0.7497,5.7847,2.5451,3.0436,3.6396,270.0234
