,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11
0,191.0,2.8137,1.5727,1.722,2.4878,2.2303,Sports,1.841,5.6032,2.9042,3.4191,2.6029,831.9058
1,192.0,3.3563,1.112,3.0388,2.8737,2.096,Sports,1.359,5.292999999999998,2.7436,3.8855,2.6929,950.5513
2,193.0,2.9986,1.7758,1.7483,2.1701,2.6481,Sports,1.0311,5.4626,2.215,4.5732,2.7271,979.3691
3,194.0,3.2647,1.0661,2.3081,2.5076,2.8583,Sports,1.2703,5.8218,2.7242,3.9308,2.3209,779.3056
4,195.0,2.8155,1.0827,1.2412,2.7765,2.4312,High-Performance,0.2206,5.1925,2.8089,4.2356,3.0897,647.8933
5,196.0,3.3307,1.6402,3.4921,2.8702,2.1594,Economy,1.1593,5.8077,2.6654,4.3551,3.0351,778.9841
6,197.0,2.8675,1.6821,2.7893,3.145,2.4706,High-Performance,1.4217,5.5722,2.752,4.6936,3.1788,760.2557
7,198.0,3.7691,1.4442,1.9153,3.5792,2.0231,Economy,1.0396,5.197,2.889,4.6806,2.8638,884.5662
8,199.0,2.7677,1.2536,3.1976,2.5287,2.4088,Economy,1.5729,5.9374,2.547,4.4335,2.2534,818.3222
9,200.0,2.9016,1.0285,1.2476,3.7868,2.3552,Sports,0.615,5.3688,2.7357,4.9522,3.86,855.2368
10,201.0,3.5295,1.25,1.6342,3.2641,2.5518,Sports,0.2517,5.685,2.708,3.2782,3.5148,830.6633
11,202.0,3.1879,1.0815,3.6172,3.0614,2.9503,High-Performance,1.2104,5.529,2.7276,4.4251,3.8299,778.0456
12,203.0,3.6248,1.655,3.2052,3.4902,2.983,High-Performance,0.4919,5.7109,2.0124,3.9235,3.3172,825.418
13,204.0,3.3302,1.4084,2.5535,3.4353,2.5607,High-Performance,0.075,5.7031,2.0074,3.2216,2.2396,799.2589999999999
14,205.0,3.3949,1.354,3.9231,2.2411,2.8625,High-Performance,0.1783,5.8314,2.2893,4.3455,3.3881,854.8506
15,206.0,2.6952,1.9766,3.6885,3.994,2.2222,High-Performance,1.0724,5.9892,2.5926,3.3964,2.8979,751.6179
16,207.0,3.7453,1.8418,1.5253,3.051,2.7524,Economy,0.265,5.5321,2.4479,4.5539,3.0235,815.5872
17,208.0,2.8336,1.3096,2.1694,2.3977,2.4052,Sports,0.6003,5.2944,2.9235,4.7605,3.2555,683.1252
18,209.0,3.6912,1.8837,2.5339,3.7108,2.8007,Economy,0.7773,5.1798,2.3289,3.786,2.63,752.1548
19,210.0,3.8927,1.8503,3.0543,3.8487,2.2054,Sports,1.6001,5.8948,2.9007,4.5453,2.6278,936.8206
20,211.0,2.9449,1.6849,2.5595,3.5817,2.3662,Sports,1.1068,5.6685,2.8651,4.4245,3.3235,919.8988
21,212.0,3.8804,1.0343,1.0157,2.0152,2.8871,Sports,1.6465,5.9743,2.0748,3.3873,2.9036,939.1166
22,213.0,2.5375,1.9801,2.9596,2.3166,2.4391,Sports,0.8904,5.9007,2.3768,3.3728,2.3704,705.4017
23,214.0,3.5865,1.8484,1.5331,2.4803,2.7958,Economy,0.6607,5.9659,2.8111,4.6721,2.3177,771.8166
24,215.0,2.9406,1.258,1.9436,3.3619,2.4642,High-Performance,0.3311,5.3584,2.9639,4.3477,3.0211,591.6376
25,216.0,3.6993,1.8397,1.2563,3.0404,2.2753,Sports,0.8091,5.1704,2.8237,3.0905,2.0236,523.9075
26,217.0,2.5636,1.7555,2.8189,2.3858,2.0452,Economy,0.2295,5.8231,2.3054,4.9569,3.8513,503.1197
27,218.0,3.1764,1.0997,2.605,2.4858,2.9064,Economy,1.8043,5.809,2.8167,3.1408,3.9761,526.9983
28,219.0,2.6495,1.3182,3.2675,2.5387,2.7127,Economy,0.376,5.9197,2.6021,3.1985,3.4366,276.6351
29,220.0,3.6039,1.5915,3.2819,2.0187,2.5992,Sports,0.3974,5.7228,2.2126,3.8692,2.9096,357.8302
