,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11
0,172.0,3.1204,1.7003,3.0314,3.8912,2.0892,High-Performance,1.7067,5.8801,2.5408,3.2030000000000003,3.9697,895.3079
1,173.0,2.2376,1.0187,2.6279,3.1261,2.2723,High-Performance,0.1698,5.4847,2.3005,3.1079,2.9329,679.1501
2,174.0,2.7975,1.766,3.6176,2.9499,2.1924,Economy,1.5676,5.4535,2.6892,3.8021,2.678,655.3679
3,175.0,3.5103,1.6514,3.103,2.6644,2.4131,Economy,0.0534,5.3703,2.6471,4.2622,3.0339,644.7229
4,176.0,2.613,1.4611,2.6176,2.1443,2.8493,Economy,0.2951,5.367000000000001,2.9292,4.4173,3.9329,531.7229
5,177.0,2.6852,1.4377,2.0515,2.9329,2.1001,Sports,1.9231,5.1931,2.9226,4.0622,2.8424,617.9292
6,178.0,2.6659,1.4402,2.1755,2.3143,2.6321,High-Performance,1.7612,5.0809,2.2156,4.9460000000000015,2.8511,932.6595
7,179.0,2.1196,1.5642,2.5551,3.8854,2.6705,Sports,1.8813,5.053,2.1643,3.8152,2.5415,825.4982
8,180.0,3.0954,1.5733,2.3804,2.6281,2.9423,High-Performance,0.4801,5.854,2.9530000000000003,4.5457,3.9738,868.0108
9,181.0,2.915,1.5843,2.0993,2.8553,2.7714,High-Performance,0.8556,5.1401,2.3472,3.9427,2.1122,837.9774
10,182.0,2.7558,1.2433,3.542,3.7819,2.1286,High-Performance,0.3544,5.9197,2.8913,3.3835,2.3124,680.1215
11,183.0,2.3229,1.332,1.6467,2.4073,2.299,High-Performance,1.8695,5.4608,2.3267,3.195,2.9496,464.7917
12,184.0,2.582,1.0918,3.3723,2.2979,2.1108,Economy,1.4873,5.994,2.9415,3.8082,3.2916,487.425
13,185.0,3.6858,1.8688,1.1708,3.5172,2.1741,Sports,0.9494,5.1886,2.7293,3.1784,3.7959,307.5539
14,186.0,3.3314,1.4026,1.9129,2.8710000000000004,2.195,High-Performance,1.1495,5.8078,2.7149,4.0092,2.9574,314.4483
15,187.0,2.0861,1.2502,3.9194,3.2217,2.8332,Sports,1.8205,5.7968,2.24,4.6079,3.5267,461.8683
16,188.0,3.8861,1.9504,2.182,3.4827,2.3007,Economy,0.1527,5.6359,2.7327,4.4762,2.0473,685.4352
17,189.0,3.2818,1.7082,2.2212,3.472,2.5154,Sports,1.3094,5.7086,2.9498,4.919,3.1174,830.2865
18,190.0,2.4187,1.6267,1.0478,2.2729,2.1123,High-Performance,0.131,5.2359,2.2512,3.3224,2.839,724.5283
19,191.0,2.0493,1.8436,1.2066,3.393,2.9179,High-Performance,1.2876,5.465,2.5818,4.7368,2.6003,852.0149
20,192.0,2.3924,1.0039,2.0252,2.5231,2.775,Sports,0.6371,5.7042,2.6002,3.876,2.7579,728.9419
21,193.0,3.5583,1.7536,3.1363,2.7254,2.3358,High-Performance,0.3941,5.0425,2.117,4.8391,2.8661,712.1668
22,194.0,2.1712,1.7643,2.4056,2.8575,2.732,High-Performance,1.0681,5.5666,2.2331,3.4667,2.8916,418.7785
23,195.0,2.2074,1.6282,1.0696,3.5766,2.0204,Sports,0.5412,5.2191,2.057,3.2729,2.5655,383.5623
24,196.0,3.7833,1.5032,2.0315,3.7181,2.7964,Economy,0.3161,5.0632,2.0117,3.1694,2.6178,350.849
25,197.0,2.4435,1.8096,1.0844,2.4806,2.5526,High-Performance,0.5865,5.6057,2.8765,3.02,2.6252,176.0763
26,198.0,3.1921,1.5797,1.7961,3.8795,2.8861,Sports,1.9351,5.356,2.9957,3.3087,2.3475,10.1569
27,199.0,2.6067,1.8979,3.3099,2.1964,2.7768,Economy,1.0851,5.8769,2.768,3.4387,3.3518,32.3425
28,200.0,2.1798,1.5194,3.4656,3.7456,2.6899,Sports,0.9653,5.1988,2.6265,3.6711,2.0552,13.274
29,201.0,3.0472,1.9639,1.5705,2.1148,2.0861,Sports,1.4566,5.0578,2.7791,4.1213,3.9948,114.2552
