,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11
0,223.0,3.5595,1.145,1.4229,2.7502,2.443,High-Performance,0.7366,5.5351,2.9999,4.7612,3.6164,485.1776
1,224.0,2.6244,1.5809,2.5095,3.0949,2.0325,Sports,0.9943,5.1929,2.5576,4.5266,2.2230000000000003,474.6053
2,225.0,3.0363,1.2476,3.7568,3.8366,2.0925,Sports,1.9997,5.9447,2.3339,4.2401,3.628,495.669
3,226.0,3.0726,1.8837,1.0133,2.2888,2.491,High-Performance,1.4864,5.62,2.0261,4.2656,3.1594,432.5908
4,227.0,3.1789,1.0839,1.3869,3.3214,2.7563,Sports,1.2216,5.9902,2.0068,4.747,3.9579,552.2507
5,228.0,2.6493,1.0415,1.2072,3.7102,2.4258,Sports,0.0595,5.2148,2.6536,4.697,2.8585,562.5613
6,229.0,3.4412,1.8569,1.949,3.0288,2.7454,High-Performance,0.4315,5.5578,2.9904,3.0264,3.9471,389.5759
7,230.0,3.4348,1.4359,2.3058,2.5112,2.6668,High-Performance,1.3614,5.6198,2.8113,4.9369,3.5853,480.9866
8,231.0,3.6278,1.1479,3.3967,2.0627,2.7744,High-Performance,1.0372,5.9079,2.3349,4.7094,2.5979,546.5188
9,232.0,3.2322,1.8858,2.6516,3.8935,2.3642,Economy,0.2319,5.0718,2.9219,3.4818,3.1133,309.7952
10,233.0,2.045,1.2531,1.6269999999999998,3.5032,2.7024,Economy,0.9027,5.8205,2.2986,4.9873,2.4825,360.4229
11,234.0,3.1733,1.5185,3.3555,3.5943,2.9544,High-Performance,0.6049,5.5861,2.2932,3.9303,2.9019,481.362
12,235.0,2.6559,1.6516,3.5452,3.8355,2.1911,High-Performance,1.9367,5.5931,2.9837,4.9915,2.3912,506.2035
13,236.0,3.9955,1.4565,1.2721,2.0942,2.6088,Sports,1.8678,5.0175,2.6788,4.3834,3.4506,431.8478
14,237.0,3.507,1.4401,3.6403,3.5042,2.2223,Economy,0.0854,5.68,2.3951,4.2095,3.3482,433.8997
15,238.0,3.9154,1.7318,2.091,3.7771,2.2718,Economy,0.6811,5.7734,2.4259,3.2784,2.3253,314.5219
16,239.0,2.2634,1.9025,3.3437,2.2394,2.1818,Sports,0.8379,5.4122,2.134,4.3223,3.2224,261.3192
17,240.0,2.8963,1.675,2.4956,2.4090000000000003,2.5787,Economy,1.4537,5.5256,2.3096,3.0973,3.8872,84.2504
18,241.0,3.3031,1.6312,3.8674,3.8128,2.0736,High-Performance,0.3879,5.697,2.9166,4.2038,3.9891,148.4629
19,242.0,3.6693,1.0268,1.4191,3.3169,2.1069,Economy,0.0908,5.8427,2.7774,3.8295,2.0014,55.1643
20,243.0,3.625,1.9583,2.5975,3.9296,2.2576,High-Performance,0.7818,5.1324,2.1688,4.4318,2.8865,91.7238
21,244.0,2.1857,1.4457,3.2395,3.165,2.0003,High-Performance,0.6603,5.7294,2.7188,4.4442,2.6006,140.5482
22,245.0,2.0778,1.4229,3.2053,3.9193,2.978,Economy,1.5494,5.8213,2.7018,3.9747,3.8387,257.2325
23,246.0,3.9712,1.8433,3.7717,2.6269,2.9463,Sports,1.9985,5.8715,2.2853,4.4975,2.7124,294.5198
24,247.0,3.812,1.7763,2.862,3.8209,2.1918,High-Performance,0.9831,5.4418,2.397,4.5612,3.2852,376.354
25,248.0,3.0938,1.1548,2.815,2.3167,2.8431,Economy,1.8735,5.5619,2.998,3.4094,2.95,214.9258
26,249.0,2.2509,1.7668,1.4767,2.6983,2.5886,High-Performance,0.9419,5.8709,2.0755,4.2166,2.2804,196.8625
27,250.0,3.355,1.1511,3.5405,3.7247,2.997,Economy,1.7301,5.9902,2.9131,4.4392,3.4085,293.5923
28,251.0,2.4414,1.4929,3.0257,2.8001,2.1392,High-Performance,1.9239,5.5795,2.1395,3.9419,3.3297,130.5047
29,252.0,2.2331,1.2052,2.1793,3.0608,2.1065,Economy,0.6568,5.5173,2.7104,3.639,3.1559,13.7938
