,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11
0,112.0,2.2206,1.4585,1.9123,2.0033,2.7888,High-Performance,0.2009,5.5979,2.0723,4.7484,2.8929,622.7766
1,113.0,3.6955,1.3090000000000002,1.6765,3.8636,2.8643,High-Performance,0.7455,5.6272,2.4547,3.332,3.4856,698.6408
2,114.0,3.4158,1.5055,2.3384,2.6922,2.0282,High-Performance,1.7051,5.3124,2.4652,4.9391,2.5912,659.2330000000002
3,115.0,2.3218,1.0105,2.9057,2.4529,2.8337,Economy,0.4472,5.2570000000000014,2.5665,3.4794,3.4414,581.9828
4,116.0,2.902,1.3059,2.2021,3.2371,2.7061,Sports,0.226,5.147,2.5945,3.7323,3.7324,560.6666
5,117.0,3.4348,1.2697,1.5684,2.4578,2.0357,Economy,0.1073,5.1008,2.4249,3.6073,2.6069,530.2822
6,118.0,2.0258,1.7473,3.9607,2.4132,2.4151,Sports,1.1709,5.3367,2.4168,3.4564,2.6681,412.5453
7,119.0,2.1362,1.9098,2.219,3.6607,2.1395,Sports,1.3663,5.6452,2.5458,3.8885,3.5391,375.9529
8,120.0,3.0228,1.3224,1.0071,3.57,2.5031,Economy,0.9139,5.9377,2.9797,4.3875,2.218,354.1142
9,121.0,2.5293,1.5753,1.3586,3.9315,2.6711,High-Performance,0.8923,5.5338,2.3272,4.4994,2.1779,302.1798
10,122.0,2.9499,1.8516,1.5785,3.933,2.0968,High-Performance,0.0871,5.5779999999999985,2.7247,4.4019,3.8956,321.7886
11,123.0,3.6837,1.3459,2.2587,2.08,2.0248,Sports,1.7465,5.4415,2.4586,4.7513,3.4082,361.294
12,124.0,2.1713,1.179,2.7695,3.4642,2.2338,High-Performance,0.3312,5.0504,2.419,4.3804,2.1092,304.436
13,125.0,2.4231,1.73,1.4227,3.8115,2.5418,Sports,1.2034,5.7652,2.6899,3.7774,2.0425,290.2519
14,126.0,3.8257,1.0398,1.3734,3.7618,2.4007,Economy,1.3725,5.2324,2.1116,4.522,3.3907,330.7739
15,127.0,3.1365,1.5064,1.352,3.5249,2.8501,Sports,0.2637,5.5475,2.2516,3.7396,2.1623,331.7936
16,128.0,3.8357,1.6779,3.1134,2.3228,2.8555,Sports,1.4363,5.4128,2.3419,4.3024,3.966,437.2233
17,129.0,3.7681,1.275,2.5008,3.5139,2.7667,Economy,0.1294,5.1868,2.494,4.8477,2.6987,566.5739
18,130.0,3.8704,1.0919,2.0684,2.5687,2.1897,Economy,1.9069,5.1948,2.8202,3.9258,2.2881,593.1693
19,131.0,3.1968,1.7864,3.8921,2.2335,2.0606,Economy,0.35,5.3025,2.6447,3.1159,2.9883,508.7322
20,132.0,3.015,1.4809,1.1791,2.1431,2.2124,High-Performance,0.8903,5.0136,2.3442,3.7997,2.6509,425.9202
21,133.0,2.9772,1.8634,2.8971,3.8218,2.245,High-Performance,0.5864,5.127000000000002,2.5351,4.535,3.029,330.4916
22,134.0,3.1289,1.2697,2.0644,3.2179,2.7866,Economy,1.6789,5.6026,2.902,3.6461,3.0941,290.9240000000001
23,135.0,3.0997,1.3527,2.5409,2.3241,2.6802,High-Performance,0.7971,5.0882,2.6202,3.7891,3.0477,329.7633
24,136.0,2.7847,1.0222,1.6674,2.9616,2.2284,Sports,0.287,5.4385,2.9806,4.2617,2.8418,312.7622
25,137.0,2.8551,1.3582,3.649,3.4938,2.8842,Economy,1.024,5.8067,2.0931,4.2033,2.3405,316.5527
26,138.0,3.4482,1.3661,2.3649,3.5803,2.2152,High-Performance,0.4759,5.7899,2.8339,3.0046,3.3223,332.6143
27,139.0,3.1212,1.0798,2.6442,2.7364,2.8661,Sports,1.6869,5.0873,2.3178,3.5938,3.6697,309.4148
28,140.0,3.8831,1.7041,2.7382,2.7826,2.8047,Economy,0.8924,5.2694,2.0626,4.2168,2.2307,349.0882
29,141.0,3.0312,1.2394,2.7574,2.6475,2.1637,Sports,0.5856,5.8645,2.9576,3.9444,2.425,359.0005
