,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11
0,167.0,3.224,1.155,3.4953,2.5487,2.8855,Sports,1.9905,5.8969,2.7505,4.17,2.5882,739.8385
1,168.0,3.8838,1.822,2.2223,2.0224,2.7349,Sports,0.373,5.4986,2.9146,4.6143,2.8815,932.8366
2,169.0,2.2295,1.6268,3.3714,2.9132,2.4357,High-Performance,1.442,5.5896,2.1178,3.8677,2.9059,783.9362
3,170.0,2.6902,1.5192,1.8496,3.236,2.337,Economy,0.7646,5.0962,2.7483,3.6659,2.9423,634.4466
4,171.0,2.1285,1.707,3.9878,2.5294,2.5665,Economy,1.6880000000000002,5.5428,2.1355,4.5586,2.8974,382.5313
5,172.0,2.3651,1.9833,2.2701,2.0786,2.6794,High-Performance,1.4925,5.8434,2.6914,4.4972,3.5209,185.1258
6,173.0,3.0539,1.5736,1.8008,2.9987,2.5384,Economy,1.9235,5.5722,2.0896,3.5051,2.9584,160.0855
7,174.0,3.156,1.7626,2.9734,2.0988,2.7146,High-Performance,0.9318,5.5032,2.1291,3.2383,2.2236,233.9639
8,175.0,3.6677,1.5575,1.7359,2.6781,2.9138,High-Performance,0.1889,5.0217,2.5660000000000003,3.9677,3.5605,463.6773
9,176.0,3.2373,1.7769,2.6736,3.5897,2.0958,High-Performance,0.1382,5.7295,2.2741,3.5323,3.0358,517.077
10,177.0,2.7359,1.1114,1.3801,3.939,2.3791,High-Performance,0.1588,5.5336,2.4349,3.4719,2.382,485.8205
11,178.0,3.1626,1.2008,3.2461,2.5027,2.2825,High-Performance,1.2082,5.8965,2.9539,3.4472,2.6302,471.0898
12,179.0,3.8295,1.1356,1.0216,3.0024,2.4303,High-Performance,0.1738,5.404,2.6421,4.1032,2.5825,490.742
13,180.0,2.6723,1.2474,1.6096,3.2033,2.7491,Economy,1.8429,5.6624,2.8075,4.8074,2.2781,319.2836
14,181.0,3.3003,1.3601,2.5806,2.3786,2.682,Sports,0.6871,5.273,2.9907,4.387,3.3706,423.1266
15,182.0,2.0941,1.801,1.4214,2.2989,2.7547,Sports,0.1698,5.6395,2.991,4.4389,3.9046,342.719
16,183.0,2.0335,1.1273,1.7443,3.5292,2.7138,High-Performance,0.5058,5.8051,2.6627,3.5752,2.6078,112.8126
17,184.0,2.3272,1.1648,3.8506,2.4483,2.6477,Economy,1.0962,5.0942,2.7431,3.1922,3.3859,42.9921
18,185.0,2.6519,1.8042,2.5609,2.1536,2.6146,High-Performance,1.839,5.5788,2.0826,3.8424,2.1136,6.6688
19,186.0,3.7701,1.864,2.7718,3.1303,2.797,Economy,1.6444,5.1836,2.7578,3.3398,2.8957,104.0024
20,187.0,3.3644,1.1028,1.52,2.5211,2.5891,Economy,1.3676,5.2647,2.4073,4.4249,3.9796,257.9069
21,188.0,3.7377,1.154,2.0114,2.6986,2.6191,Sports,0.078,5.9459,2.7751,4.0507,3.7071,505.6298
22,189.0,3.5746,1.1428,1.3182,3.6934,2.4162,High-Performance,1.413,5.7953,2.8276,3.4481,3.573,645.1429
23,190.0,2.197,1.9636,3.0505,3.5634,2.3382,Economy,1.4717,5.7879,2.7441,3.0395,2.4866,426.0183
24,191.0,2.8624,1.97,2.8524,2.7287,2.9809,Economy,0.8702,5.3387,2.4879,3.4002,2.6955,341.4746
25,192.0,2.1082,1.9443,2.0665,2.2307,2.9505,High-Performance,0.0392,5.2424,2.3781,4.4107,2.9410000000000003,130.3961
26,193.0,3.0877,1.7954,2.6277,2.8538,2.6943,Economy,0.9105,5.9007,2.0782,3.9054,2.1832,74.0136
27,194.0,2.6693,1.0913,3.1139,3.0946,2.0994,Economy,0.0592,5.3067,2.2151,4.5617,3.4526,25.4559
28,195.0,3.301,1.34,3.5817,2.4427,2.7822,Sports,0.7178,5.795,2.2714,3.2749,2.0326,129.8505
29,196.0,2.0889,1.8342,3.5015,3.8031,2.5612,Sports,0.4773,5.5772,2.4978,4.6389999999999985,3.0149,8.5462
