,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11
0,286.0,2.8858,1.864,3.8537,2.4742,2.4018,Sports,0.1725,5.9394,2.1514,4.3891,2.5985,347.1962
1,287.0,3.0095,1.4826,2.7741,3.1242,2.7871,Sports,1.3461,5.621,2.8371,4.0629,3.5697,550.14
2,288.0,2.161,1.6341,2.8081,2.7311,2.0986,Sports,1.0655,5.7651,2.9924,3.1271,2.7147,498.6402
3,289.0,3.3354,1.1366,3.5064,3.5032,2.3040000000000003,High-Performance,0.1784,5.5779,2.9219,3.4478,3.8303,645.3045
4,290.0,3.2012,1.0679,1.9729,2.983,2.2563,Sports,0.1715,5.2736,2.7021,3.5568,2.1626,641.6624
5,291.0,3.3664,1.832,2.7516,3.6864,2.1674,Economy,1.6533,5.4318,2.997,3.1335,2.6696,669.1914
6,292.0,2.2775,1.4447,1.3876,3.5012,2.9938,Economy,1.1547,5.0995,2.5415,4.0351,3.2038,699.4069999999998
7,293.0,3.219,1.2885,2.6133,2.2597,2.352,Sports,1.6792,5.6814,2.0122,3.181,3.7298,642.1521
8,294.0,2.4983,1.2681,3.0818,2.1718,2.3768,Economy,1.337,5.2355,2.2947,4.5573,2.904,545.9351
9,295.0,2.5771,1.4888,1.5648,3.4942,2.5345,Economy,0.1943,5.7009,2.4916,4.9558,3.994,633.5226
10,296.0,2.6975,1.6092,2.8128,2.785,2.9432,Sports,1.7183,5.4523,2.9734,3.7879,2.3628,497.6818
11,297.0,3.9917,1.3982,1.9287,3.0609,2.116,Economy,1.5231,5.1744,2.9975,4.1252,3.6885,469.3
12,298.0,2.2067,1.6996,1.6546,3.4427,2.804,Sports,1.8507,5.584,2.283,3.1487,2.4216,591.2371
13,299.0,2.2211,1.5178,3.3177,3.1023,2.8466,Economy,0.6193,5.8015,2.4045,3.2643,3.2653,719.5125
14,300.0,2.0562,1.9259,1.153,2.947,2.4494,High-Performance,1.8543,5.7859,2.2794,4.8088,2.0126,656.1873
15,301.0,2.6966,1.5257,1.3894,2.6389,2.6724,High-Performance,0.3891,5.2159,2.2430000000000003,4.4208,3.9745,642.8974
16,302.0,3.9342,1.0443,3.0460000000000003,2.9007,2.5794,High-Performance,0.6138,5.7663,2.7515,4.7343,2.9214,601.6356
17,303.0,2.1814,1.5289,3.9743,3.8216,2.4783,Economy,0.8428,5.9627,2.3602,4.1947,3.4707,677.5724
18,304.0,2.7697,1.699,3.2932,3.2438,2.214,Economy,1.187,5.0717,2.3433,3.8178,2.3455,537.8161
19,305.0,3.026,1.1279,2.4059,2.2601,2.8332,High-Performance,0.7263,5.2906,2.379,3.8187,2.0484,421.9222
20,306.0,2.9439,1.168,1.4907,2.6142,2.4824,Economy,1.7855,5.5074,2.5611,3.603,3.0843,451.7685
21,307.0,2.224,1.2132,1.6369,2.4205,2.2658,Sports,0.0453,5.8844,2.8612,4.5221,2.0255,309.6559
22,308.0,2.4254,1.9887,2.6121,2.7989,2.8613,Economy,1.0749,5.3643,2.8339,4.5984,3.3901,203.0895
23,309.0,3.2102,1.5387,2.4807,2.4798,2.1413,Economy,1.4480000000000002,5.1373,2.0449,4.5364,2.2547,86.7376
24,310.0,3.3062,1.255,1.0175,2.2728,2.162,Economy,0.9668,5.6989,2.0411,4.9669,2.7197,79.5477
25,311.0,3.7406,1.4928,3.7989,2.6662,2.3765,Sports,0.0215,5.935,2.5902,3.0579,2.2096,177.6119
26,312.0,3.6308,1.9428,3.9857,2.5151,2.1704,High-Performance,0.8799,5.6142,2.818,4.7224,2.0682,198.7676
27,313.0,3.5794,1.2159,1.3729,2.9693,2.6399,Economy,0.974,5.8194,2.3755,4.6381,3.7301,247.6446
28,314.0,3.6509,1.4931,3.9552,3.7225,2.5036,Sports,0.7465,5.8581,2.8943,4.3341,3.1144,481.6949
29,315.0,3.7966,1.1621,1.9592,2.1198,2.9778,High-Performance,1.1906,5.9677,2.0275,3.777,2.8765,542.9286
