,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11
0,198.0,2.6542,1.4291,1.639,2.2764,2.6095,Economy,0.4143,5.4364,2.5766,4.5177,2.889,490.1251
1,199.0,2.3801,1.1378,3.8603,2.9753,2.1702,Economy,1.3982,5.704,2.5312,3.3013,3.3038,526.2604
2,200.0,3.5846,1.3333,2.1918,3.7058,2.0167,Sports,1.3861,5.1744,2.0795,3.378,2.1835,487.2681
3,201.0,2.6847,1.0208,3.5248,2.7007,2.7431,Sports,0.0761,5.7602,2.4696,3.408,2.3448,503.0494
4,202.0,3.4119,1.118,3.8191,3.0002,2.1352,High-Performance,0.1963,5.2792,2.2741,4.3238,2.196,547.5463
5,203.0,3.4484,1.2714,1.6239,3.0810000000000004,2.3375,Sports,1.9492,5.1943,2.0469,4.4357,3.5152,473.8059
6,204.0,3.7382,1.4193,3.9041,2.1909,2.5626,Economy,1.6241,5.752999999999999,2.6643,3.3377,3.3906,472.2522
7,205.0,3.3891,1.2099,3.5294,2.5338,2.2226,Economy,0.5518,5.4806,2.1204,4.0103,3.1092,508.8908
8,206.0,2.0168,1.3943,1.1151,2.7833,2.0756,High-Performance,0.5786,5.7332,2.5236,3.1144,3.1586,478.8547
9,207.0,3.4242,1.4889,3.3437,2.2691,2.9818,High-Performance,1.6978,5.647,2.6095,4.1343,2.278,526.9432
10,208.0,2.1794,1.1729,2.845,2.8019,2.555,Economy,1.3741,5.9951,2.8308,4.1838,3.5996,606.429
11,209.0,2.5254,1.5728,3.2994,2.7462,2.1674,Economy,0.3238,5.9983,2.7218,3.3555,2.922,675.7836
12,210.0,2.8652,1.6363,1.6293,3.9897,2.2634,High-Performance,1.6224,5.667000000000002,2.9409,3.5588,2.9137,731.0429
13,211.0,2.0194,1.2949,2.1865,2.4934,2.0978,Sports,0.9716,5.2616,2.0548,3.1533,2.6894,599.7631
14,212.0,3.5311,1.7529,1.9315,2.1514,2.0204,High-Performance,0.9416,5.3037,2.2814,3.916,3.1784,502.224
15,213.0,3.367,1.9881,2.3798,2.4231,2.1488,Sports,1.8839,5.1117,2.0701,3.6806,2.5005,425.8375
16,214.0,3.384,1.5158,3.7198,2.5933,2.7875,High-Performance,1.3844,5.138,2.5051,3.5024,3.8508,303.071
17,215.0,3.4569,1.9356,1.8062,3.1636,2.8542,Sports,1.5013,5.6493,2.8949,4.4457,3.254,352.2191
18,216.0,3.8392,1.5881,1.5973,2.3853,2.3376,Economy,0.379,5.2873,2.6381,3.6995,2.8828,368.5373
19,217.0,2.8334,1.073,3.5117,3.8997,2.8259,Sports,1.472,5.0939999999999985,2.0263,4.8038,3.2176,329.4613
20,218.0,2.0654,1.8361,2.0145,3.3057,2.2868,High-Performance,0.9833,5.1389999999999985,2.9706,3.5607,3.5334,317.2786
21,219.0,3.4723,1.9145,3.8754,3.3052,2.6232,Economy,1.064,5.4124,2.1649,4.3804,3.9424,348.2329
22,220.0,2.3947,1.4974,1.1591,2.6928,2.4432,Sports,0.4581,5.0836,2.225,3.2681,2.9037,262.3179
23,221.0,2.189,1.1703,1.7304,3.6406,2.4723,Economy,1.6894,5.5874,2.2171,4.3926,3.5314,294.4231
24,222.0,3.6422,1.1451,3.1551,3.4149,2.1279,High-Performance,1.2634,5.956,2.54,4.2237,3.8952,377.5107
25,223.0,3.5508,1.1327,1.3627,3.8122,2.7993,Sports,0.6185,5.8069,2.0433,3.8017,2.728,412.6693
26,224.0,3.9933,1.9619,1.8976,3.1419,2.9155,Economy,1.6741,5.565,2.42,4.114,2.4355,426.7649
27,225.0,2.3383,1.5487,2.7095,3.5181,2.1215,High-Performance,1.8885,5.9563,2.8318,3.4967,3.5339,529.7027
28,226.0,3.9613,1.9915,1.6473,2.616,2.2281,High-Performance,0.2045,5.073,2.603,4.9607,2.2302,487.2543
29,227.0,2.9155,1.4948,1.339,3.31,2.3749,Economy,1.5048,5.5903,2.5442,4.0939,3.1267,379.7758
