,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11
0,83.0,3.4921,1.9704,3.4535,2.5426,2.9210000000000003,High-Performance,1.4435,5.5555,2.2405,4.0958,3.9548,1244.5476
1,84.0,3.2016,1.6247,1.8829,3.7188,2.4856,Economy,0.4767,5.7860000000000005,2.9053,4.7425,2.6293,1169.0256
2,85.0,2.5904,1.6228,1.5952,2.5665,2.574,Sports,1.7737,5.6361,2.9168,4.7116,2.5979,940.4428
3,86.0,3.7575,1.0025,2.1956,2.568,2.0596,Economy,1.4449,5.3244,2.5553,4.2010000000000005,2.7298,940.9932
4,87.0,2.3816,1.1809,1.3547,2.7173,2.583,High-Performance,0.2991,5.9916,2.7831,4.0316,2.5856,778.4188
5,88.0,3.9662,1.4326,3.6102,2.9194,2.3534,High-Performance,1.2009999999999998,5.7153,2.4351,4.2165,2.9293,640.1276
6,89.0,2.3306,1.4709,2.3316,2.0528,2.9877,Economy,0.3393,5.5973,2.4691,3.4163,2.9154,654.4904
7,90.0,3.6405,1.0143,1.0865,3.2819,2.9803,Sports,0.5154,5.1559,2.3781,4.9135,2.2877,605.1469
8,91.0,2.5111,1.2163,2.3272,2.7771,2.0546,Sports,1.3065,5.8937,2.7258,4.9317,2.3929,563.8514
9,92.0,3.885,1.3109,2.3429,2.5299,2.8680000000000003,Sports,0.5629,5.7146,2.768,3.5642,2.5342,615.4771
10,93.0,2.5163,1.94,1.9604,2.0403,2.0902,Sports,0.7495,5.2889,2.059,3.1666,3.1563,544.5527
11,94.0,2.207,1.7895,3.9147,3.0328,2.6307,High-Performance,1.1777,5.0106,2.4854,4.6077,2.2517,491.8537
12,95.0,3.9214,1.7109,3.4654,2.9998,2.7372,Economy,0.5894,5.2033,2.6346,3.1638,2.8942,694.4093
13,96.0,2.5392,1.8265,1.8474,2.7163,2.7758,High-Performance,0.721,5.8004,2.7242,3.2032,3.7673,739.1581
14,97.0,3.077,1.0092,1.143,2.4715,2.5836,Sports,0.2303,5.0873,2.701,3.5457,2.6671,659.8444
15,98.0,3.3604,1.8549,1.0436,2.5535,2.9301,High-Performance,0.0035,5.2541,2.1026,4.0363,2.6442,687.0104
16,99.0,3.3821,1.6423,3.4542,3.2629,2.4048,Sports,1.6594,5.6231,2.7461,3.0849,2.3834,670.9858
17,100.0,2.8395,1.7618,2.5756,2.8505,2.6365,Economy,1.3836,5.0673,2.1888,4.8311,2.9038,639.5117
18,101.0,2.0574,1.6372,2.3486,2.3023,2.3972,Sports,0.1252,5.9826,2.1828,3.8607,2.311,436.4742
19,102.0,3.0666,1.3991,3.4377,2.8322,2.6996,Sports,1.8126,5.7277,2.5447,4.7347,3.9964,644.5299
20,103.0,3.7469,1.0597,2.1327,3.8117,2.7075,High-Performance,1.5618,5.2394,2.4802,4.3771,2.3015,658.6706
21,104.0,2.8993,1.0173,2.0642,3.641,2.1686,Economy,1.8362,5.3318,2.3793,4.7802,3.391,725.1732
22,105.0,2.1722,1.1218,3.8586,3.879,2.2388,High-Performance,1.1366,5.6521,2.2427,4.4656,2.2084,660.7446
23,106.0,3.7569,1.6827,2.7252,2.3081,2.6913,Economy,0.9267,5.895,2.5016,4.3836,2.7531,819.9523
24,107.0,2.3604,1.6478,2.2423,2.2589,2.4833,Sports,0.1163,5.0901,2.8739,4.5434,3.9512,672.8174
25,108.0,3.189,1.2333,2.1371,2.46,2.0594,Economy,0.7938,5.641,2.9666,4.8180000000000005,3.4716,716.845
26,109.0,2.6143,1.9039,2.3547,2.4589,2.4591,Economy,0.0271,5.2858,2.1182,3.1231,3.5410000000000004,778.4814
27,110.0,2.4511,1.5585,2.8863,2.6517,2.2336,Sports,1.042,5.5532,2.275,3.1497,3.4273,843.4586
28,111.0,2.0138,1.4289,2.4712,3.2899,2.695,Economy,1.9968,5.9922,2.5564,4.349,3.0168,867.0829
29,112.0,2.74,1.0592,2.4741,3.5863,2.6099,High-Performance,1.7494,5.3537,2.7999,3.3279,2.7112,745.0743
