,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11
0,156.0,3.9055,1.5028,3.5778,2.0195,2.2967,Sports,1.4243,5.3034,2.4519,4.2231,2.7742,625.2371
1,157.0,2.2455,1.7991,1.4668,2.7457,2.1411,Sports,0.8937,5.8351,2.6414,4.0399,3.0492,593.5453
2,158.0,3.4531,1.0839,2.0092,3.9618,2.2553,Economy,1.0372,5.2557,2.7326,4.3309,3.5511,677.7295
3,159.0,3.402,1.2746,1.3292,2.8807,2.3256,High-Performance,0.812,5.9428,2.3567,4.9073,2.3231,666.0112
4,160.0,3.1594,1.0701,2.7057,2.3588,2.6287,High-Performance,1.0432,5.3891,2.9166,3.7254,2.4131,694.1167
5,161.0,3.7697,1.6105,2.6365,2.3713,2.4826,Sports,0.2261,5.6297,2.5241,4.9507,3.9687,799.0444
6,162.0,2.3527,1.5428,1.9099,3.0273,2.597,Sports,0.1074,5.654,2.7647,4.1296,3.9899,711.8969
7,163.0,2.3157,1.8292,2.9893,2.1212,2.3065,High-Performance,0.3666,5.604,2.9221,4.9475,2.5667,510.67800000000005
8,164.0,2.9641,1.8246,1.854,3.3063,2.0876,Sports,1.3296,5.9481,2.7712,4.7111,3.7727,533.9888
9,165.0,2.5989,1.2175,2.239,2.3111,2.2637,High-Performance,0.7004,5.5097,2.4213,4.5269,3.7715,416.6237
10,166.0,3.7584,1.7276,1.7999,3.7957,2.9963,Sports,0.0584,5.6314,2.5074,4.2182,3.0156,490.5256
11,167.0,3.908,1.6279,3.7595,3.5159,2.1906,High-Performance,0.544,5.1868,2.3398,3.2179,3.1974,680.8651
12,168.0,3.7166,1.2967,2.0632,3.762,2.8848,Economy,0.3868,5.7073,2.3901,4.5273,2.9138,836.5376
13,169.0,3.0754,1.8797,2.4975,2.9762,2.37,High-Performance,0.4498,5.2204,2.4124,4.2572,3.3651,852.4676
14,170.0,3.8698,1.5897,3.1713,2.2805,2.6127,Sports,1.4152,5.8088,2.9911,3.2123,2.5895,954.4946
15,171.0,3.1555,1.0756,3.6434,3.0472,2.1514,Economy,0.624,5.2447,2.518,4.1052,2.9835,842.2754
16,172.0,2.7205,1.4032,1.9971,2.307,2.7594,Economy,1.7087,5.9293,2.9526,3.2986,2.6357,624.5959
17,173.0,3.7493,1.5408,2.6426,2.4253,2.9855,High-Performance,1.9909,5.8788,2.0831,3.3291,3.5857,654.1433
18,174.0,2.2574,1.5939,3.7302,3.2866,2.3482,High-Performance,1.9834,5.2594,2.4546,3.6903,3.4438,530.5755
19,175.0,3.4661,1.8005,1.4044,2.5604,2.5569,Economy,0.9743,5.648,2.1807,3.2355,3.0456,478.1682
20,176.0,2.8195,1.675,2.7655,3.8852,2.3631,Sports,1.4255,5.9744,2.165,3.7355,3.2479,515.1543
21,177.0,2.6624,1.6247,1.8022,3.4893,2.5594,Economy,1.1816,5.7411,2.1657,4.9686,2.6356,500.8617
22,178.0,3.7082,1.2091,2.5585,3.1387,2.3944,High-Performance,0.9921,5.3299,2.8371,3.1598,2.2614,542.0953
23,179.0,2.5884,1.7163,2.3329,2.3676,2.5660000000000003,Economy,0.5962,5.6885,2.4055,3.8863,2.2868,438.2407
24,180.0,2.4121,1.7536,1.6868,3.4894,2.478,Sports,0.5773,5.3635,2.9476,4.8073,2.0941,389.1063
25,181.0,2.6647,1.896,2.2492,3.9721,2.7832,Sports,0.5521,5.1478,2.0161,4.4553,2.8307,338.427
26,182.0,2.3621,1.8557,1.3853,2.0764,2.4665,Sports,1.0728,5.8425,2.5339,4.3437,3.2936,171.6221
27,183.0,3.8911,1.0547,2.3648,3.6317,2.6977,Sports,1.2656,5.5076,2.8692,4.7595,3.6855,331.5754
28,184.0,2.8819,1.0203,2.8216,3.7416,2.0989,High-Performance,1.3382,5.7441,2.1694,4.0002,2.7032,407.4932
29,185.0,3.9046,1.5086,2.3797,2.4742,2.7771,Sports,0.4808,5.8543,2.5219,3.2588,2.3895,488.7403
