,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11
0,103.0,2.9516,1.1413,1.1526,2.0323,2.8908,Economy,0.6359,5.0648,2.5867,4.3089,3.823,19.4261
1,104.0,3.0542,1.3242,2.0089,3.2576,2.3845,Economy,0.3015,5.1185,2.9902,3.4048,3.6596,14.4251
2,105.0,2.6858,1.649,3.0716,3.3731,2.5788,Economy,0.4177,5.2399,2.6161,3.1042,3.4257,64.4466
3,106.0,2.9206,1.1303,3.7356,2.1291,2.2351,Economy,0.5622,5.7528,2.7014,4.3659,2.2891,181.6046
4,107.0,2.988,1.8793,2.8852,2.7182,2.9833,Sports,1.5224,5.8156,2.0316,3.8436,2.2212,224.4761
5,108.0,2.0476,1.5936,3.2826,3.8211,2.6297,High-Performance,0.3907,5.3218,2.0393,3.2122,2.9039,208.6291
6,109.0,3.6332,1.6997,1.5197,2.5591,2.943,High-Performance,0.6053,5.7177,2.0795,3.2712,2.595,284.6054
7,110.0,2.1403,1.2076,1.7244,2.302,2.029,High-Performance,0.6005,5.3269,2.0935,4.0631,2.9159,162.0551
8,111.0,3.0645,1.8056,3.6177,2.0975,2.887,Economy,1.6274,5.6836,2.4179,4.4254,3.854,208.9061
9,112.0,3.3893,1.1339,1.2311,2.5282,2.2419,High-Performance,1.2713,5.7551,2.1881,4.1418,2.6104,219.6508
10,113.0,2.0845,1.3971,3.4022,3.2346,2.8561,High-Performance,1.3159,5.8253,2.9096,3.4493,3.8814,89.137
11,114.0,3.8621,1.9599,1.1481,2.3101,2.6265,Economy,0.9051,5.2468,2.5457,3.4973,3.1093,184.7688
12,115.0,2.818,1.8393,3.7561,2.7116,2.1957,High-Performance,1.9839,5.235,2.3738,4.0655,2.0162,297.7718
13,116.0,2.5381,1.2933,1.4829,3.3666,2.3228,Economy,1.4393,5.8008,2.7046,3.1437,3.7497,178.1851
14,117.0,3.8496,1.7063,3.0526,3.5612,2.6526,High-Performance,1.3818,5.2959,2.6658,3.0495,3.4334,272.3184
15,118.0,2.4923,1.5056,1.1702,2.6719,2.2842,Sports,1.3899,5.9491,2.2355,4.3186,2.3353,155.1238
16,119.0,3.9238,1.2108,2.9485,3.1126,2.5354,High-Performance,1.0846,5.2313,2.9221,4.8669,2.8237,264.5503
17,120.0,3.828,1.1831,3.0945,3.9073,2.5756,High-Performance,0.0541,5.6452,2.2394,4.3923,3.4389,237.3646
18,121.0,2.2449,1.3702,2.0711,2.3412,2.8392,Economy,0.0555,5.9539,2.2862,3.354,3.3509,178.5403
19,122.0,3.5042,1.1305,3.9258,3.2309,2.8072,Economy,1.0855,5.2361,2.5294,3.6052,3.928,167.0726
20,123.0,2.5397,1.2999,3.3592,3.5003,2.9229,High-Performance,0.903,5.7442,2.6764,4.8532,3.1553,284.5894
21,124.0,3.2007,1.8576,2.2357,2.9892,2.1241,Economy,1.1337,5.5007,2.9348,3.1995,2.0356,161.6518
22,125.0,3.9837,1.8206,2.1075,3.7771,2.0801,Sports,0.5725,5.6167,2.4479,4.3752,2.5413,122.1206
23,126.0,2.3312,1.5238,3.3128,2.4186,2.2003,Economy,1.7029,5.3344,2.985,4.2629,2.9410000000000003,227.5575
24,127.0,3.853,1.6625,1.5547,2.9096,2.4609,Economy,1.5692,5.8917,2.3017,4.5445,3.4236,214.6547
25,128.0,3.6214,1.5458,2.9108,2.8964,2.1052,Sports,1.2533,5.3096,2.8602,4.8585,2.0414,162.7891
26,129.0,3.9559,1.7233,2.682,2.6858,2.7296,Economy,0.7268,5.8355,2.3228,3.4076,3.3858,204.0914
27,130.0,2.8348,1.3106,2.3196,3.4082,2.9203,Economy,1.4831,5.057,2.6039,3.8158,2.1406,238.2014
28,131.0,3.5108,1.241,2.6498,3.1904,2.1179,Economy,1.1856,5.6161,2.0282,3.6401,3.8786,176.4614
29,132.0,2.7993,1.1659,1.1188,2.9558,2.934,High-Performance,0.2761,5.6879,2.7261,4.101,3.8658,85.354
