,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11
0,133.0,3.1505,1.9067,1.975,3.6551,2.966,Sports,0.7692,5.2782,2.2725,4.8907,2.386,390.55800000000005
1,134.0,3.5752,1.9964,1.4077,2.0208,2.4788,Economy,1.0987,5.4657,2.6462,3.917,2.5334,346.7423
2,135.0,3.9319,1.6174,2.2546,2.9001,2.4925,Sports,1.2896,5.9153,2.7168,3.5734,3.7151,308.5046
3,136.0,2.3517,1.5521,3.2341,2.9526,2.7188,Economy,1.5996,5.4541,2.0852,3.367,3.6642,254.9884
4,137.0,3.4329,1.5996,1.5922,2.7287,2.475,Sports,0.9571,5.892,2.268,4.1649,2.2822,238.4233
5,138.0,2.6552,1.9596,3.2718,3.9178,2.9017,High-Performance,1.6131,5.0062,2.0823,4.2052,3.0439,191.5294
6,139.0,2.0676,1.1522,2.5961,2.9444,2.5584,High-Performance,0.9361,5.8386,2.2241,3.0591,2.4012,99.2466
7,140.0,3.45,1.1671,2.0196,2.6712,2.0776,Sports,0.0523,5.8495,2.6178,4.5496,3.6616,169.2144
8,141.0,3.8261,1.0729,3.5853,2.4005,2.8963,Sports,1.147,5.9659,2.522,4.7786,3.7336,267.3548
9,142.0,3.6509,1.5624,2.3148,2.4662,2.5603,Economy,0.6655,5.9474,2.2097,4.1961,3.7867,211.8878
10,143.0,3.7878,1.5672,1.76,2.1991,2.865,Sports,1.1346,5.8484,2.8298,3.5187,2.4642,198.247
11,144.0,2.379,1.9551,3.4959,3.2945,2.3382,Economy,0.5045,5.226,2.297,4.1572,2.0763,275.5054
12,145.0,2.5598,1.9231,1.3878,2.1116,2.3368,Sports,1.2047,5.1797,2.9949,3.9259,3.0741,246.0539
13,146.0,3.5788,1.4240000000000002,2.6307,2.8512,2.6873,Economy,1.9431,5.1276,2.8712,3.5113,3.5376,200.3198
14,147.0,3.1976,1.6605,3.9439,2.9676,2.1237,High-Performance,0.3346,5.0301,2.9394,4.3985,2.539,234.2262
15,148.0,3.8107,1.2535,1.9705,2.2778,2.2821,Economy,1.0589,5.5548,2.4232,3.942,3.6758,213.8722
16,149.0,3.0857,1.3769,3.4882,2.9501,2.8999,Sports,0.4879,5.8601,2.3499,3.7843,3.9361,153.5762
17,150.0,2.6471,1.8589,1.9217,3.9809,2.5507,Sports,0.8666,5.8714,2.4725,4.0275,2.9661,158.3537
18,151.0,3.5203,1.6724,1.3909,2.8956,2.7828,Sports,1.2038,5.976,2.7157,4.3476,2.9856,194.0079
19,152.0,2.3118,1.1739,1.5073,2.4551,2.3599,High-Performance,0.6664,5.4703,2.4911,3.0181,2.2336,86.2406
20,153.0,2.0983,1.1926,3.5858,3.8684,2.6387,High-Performance,0.1045,5.6234,2.8524,4.6992,3.6657,169.7453
21,154.0,2.3299,1.0924,2.9388,2.3177,2.7288,High-Performance,0.9989,5.0603,2.9428,4.1158,3.9042,210.6728
22,155.0,2.9295,1.3617,1.6803,2.2429,2.6295,Economy,1.3565,5.1246,2.4563,4.0947,3.6138,147.3204
23,156.0,3.2081,1.1064,3.2310000000000003,2.7193,2.1117,Sports,1.9295,5.11,2.2758,4.1635,3.6085,105.3712
24,157.0,2.0852,1.6461,1.2986,3.6734,2.3981,Sports,1.921,5.4206,2.5526,4.3924,3.7829,175.8926
25,158.0,3.099,1.1902,2.4196,3.0882,2.4589,Sports,0.1095,5.2028,2.7709,4.8035,3.3854,165.30200000000005
26,159.0,3.5779,1.0875,2.7438,2.5862,2.7598,Economy,1.1649,5.5183,2.3187,3.8705,2.1623,95.9298
27,160.0,3.1971,1.0035,1.0706,2.0886,2.4148,Economy,1.9535,5.2833,2.0625,3.7536,2.3386,29.7127
28,161.0,2.763,1.7617,1.9843,2.4886,2.9297,High-Performance,0.0279,5.5688,2.6447,3.0634,3.5177,4.0881
29,162.0,2.7734,1.0256,2.9919,2.3513,2.6229,High-Performance,0.34,5.4612,2.9572,4.7366,2.6622,58.1405
