,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11
0,91.0,2.9491,1.461,3.947,2.3735,2.3963,High-Performance,0.2682,5.6622,2.5914,4.6436,2.9723,666.2924
1,92.0,3.6989,1.1292,3.5675,3.7755,2.5804,Sports,0.7151,5.6634,2.819,3.2424,3.5532,600.247
2,93.0,2.2888,1.8279,1.4917,2.7088,2.5434,Economy,0.8609,5.938,2.7167,4.7144,2.9545,654.648
3,94.0,3.6413,1.4280000000000002,3.9007,3.3235,2.3829,Economy,1.9864,5.7534,2.924,4.6601,3.1167,676.3226
4,95.0,3.858,1.2769,1.4978,2.7117,2.343,High-Performance,0.5581,5.9366,2.9130000000000003,3.1458,2.2172,597.4637
5,96.0,2.9882,1.2592,1.9425,2.1729,2.2267,High-Performance,1.1359,5.8609,2.987,3.6001,3.8338,490.7254
6,97.0,3.7704,1.062,3.4565,2.8433,2.6006,High-Performance,1.1556,5.6288,2.3799,3.5355,3.9132,519.0216
7,98.0,2.3294,1.1508,2.8612,2.1916,2.3973,High-Performance,0.7112,5.8458,2.3174,4.6762,2.2805,511.7915
8,99.0,3.6422,1.9813,2.6296,2.4930000000000003,2.9535,Sports,1.1614,5.8766,2.0772,3.8366,3.2077,360.2613
9,100.0,3.2896,1.9378,3.7693,3.7942,2.3346,Sports,1.5428,5.6698,2.1155,4.2423,2.1589,443.3513
10,101.0,3.0064,1.8437,3.3531,3.4436,2.8789,High-Performance,0.958,5.9311,2.19,4.1286,3.5696,541.5358
11,102.0,3.1683,1.8018,1.946,3.7223,2.3915,Sports,0.8953,5.096,2.7960000000000003,4.2638,3.87,555.425
12,103.0,3.483,1.162,3.7557,2.2638,2.6285,Economy,0.9226,5.1519,2.7376,3.5562,2.0035,476.2272
13,104.0,3.3214,1.3491,1.7174,2.6309,2.2677,Sports,1.067,5.9102,2.1459,3.3554,2.4429,455.6366
14,105.0,3.8472,1.293,3.5265,3.4160000000000004,2.4843,High-Performance,1.9132,5.655,2.3193,4.6793,3.4998,466.009
15,106.0,2.419,1.3956,2.7423,2.4932,2.1414,Sports,0.7857,5.0692,2.3139,3.8601,2.7115,405.6018
16,107.0,2.2309,1.7264,2.8304,2.4844,2.0551,Economy,1.2562,5.654,2.5129,3.3349,3.4762,328.4001
17,108.0,2.3076,1.3531,1.4509999999999998,3.2611,2.1485,High-Performance,0.8438,5.5718,2.2369,4.8318,2.6015,398.7616
18,109.0,2.1252,1.8114,2.2173,2.3979,2.1114,Economy,1.4225,5.3975,2.9492,3.0091,2.3751,371.5764
19,110.0,2.5619,1.2477,3.7493,2.1678,2.6801,Sports,0.1323,5.6106,2.3358,3.5795,2.2067,292.8891
20,111.0,3.2945,1.9716,1.2458,3.739,2.6443,Sports,0.8317,5.9626,2.0571,4.395,2.6239,362.318
21,112.0,2.7385,1.5107,1.3252,2.1603,2.5907,Sports,1.5182,5.2609,2.5935,3.6507,2.7628,264.423
22,113.0,2.7005,1.9938,2.7401,3.6785,2.8693,Economy,0.2035,5.6762,2.013,4.7984,3.981,287.5585
23,114.0,2.6641,1.3103,3.3732,3.0786,2.7042,Sports,0.5045,5.4931,2.1279,3.7415,3.4293,351.6597
24,115.0,3.6832,1.7158,2.6519,2.1076,2.6413,Sports,0.5915,5.7424,2.5185,3.2809,2.3702,275.5292
25,116.0,3.5524,1.9577,3.5267,3.5972,2.8862,Sports,0.8408,5.289,2.833,4.4301,2.9124,353.3307
26,117.0,2.7021,1.9685,2.7036,2.7348,2.4324,Economy,1.6745,5.5817,2.2663,4.3572,3.7477,432.0269
27,118.0,3.9024,1.3933,3.614,3.3705,2.2843,Sports,1.2411,5.6865,2.8614,3.0484,3.677,266.5805
28,119.0,3.6237,1.4809,1.6432,3.0997,2.6047,High-Performance,0.0771,5.8812,2.6776,4.7159,2.7526,350.221
29,120.0,3.9574,1.5847,3.0546,3.1324,2.6365,Economy,1.5626,5.6456,2.8791,4.8774,2.6383,465.014
