,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11
0,122.0,3.2731,1.6221,2.8437,2.9648,2.3145,Economy,0.1273,5.8612,2.9956,4.6088,2.559,572.4233
1,123.0,2.569,1.1334,2.8346,2.4687,2.0328,High-Performance,1.1052,5.9331,2.5421,3.5426,2.7803,653.295
2,124.0,3.7218,1.6865,3.9234,3.7339,2.7598,Sports,1.985,5.3907,2.2949,3.6598,3.7812,605.2239
3,125.0,3.6272,1.337,3.4239,3.6392,2.5458,Economy,0.6562,5.7632,2.6812,3.7726,3.1235,669.905
4,126.0,2.4408,1.1017,1.7104,2.73,2.59,Sports,1.7999,5.6789999999999985,2.4372,4.1825,2.3667,458.5353
5,127.0,3.5333,1.9757,3.1888,2.6375,2.4359,High-Performance,1.0713,5.3863,2.8281,3.2055,2.9173,399.8043
6,128.0,3.0456,1.2437,1.1925,3.0126,2.2442,Sports,1.72,5.1482,2.4269,4.194,3.4033,420.606
7,129.0,2.108,1.2674,3.5615,3.5211,2.4379,Economy,1.3148,5.7255,2.6766,3.7392,3.4104,295.8678
8,130.0,3.4712,1.9157,2.0407,2.5215,2.1748,Sports,1.6269,5.3797,2.7446,3.6977,3.207,270.3035
9,131.0,2.2178,1.5015,2.3188,3.8071,2.9187,Sports,0.4024,5.8328,2.0892,3.0462,3.677,242.1817
10,132.0,3.9684,1.269,1.2421,3.2710000000000004,2.9621,Sports,0.5043,5.2885,2.7948,4.8195,3.3253,162.3459
11,133.0,3.3611,1.8701,3.533,2.5871,2.6614,High-Performance,0.2091,5.1538,2.0638,4.6686,3.6424,296.4177
12,134.0,3.1877,1.6067,1.5042,2.5015,2.684,Sports,0.2414,5.4817,2.6339,4.7475,2.1122,239.6381
13,135.0,2.1725,1.8104,3.9175,2.5375,2.2833,Sports,0.9406,5.5122,2.5297,4.0536,2.0767,242.0078
14,136.0,2.3495,1.8132,1.9508,2.4906,2.6941,High-Performance,1.4969,5.5566,2.2301,4.6558,2.8982,287.9182
15,137.0,3.2537,1.8081,3.7059,2.4598,2.6365,Sports,1.6425,5.1531,2.1496,4.7216,3.9628,352.6623
16,138.0,2.9953,1.7225,1.4096,3.5976,2.2529,Sports,0.5589,5.0787,2.0846,3.4183,2.5049,216.6014
17,139.0,2.1714,1.5606,2.7142,2.7243,2.7148,High-Performance,1.1438,5.6867,2.1644,4.3236,3.6114,241.1862
18,140.0,2.3219,1.0152,3.5297,2.7054,2.6117,Sports,0.1034,5.7957,2.7253,4.4943,2.878,247.2287
19,141.0,2.9823,1.775,1.8539,2.6763,2.6107,Economy,1.9925,5.1306,2.332,4.8315,3.2541,297.819
20,142.0,3.41,1.0877,3.1454,3.7953,2.7539,High-Performance,0.4671,5.2288,2.8591,4.5448,3.9121,137.9586
21,143.0,2.9011,1.5332,3.3781,3.9596,2.5459,Economy,1.469,5.3486,2.0995,4.4893,3.6471,334.2259
22,144.0,3.8131,1.4166,1.3293,3.483,2.3804,Economy,1.301,5.0033,2.3595,4.6574,2.6076,259.6724
23,145.0,3.1971,1.5436,1.8214,3.1015,2.1991,High-Performance,1.6141,5.3987,2.9653,4.6709,2.5644,75.4704
24,146.0,3.5089,1.324,2.6436,3.9406,2.3129,High-Performance,0.551,5.3963,2.3398,3.7265,3.3327,141.3926
25,147.0,3.0727,1.3404,2.6824,2.1238,2.5825,High-Performance,0.7179,5.8291,2.7937,4.9078,2.3172,148.8723
26,148.0,2.207,1.6369999999999998,3.5526,3.6763,2.967,High-Performance,0.0343,5.4343,2.8817,3.3108,3.716,103.8417
27,149.0,3.913,1.8436,1.1657,2.7724,2.0864,Economy,0.1486,5.7536,2.4559,3.4047,2.2466,100.3926
28,150.0,2.4724,1.8817,2.7494,3.9444,2.7271,High-Performance,0.3505,5.2365,2.3745,3.3374,3.5808,68.0434
29,151.0,2.2831,1.2811,1.3885,3.2302,2.6715,Economy,1.9411,5.1435,2.1614,4.2328,3.0096,69.2731
