,Engine ID,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11,Cost
0,5.0,1.0,3.738,1.5904,1.7483,3.9461,2.4812,Sports,0.18899999999999997,5.0605,2.6072,3.162,2.9619,213.6405,10.0
1,5.0,2.0,2.5753,1.7759,3.9899,3.6171,2.7796,High-Performance,0.4955,5.0033,2.4734,3.4865,2.0616,707.8026,10.0
2,5.0,3.0,3.6975,1.7527,3.3814,3.8597,2.2723,High-Performance,0.3271,5.9017,2.8465,4.5676,2.0601,1513.56,10.0
3,5.0,4.0,3.8387,1.3968,2.7182,3.1567,2.0253,Economy,0.122,5.7123,2.5956,4.5514,2.0187,2678.3467,10.0
4,5.0,5.0,2.5671,1.1759,2.6109,3.6094,2.123,Sports,0.0547,5.7345,2.5738,3.4219999999999997,2.5719,3301.2613,10.0
5,5.0,6.0,2.5054,1.57,1.7338,3.9504,2.5278,Sports,0.4262,5.6081,2.3214,3.5588,3.2568,3254.2073,10.0
6,5.0,7.0,3.0574,1.2825,2.6645,3.5547,2.6615,High-Performance,1.608,5.8652,2.5695,3.4165,3.4241,3348.8757,10.0
7,5.0,8.0,3.3685,1.2776,1.5623,2.8623,2.9978,Economy,0.2758,5.5729999999999995,2.4399,4.9098,2.866,3251.82,10.0
8,5.0,9.0,2.9874,1.8936,2.9804,3.4143,2.3246,Economy,1.1427,5.5854,2.8897,3.1872,2.4578,3125.2109,10.0
9,5.0,10.0,2.3043,1.3082,2.678,2.7604,2.5124,Sports,0.4383,5.1075,2.5954,4.1158,2.8203,3040.8419,10.0
10,5.0,11.0,3.1404,1.5874,3.9897,3.0897,2.6967,Economy,1.1159999999999999,5.0148,2.3586,3.9427,3.4208,3063.5438,10.0
11,5.0,12.0,2.7032,1.6227,1.0144,3.34,2.4446,Sports,0.5365,5.8941,2.8952,3.951,2.6624,2982.7876,10.0
12,5.0,13.0,3.9881,1.6059999999999999,1.8848,3.1833,2.2701,High-Performance,0.4328,5.9110000000000005,2.8897,3.6073,2.8318,3192.9581,10.0
13,5.0,14.0,3.3982,1.5953,3.7481,3.0391,2.4274,Economy,0.7239,5.462999999999999,2.0396,3.7195,2.1679,3278.0021,10.0
14,5.0,15.0,2.5833,1.338,1.6658,2.7562,2.8097,Economy,0.503,5.982,2.8673,3.0511,2.654,3320.8608,48.406465000000004
15,5.0,16.0,3.8506,1.9665,3.0934,3.2095,2.0348,Sports,1.1932,5.5905,2.4369,3.9836,2.2426,3601.562,51.8115035
16,5.0,17.0,2.467,1.3963,1.0379,3.1259,2.9975,Economy,0.9854,5.3169,2.6521,4.6246,3.0839999999999996,3326.2754,54.4444058
17,5.0,18.0,3.0615,1.9646,2.1299,2.2688,2.8597,Economy,0.0704,5.0289,2.9888,3.2233,2.8237,3127.7318,56.069330599999994
18,5.0,19.0,2.6524,1.6031,1.2292,3.6152,2.7941,Sports,0.7823,5.3915,2.7096,3.9628,2.2401,3024.4075,56.429235999999996
19,5.0,20.0,2.3041,1.1417,3.6396,3.8223,2.8747,Economy,1.4024,5.4657,2.2417,3.6483,2.0595,2832.5418,55.977673300000006
20,5.0,21.0,3.3196,1.6805,1.8988,3.6756,2.4322,High-Performance,1.7614,5.6914,2.0635,3.602,2.1581,2902.8133,55.6421037
21,5.0,22.0,2.5964,1.9975,3.7425,2.8013,2.9044,Economy,1.5125,5.2338,2.4619,3.5734,2.9851,2822.2096,55.130142500000005
22,5.0,23.0,2.6830000000000003,1.4046,1.1543,2.4396,2.5683,High-Performance,0.4808,5.6768,2.7509,3.7560000000000002,2.8611,2805.0509,54.6960158
23,5.0,24.0,3.7076,1.3769,1.9937,2.362,2.2894,Sports,0.677,5.1614,2.8903,3.0269,3.4774,3042.308,54.6262124
24,5.0,25.0,3.8193,1.0825,1.3665,3.8532,2.2778,Economy,1.5857,5.5532,2.0686,3.8318,2.9944,3181.8376,54.7840005
25,5.0,26.0,2.6756,1.9171,1.2135,3.7391,2.8173,Sports,0.051,5.3775,2.0514,3.5722,3.2402,3109.2939,54.8410487
26,5.0,27.0,3.648,1.5343,3.0228,2.32,2.2321,High-Performance,0.7757,5.6652,2.3628,3.015,2.2105,3341.1809,55.21416430000001
27,5.0,28.0,2.7604,1.5666,1.7897,2.3283,2.5263,Sports,1.9701,5.7651,2.5506,4.4569,2.4428,3293.9699,55.329728
28,5.0,29.0,2.6265,1.7411,1.4745,3.5417,2.5166,High-Performance,1.2659,5.5073,2.1293,3.6744,3.8106,3107.7282,55.17442
