,Engine ID,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11,Cost
0,190.0,1.0,2.6445,1.1815,3.3889,2.9603,2.5136,Sports,0.3316,5.4732,2.8746,4.121,2.5135,76.4898,10.0
1,190.0,2.0,2.4969,1.7890000000000001,1.5283,3.7996,2.8475,Economy,0.6734,5.1091,2.8536,4.2263,3.2594,259.4348,10.0
2,190.0,3.0,2.4683,1.8563,2.5644,3.2641,2.1538,Economy,1.5826,5.7518,2.0363,4.2037,3.5245,517.0767,10.0
3,190.0,4.0,2.2616,1.4491,3.0075,3.7309,2.0722,High-Performance,1.9916,5.3185,2.9137,3.0371,2.5691,798.2122,10.0
4,190.0,5.0,3.6367,1.8777,3.8763,3.077,2.0903,High-Performance,0.7951,5.7462,2.1741,4.2089,3.4651,1060.8049,10.0
5,190.0,6.0,3.0923,1.7590000000000001,1.6152,3.3564,2.5707,High-Performance,0.4106,5.37,2.6946,4.8575,3.9447,1103.5761,10.0
6,190.0,7.0,3.9332,1.9611,3.3186,2.7942,2.654,High-Performance,0.4449,5.7986,2.9979,3.1006,3.9647,1172.6444,10.0
7,190.0,8.0,3.3906,1.0455,3.239,3.6722,2.4121,Economy,1.6625,5.8662,2.7436,3.8737,2.4023,1191.4160000000002,10.0
8,190.0,9.0,2.8913,1.1451,3.1489999999999996,2.6948,2.9407,Sports,0.6314,5.4981,2.375,4.5993,2.3621,1165.9449,10.0
9,190.0,10.0,2.487,1.1025,3.1046,3.9309,2.2876,Economy,0.6096,5.2937,2.1297,4.8772,2.928,1099.9028,10.0
10,190.0,11.0,3.3112,1.2988,3.7899,2.9512,2.7598,Economy,0.29600000000000004,5.8355,2.7826,4.3608,2.1518,1020.7308,10.0
11,190.0,12.0,2.5087,1.4603,3.7031,2.6285,2.3515,Economy,0.3058,5.5944,2.3449,4.9364,2.4945,974.6989,10.0
12,190.0,13.0,2.4981,1.8195,2.2701,3.2858,2.7119999999999997,Sports,0.1149,5.9539,2.6541,3.5389,2.5644,942.5439,10.0
13,190.0,14.0,2.4568,1.4032,2.9958,3.7416,2.5836,Sports,0.6739,5.4270000000000005,2.5128,3.7664,2.0359,919.9231,10.0
14,190.0,15.0,3.3973,1.2191,3.2857,3.4703,2.2484,Economy,0.4464,5.3923,2.1663,3.3376,3.1446,918.0349,301.640691
15,190.0,16.0,3.5128,1.0941,2.1654,3.4751,2.8555,Economy,0.914,5.5815,2.0663,3.6874,3.443,954.7309,302.5347245
16,190.0,17.0,2.2489,1.7175,3.1625,3.802,2.7637,Economy,0.9072,5.1256,2.8282,4.8329,2.4155,956.8476,303.2483582
17,190.0,18.0,2.4237,1.2246,1.4825,2.2245,2.6216,High-Performance,0.8472,5.1048,2.4238,3.4864,2.6918,992.5733,303.7339799
18,190.0,19.0,3.392,1.9417,1.7854,2.5513,2.7536,Sports,0.8216,5.6384,2.7124,4.5775,3.1310000000000002,1031.0555,303.9827768
19,190.0,20.0,3.3141,1.0608,3.5616,2.7802,2.2731,Economy,1.4805,5.7715,2.4541,3.3102,2.3055,1017.0212,303.9513573
20,190.0,21.0,2.6875,1.79,3.4716,3.9999,2.002,High-Performance,0.3932,5.7918,2.4093,3.6555,2.3071,938.3615,303.79997960000003
21,190.0,22.0,2.0928,1.4311,1.9495,2.5508,2.9777,Sports,1.2374,5.8164,2.0032,3.5237,3.1937,974.3489999999999,303.6124927
22,190.0,23.0,3.8389,1.5371,2.7262,2.4283,2.1906,High-Performance,0.8296,5.0956,2.5804,4.0828,3.051,940.6856,303.3748151
23,190.0,24.0,2.0433,1.1001,3.2052,2.5396,2.2142,Sports,0.9297,5.452000000000001,2.7547,3.8641,2.4307,925.7805,303.1478975
24,190.0,25.0,2.8898,1.125,2.5463,2.6039,2.2583,High-Performance,0.1926,5.1033,2.4733,4.3403,3.2274,912.092,302.9730961
25,190.0,26.0,2.1525,1.6894,1.5102,3.8451,2.8280000000000003,Sports,0.0788,5.0937,2.5518,3.7718,3.6702,944.1129,302.9091321
26,190.0,27.0,3.0663,1.8497,3.2887,3.5503,2.8251,High-Performance,0.2367,5.7294,2.5046,4.7671,3.1277,946.0795,302.8981302
27,190.0,28.0,3.9118,1.9181,3.9743,2.8221,2.1018,Sports,0.7161,5.7826,2.6042,3.7998,2.1071,939.5729,302.9124854
28,190.0,29.0,3.0973,1.0147,3.7293,2.8646,2.8468,Economy,0.1952,5.3563,2.5583,3.5777,2.4978,954.2642,302.9619675
29,190.0,30.0,3.2207,1.4041,2.3311,3.0573,2.0669999999999997,Sports,1.3576,5.3077,2.2589,4.8581,2.4826,885.8559,302.9450256
30,190.0,31.0,2.6217,1.8195,1.5377,2.4911,2.9810000000000003,High-Performance,0.2781,5.2226,2.2626,4.3048,3.1023,870.2111,302.87333209999997
31,190.0,32.0,2.7836,1.6805,2.097,3.0779,2.189,Sports,0.9603,5.654,2.4811,4.8825,3.1289,847.6842,302.7782995
32,190.0,33.0,2.7345,1.9056,2.3115,3.3595,2.8964,Economy,1.7534,5.3107,2.5484,4.677,2.0477,891.4905,302.6972305
33,190.0,34.0,2.4342,1.2233,2.3237,2.2,2.0611,High-Performance,0.3803,5.7258,2.1282,3.0603,3.1449,905.546,302.5820979
34,190.0,35.0,2.0591,1.831,2.597,3.1263,2.4038,Economy,1.198,5.4847,2.5584,4.2943,2.5151,876.7049,302.4565377
