,Engine ID,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11,Cost
0,125.0,1.0,2.0725,1.916,2.0848,2.4086,2.5313,Sports,0.3898,5.7121,2.026,3.2924,2.3421,127.1593,10.0
1,125.0,2.0,2.1992,1.8508,3.0907,2.3059,2.7184,High-Performance,0.8944,5.8013,2.9746,3.3488,3.0513,452.9973,10.0
2,125.0,3.0,3.2612,1.255,2.6025,3.9344,2.3890000000000002,Economy,0.3792,5.1396,2.2182,3.951,2.8486,858.6887,10.0
3,125.0,4.0,2.8444,1.82,1.2242,2.1672,2.6517,High-Performance,1.3834,5.227,2.2681,4.0252,3.1851,1419.2803,10.0
4,125.0,5.0,2.6057,1.2996,1.0659,2.5751,2.5048,High-Performance,0.6753,5.7791,2.0196,4.8874,2.4824,2245.7187,10.0
5,125.0,6.0,2.5855,1.9817,2.5998,2.3097,2.608,Sports,0.8052,5.8137,2.3992,3.1189999999999998,2.6205,2243.9069,10.0
6,125.0,7.0,2.5217,1.3965,1.5088,3.1662,2.2857,Economy,0.3216,5.9353,2.8934,3.4576,2.2451,2257.8425,10.0
7,125.0,8.0,3.5793,1.3683,3.8455,2.7618,2.4541,Sports,1.4372,5.6271,2.4933,4.5862,3.8055,2450.4942,10.0
8,125.0,9.0,2.1861,1.5485,1.9612,3.3133,2.2357,Sports,1.7408,5.872000000000001,2.5065,3.185,3.9848,2306.0062,10.0
9,125.0,10.0,3.0111,1.1093,2.1915,3.1341,2.2367,Economy,1.3221,5.2719,2.178,3.949,2.0953,2177.6497,10.0
10,125.0,11.0,3.9035,1.8154,3.2697,3.7783,2.8068,High-Performance,1.4166,5.3894,2.5610000000000004,4.9579,3.9103,2608.6738,10.0
11,125.0,12.0,3.6178,1.896,3.8197,2.995,2.8991,Economy,1.0028,5.093,2.7482,3.7993,2.7783,2792.7166,10.0
