,Engine ID,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11,Cost
0,47.0,1.0,3.5182,1.5051,3.8755,3.8003,2.9458,Sports,0.1695,5.9875,2.4166,3.8383,3.0684,97.8008,10.0
1,47.0,2.0,2.9436,1.8704,2.4646,2.1552,2.9339,Economy,0.3598,5.957999999999999,2.7596,4.9303,2.3812,325.7336,10.0
2,47.0,3.0,2.8912,1.3267,1.1804,2.965,2.46,Sports,1.8413,5.7043,2.7163,3.0364,3.7453,593.387,10.0
3,47.0,4.0,2.2452,1.2779,2.3915,2.7769999999999997,2.6317,Economy,1.0465,5.855,2.7275,4.8304,3.6305,881.5108,10.0
4,47.0,5.0,2.7346,1.9897,2.3228,3.1391,2.1321,Economy,1.0904,5.5229,2.2303,3.9269,2.6534,1067.1351,10.0
5,47.0,6.0,3.5367,1.4187,1.7635,2.181,2.1171,Economy,0.6326,5.8173,2.0383,3.5608,2.1734,976.7032,10.0
6,47.0,7.0,3.3648,1.8307,3.9631,3.8191,2.508,Sports,1.2993,5.4041,2.5777,4.1313,2.6856,1005.7095,10.0
7,47.0,8.0,2.3334,1.2193,2.5328,3.3884,2.1795,High-Performance,0.5476,5.7529,2.5846,4.8118,2.5554,998.2679,10.0
8,47.0,9.0,3.7143,1.6149,3.0314,3.4917,2.7532,Sports,1.6487,5.6774,2.0203,4.4042,3.8174,983.1749,10.0
9,47.0,10.0,3.1105,1.8958,2.7412,2.0687,2.8774,Sports,1.6413,5.6733,2.3213,3.3208,3.9418,1004.7735,10.0
10,47.0,11.0,3.3096,1.6664,1.9742,3.5316,2.5140000000000002,Economy,1.4074,5.8807,2.8842,3.253,2.2685,1102.3432,10.0
11,47.0,12.0,3.9587,1.3219999999999998,3.7525,3.9616,2.6424,Economy,1.8032,5.0243,2.7713,4.1729,3.3489999999999998,1097.7951,10.0
12,47.0,13.0,2.6811,1.5502,3.0497,3.798,2.041,Economy,1.3893,5.7244,2.5555,4.9141,3.7882,1064.8967,10.0
13,47.0,14.0,3.7246,1.96,3.111,3.697,2.6514,High-Performance,1.3115,5.3956,2.4367,4.7707,3.2687,1089.9738,10.0
14,47.0,15.0,2.6796,1.9111,1.145,3.5334,2.2702,Economy,1.8383,5.6673,2.6103,3.8811,3.2409,1115.6628,85.1903098
15,47.0,16.0,3.4302,1.1539,2.3358,2.244,2.1256,Economy,0.7141,5.4906,2.2756,3.8515,2.9816,1034.9342,86.1379209
16,47.0,17.0,3.0548,1.3827,3.5161,3.0133,2.3657,High-Performance,0.5512,5.371,2.4908,4.4573,2.1826,988.0984,86.81491460000001
17,47.0,18.0,3.6852,1.919,1.1711,3.2987,2.8173,High-Performance,0.5042,5.3999,2.1451,4.3742,2.0331,983.0010000000001,87.2190095
18,47.0,19.0,3.2005,1.4882,3.8584,3.5399,2.5657,Economy,0.6792,5.5465,2.9393,4.3238,2.5522,972.7233,87.3265025
19,47.0,20.0,3.3349,1.7541,3.2492,3.6477,2.0022,High-Performance,0.9512,5.4191,2.5356,4.3628,3.9005,1001.697,87.27947950000001
20,47.0,21.0,3.6822,1.2484,2.3596,3.6278,2.1024,Economy,0.79,5.4448,2.1556,3.912,3.9259,981.5008,87.3032864
21,47.0,22.0,3.3552,1.1158,3.0161,3.3661,2.9116,Economy,0.3264,5.235,2.7517,3.097,3.1905,963.7744,87.273133
22,47.0,23.0,2.3222,1.8023,1.4080000000000001,2.0234,2.8114,Sports,0.2548,5.7098,2.4889,3.3118,3.3083,957.5486,87.2449489
23,47.0,24.0,3.5992,1.6619,1.8208,2.2974,2.8791,High-Performance,0.8141,5.9188,2.4931,4.8976,3.4379,966.4321,87.2408525
24,47.0,25.0,2.4545,1.9135,2.9306,3.4855,2.9417,Sports,1.213,5.6953,2.6731,4.7615,2.2652,1035.9386,87.2877594
25,47.0,26.0,3.6779,1.7735,1.1586,3.4408,2.3347,High-Performance,0.8613,5.6372,2.7044,4.2161,2.333,1071.7581,87.2716222
26,47.0,27.0,3.4124,1.0931,1.8716,3.0544,2.8641,Economy,0.6161,5.6043,2.4302,3.3877,3.8308,1029.7026,87.2139365
27,47.0,28.0,3.1669,1.4825,3.2604,3.1935,2.1341,Sports,0.6887,5.5695,2.5134,3.4722,3.1135,983.6859,87.1448289
28,47.0,29.0,2.1737,1.4751,3.0572,2.737,2.2915,Economy,0.5733,5.8404,2.1972,4.8051,3.6405,931.6074,86.9979263
29,47.0,30.0,2.3889,1.5036,2.2887,2.6853,2.5891,High-Performance,1.4594,5.3526,2.5810000000000004,4.9605,2.0803,877.3281,86.77370379999999
30,47.0,31.0,3.6844,1.155,1.8852,3.1666,2.2317,High-Performance,1.6217,5.3284,2.9149,4.408,3.0195,864.0177,86.62059980000001
31,47.0,32.0,2.8062,1.5893,3.6504,2.4487,2.178,High-Performance,0.1281,5.9981,2.4262,3.4328,2.7535,851.5377,86.4980649
32,47.0,33.0,3.9345,1.645,1.1759,2.2048,2.2445,Sports,1.2990000000000002,5.4236,2.5224,4.2455,2.6465,835.0726,86.3651304
33,47.0,34.0,3.3264,1.7694,1.4683,3.8560000000000003,2.6752,High-Performance,1.3088,5.5463,2.5419,4.3332,2.7424,897.4839999999999,86.30376530000001
34,47.0,35.0,3.0314,1.9140000000000001,2.7151,2.4228,2.5319,Economy,1.564,5.043,2.2368,3.4212,2.0378,899.5771,86.2124061
35,47.0,36.0,2.0404,1.1741,1.3063,3.4426,2.2317,High-Performance,1.3979,5.1992,2.2799,4.2722,2.4457,870.7438,86.11319040000001
36,47.0,37.0,2.9656,1.1086,1.7218,2.9531,2.9186,Economy,0.2673,5.5527,2.2088,3.9149,2.8081,850.935,86.0134051
37,47.0,38.0,3.7722,1.1481,3.8416,2.4121,2.7076,Economy,1.8395,5.9074,2.2261,4.4617,3.0486,785.6829,85.8624634
38,47.0,39.0,3.6979,1.3105,1.0658,3.9588,2.5721,Economy,0.7134,5.3806,2.8745,3.27,2.9612,797.2360000000001,85.7062522
39,47.0,40.0,3.3537,1.9980000000000002,3.9399,3.7565,2.5011,Sports,0.8907,5.4267,2.6608,4.46,2.5635,856.0168,85.5425474
40,47.0,41.0,3.0366,1.3293,1.8977,3.4041,2.2352,Economy,1.1743,5.8347,2.8083,3.1244,2.6705,872.6375,85.35780439999999
41,47.0,42.0,3.3107,1.595,1.4583,2.4915,2.7564,High-Performance,1.1963,5.1268,2.4391,3.6177,3.3087,902.4742,85.2447118
42,47.0,43.0,3.8513,1.9217,3.8634,3.9010000000000002,2.8731,Sports,0.9732,5.8660000000000005,2.0743,4.5807,3.7035,939.5889,85.2206283
43,47.0,44.0,2.1668,1.4336,1.1533,2.7044,2.5118,High-Performance,0.0586,5.8229,2.5799,3.0304,3.6381,914.3153,85.214645
44,47.0,45.0,3.802,1.4731,1.3788,3.306,2.0731,Economy,0.7827,5.8864,2.6152,3.0646,3.9581,870.8843,85.2236518
45,47.0,46.0,2.6585,1.5088,3.2569999999999997,2.5893,2.5186,Sports,1.1215,5.9809,2.3916,3.529,2.9419999999999997,845.0192,85.2187351
46,47.0,47.0,3.5111,1.9721,3.0035,3.7383,2.4541,Economy,0.1411,5.7856,2.6217,4.9151,2.9629,869.1436,85.2550352
47,47.0,48.0,3.6977,1.5433,3.0078,3.6379,2.8165,Economy,1.3988,5.2686,2.4343,3.1956,2.0517,864.6433,85.3013164
48,47.0,49.0,3.0669,1.4124,1.493,3.8566,2.5448,High-Performance,0.753,5.6002,2.4365,4.9956,3.6015,860.087,85.279112
49,47.0,50.0,3.1075,1.7849,3.5108,2.2165,2.2723,High-Performance,0.802,5.1064,2.063,4.0743,2.0089,839.4804,85.2340439
50,47.0,51.0,3.4011,1.6511,2.1815,2.4636,2.7356,Sports,0.5954,5.2972,2.687,3.7467,2.0729,844.0239999999999,85.2233662
51,47.0,52.0,2.8894,1.8962,1.8409,3.8986,2.0977,High-Performance,1.0288,5.8105,2.9233,3.2531,3.7915,877.5197,85.2679614
52,47.0,53.0,3.1206,1.2505,3.6909,2.2837,2.1419,High-Performance,1.4672,5.3162,2.9299,3.0292,2.8561,820.2860000000001,85.3142858
53,47.0,54.0,2.4576,1.3047,3.4071,3.9088,2.0224,Economy,1.2456,5.641,2.5416,4.7734,2.6427,774.5593,85.3087492
54,47.0,55.0,2.5821,1.6054,2.5469,2.9727,2.7025,Sports,1.8227,5.1781,2.5494,4.5843,3.4709,779.8242,85.2460207
55,47.0,56.0,3.6638,1.1540000000000001,3.4192,2.3573,2.2407,Sports,0.5065,5.582000000000001,2.0654,3.8308,3.3988,688.6034,85.07769
56,47.0,57.0,2.8479,1.8616,2.4313,3.8984,2.2798,Economy,1.2366,5.3467,2.4288,3.2866,2.136,701.7884,84.8924574
57,47.0,58.0,2.8605,1.8092,1.2902,2.5503,2.6327,High-Performance,1.8046,5.4236,2.6491,3.7184,3.4717,741.3086,84.7037792
58,47.0,59.0,2.9728,1.5476,1.6209,3.0872,2.9415,Sports,0.4798,5.7631,2.8014,3.1607,3.6603,781.9912,84.5893906
59,47.0,60.0,2.102,1.8623,2.1042,2.7468,2.6403,High-Performance,1.5092,5.2173,2.2186,3.3892,2.8497,806.453,84.5382589
60,47.0,61.0,2.6934,1.5623,1.3491,2.5788,2.1382,High-Performance,0.9125,5.3228,2.0129,4.7032,2.3663,769.7003,84.4750823
61,47.0,62.0,2.8111,1.5745,2.2114,2.4663,2.1375,High-Performance,1.3966,5.2121,2.4823,4.2362,3.8332,715.1517,84.3333461
62,47.0,63.0,2.6888,1.4176,1.8804,3.6487,2.6092,High-Performance,1.3155,5.4525,2.5917,3.6009,3.8718,698.4508,84.1821785
63,47.0,64.0,3.3343,1.9821,2.1885,2.9945,2.8343,Economy,0.6474,5.0085,2.8559,3.9097,2.4014,718.8592,84.0543468
64,47.0,65.0,3.1499,1.6664,3.5617,2.1432,2.0641,Sports,1.0851,5.4509,2.2048,4.8731,3.8379,696.6145,83.9295714
65,47.0,66.0,3.6045,1.7199,1.4819,3.8373,2.6603,High-Performance,1.8964,5.9252,2.5941,3.3035,2.4337,761.5016,83.8646737
66,47.0,67.0,3.3645,1.1253,3.7289999999999996,2.3732,2.1125,High-Performance,0.4751,5.885,2.9539,4.3501,2.1126,730.1347,83.7313399
67,47.0,68.0,3.0697,1.5842,2.8529,2.0135,2.3879,Sports,0.1627,5.59,2.2653,3.7134,2.5796,656.2751,83.580462
68,47.0,69.0,2.217,1.3087,2.2443,2.343,2.296,Economy,1.5031,5.5403,2.0993,4.7504,3.0246,574.4872,83.3927717
69,47.0,70.0,2.9346,1.3906,3.9617,3.2464,2.3159,High-Performance,0.6032,5.3519,2.5923,4.562,2.841,566.7773,83.1945094
70,47.0,71.0,3.2551,1.0248,2.6681,2.7075,2.1124,Economy,0.2013,5.8511,2.4573,4.7237,2.9741,496.0492,83.0167121
71,47.0,72.0,3.2642,1.4257,2.29,2.4851,2.5768,Economy,0.0634,5.7025,2.184,4.6764,2.0375,480.2444,82.80912000000001
72,47.0,73.0,2.8685,1.5314,2.9134,2.9652,2.0502,High-Performance,1.3537,5.127000000000001,2.9789999999999996,4.626,3.556,520.6454,82.6052169
73,47.0,74.0,3.2605,1.4623,1.4805,2.5852,2.7966,Economy,0.3282,5.5143,2.6856,4.2862,2.4385,568.6802,82.4057085
74,47.0,75.0,2.6702,1.5875,3.5593,2.9708,2.0648,Economy,0.5061,5.1508,2.8845,3.1264,2.9656,575.751,82.1908529
75,47.0,76.0,2.2966,1.7575,1.6152,3.9629,2.5267,Economy,1.4499,5.2475,2.0516,3.8999,3.9471,615.5485,82.0548165
76,47.0,77.0,2.8793,1.8208,3.0134,2.3003,2.4438,Sports,1.8265,5.4707,2.8793,3.3739,2.659,634.4061,81.98937670000001
77,47.0,78.0,2.7658,1.7856,2.3209999999999997,3.8176,2.1092,Sports,0.8773,5.66,2.1588,4.9244,2.4507,659.2703,81.9649895
78,47.0,79.0,3.2169,1.5591,3.1446,2.1844,2.0357,High-Performance,1.5111,5.6721,2.3705,3.4638,2.1921,613.2355,81.8735595
79,47.0,80.0,2.1664,1.0301,1.3955,3.9825,2.2367,Economy,0.0883,5.127000000000001,2.8195,3.6874,3.9301,571.6527,81.7600241
80,47.0,81.0,2.4963,1.0626,1.0798,3.4688,2.3187,Sports,1.02,5.3995,2.8516,4.7074,2.5087,536.0002,81.5469793
81,47.0,82.0,3.5507,1.7476,2.3431,2.2667,2.1319999999999997,Sports,1.2418,5.0558,2.9876,3.2687,2.727,515.7293,81.3464137
82,47.0,83.0,3.8096,1.0388,1.1427,2.296,2.1487,Sports,1.8622,5.4614,2.8111,3.4096,2.5796,499.9591,81.2054382
83,47.0,84.0,3.929,1.3306,1.9991,3.9776,2.7614,Sports,0.2812,5.5822,2.7528,3.1942,3.6566,533.6993,81.1817883
84,47.0,85.0,3.1052,1.933,2.5422,2.6476,2.8075,Sports,1.2196,5.6075,2.9702,4.7927,3.0294,570.4472,81.2013135
85,47.0,86.0,3.1094,1.9643,3.2628,2.4115,2.9973,Economy,1.0653,5.4037,2.0536,4.5876,3.6465,593.3443,81.3161352
86,47.0,87.0,3.9235,1.6759,2.5958,2.097,2.6191,Economy,1.8638,5.4269,2.3525,3.5501,2.0687,597.5144,81.4498729
87,47.0,88.0,2.6012,1.2183,1.3219,3.1636,2.9665,Sports,1.8835,5.7481,2.5336,3.5968,3.9208,611.6559,81.5548673
88,47.0,89.0,2.8387,1.6135,3.7211,3.2464,2.8214,Economy,1.7441,5.5258,2.1011,3.5139,2.8389,553.016,81.5573301
89,47.0,90.0,3.1086,1.8676,1.6524,2.1396,2.8751,Economy,0.2966,5.2091,2.8244,4.9411,3.4075,530.7586,81.5281737
90,47.0,91.0,3.6508,1.1206,3.9332,3.1473,2.5814,High-Performance,1.3586,5.2658,2.6347,4.2887,2.3971,526.5817,81.45583020000001
91,47.0,92.0,2.5961,1.6321,2.2375,2.9935,2.0017,Sports,1.8090000000000002,5.8109,2.8583,3.7182,3.7201,523.3185,81.360453
92,47.0,93.0,2.6612,1.0469,3.745,2.2648,2.9798,Economy,1.0851,5.6557,2.0443,4.5033,3.8816,436.809,81.153989
93,47.0,94.0,2.1423,1.094,1.4301,2.5548,2.6596,Sports,0.3428,5.1008,2.6214,3.8654,3.7288,386.2828,80.940226
94,47.0,95.0,2.6347,1.972,2.6435,2.0345,2.5641,Economy,1.2078,5.5689,2.6896,3.1803,3.5167,406.4703,80.7915922
95,47.0,96.0,2.1387,1.0872,2.9146,2.7433,2.8488,Sports,0.3743,5.3997,2.0555,4.5461,3.6314,374.6822,80.6461004
96,47.0,97.0,2.2969999999999997,1.7079,2.625,2.8338,2.3118,Economy,0.1445,5.7184,2.0606,4.0152,3.2129,342.6413,80.4876185
97,47.0,98.0,2.3423,1.3730000000000002,2.7083,3.5867,2.7373,Economy,1.7572,5.2961,2.6413,4.5280000000000005,3.2152,383.5849,80.38987
98,47.0,99.0,3.5944,1.2653,1.5898,3.4309,2.3314,Sports,1.6480000000000001,5.1098,2.0358,4.0354,3.1688,352.6287,80.2225443
99,47.0,100.0,2.7197,1.8755,2.7523,2.5784,2.0822,Economy,1.1152,5.5804,2.3689,3.3035,2.7460000000000004,334.7798,79.9983441
100,47.0,101.0,2.9845,1.56,2.9528,2.3486,2.4861,Economy,0.5742,5.7153,2.6554,3.2386,2.3686,371.6357,79.7880176
101,47.0,102.0,2.637,1.7864,1.3508,2.4176,2.9271,High-Performance,1.1012,5.4171,2.2099,4.3971,2.487,385.0376,79.5890987
102,47.0,103.0,2.5602,1.9684,3.3707,3.4594,2.2025,High-Performance,1.035,5.8665,2.5394,4.965,3.0017,409.5887,79.404046
103,47.0,104.0,2.1406,1.5378,1.0213,3.8124,2.2096,Sports,1.4388,5.4188,2.5745,4.3782,2.379,435.5483,79.2985244
104,47.0,105.0,3.471,1.5175,1.2001,3.4057,2.4889,High-Performance,1.2032,5.5959,2.4293,3.4533,3.597,412.5722,79.1953779
105,47.0,106.0,3.5014,1.7549,3.3743,3.0539,2.2534,High-Performance,0.4372,5.3957,2.665,3.1154,2.2562,417.1693,79.0983947
106,47.0,107.0,3.7912,1.945,3.5716,3.0829,2.4967,Sports,0.2907,5.7706,2.248,3.9048,2.3427,427.1687,79.0173117
107,47.0,108.0,2.6086,1.5734,3.6697,3.2966,2.5473,High-Performance,1.672,5.7202,2.0136,3.7715,2.7543,385.3474,78.9806096
108,47.0,109.0,2.5895,1.9098,2.3438,3.0015,2.4741,Economy,0.7769,5.4475,2.8984,3.2188,3.9699,409.7479,79.0221649
109,47.0,110.0,3.9387,1.4974,3.3814,2.5743,2.8545,Economy,1.9984,5.3972,2.1506,4.0494,2.552,386.85,79.0199264
110,47.0,111.0,2.0453,1.2231,2.6153,3.2328,2.1519999999999997,Sports,0.3694,5.718999999999999,2.9158,3.182,3.5782,346.91900000000004,79.0064565
111,47.0,112.0,3.5082,1.8658,1.2249,2.2743,2.9984,High-Performance,0.8926,5.1073,2.3828,4.8484,2.86,342.8796,79.0227304
112,47.0,113.0,2.2363,1.6976,3.0603,3.1872,2.293,High-Performance,1.4624,5.3578,2.3684,4.2173,2.4384,314.1288,78.9664076
113,47.0,114.0,3.2403,1.9156,3.6328,3.0828,2.6527,High-Performance,1.3758,5.261,2.8331,4.6207,3.3571,350.2163,78.9827575
114,47.0,115.0,3.2656,1.5279,2.0466,3.535,2.3058,Sports,0.488,5.8505,2.4996,4.9239,2.4042,357.079,79.0217817
