,Engine ID,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11,Cost
0,94.0,1.0,3.7246,1.1603,1.4779,3.5554,2.3930000000000002,Economy,0.7216,5.934,2.5226,4.3748,3.1194,198.5892,10.0
1,94.0,2.0,3.7321,1.3021,1.0844,3.7288,2.0586,Economy,0.9036,5.0602,2.1522,4.5403,2.7512,675.0722,10.0
2,94.0,3.0,2.3482,1.9501,1.8004,3.6075,2.5,Economy,0.2823,5.757000000000001,2.2535,4.6993,2.3478,1191.2933,10.0
3,94.0,4.0,3.5024,1.689,1.264,2.6613,2.948,Economy,1.1165,5.6357,2.4804,4.3419,3.6118,2050.7981,10.0
4,94.0,5.0,2.7125,1.0939,3.8118,3.3308,2.5516,Economy,1.9005,5.1284,2.6781,4.285,3.0134,2824.7895,10.0
5,94.0,6.0,3.3744,1.3794,1.1583,2.3064,2.5883,Economy,1.7557,5.2475,2.4338,4.2026,2.9156,2771.3373,10.0
6,94.0,7.0,2.8114,1.9078,2.4946,3.0173,2.1904,High-Performance,0.5627,5.1877,2.5231,4.9586,3.7584,2876.2689,10.0
7,94.0,8.0,2.0162,1.0095,1.256,3.2397,2.4558,Economy,0.4625,5.1114,2.1529,4.1712,2.8031,2760.0006,10.0
8,94.0,9.0,3.7182,1.0857,3.0189,3.3395,2.9768,Economy,0.8587,5.1515,2.9842,3.9781,2.9066,2686.7024,10.0
9,94.0,10.0,2.3281,1.4566,2.6737,3.0967,2.013,High-Performance,0.3981,5.5138,2.9336,4.994,3.8371,2852.3059,10.0
10,94.0,11.0,2.9402,1.9737,2.343,3.0697,2.7881,Sports,0.2833,5.6093,2.92,4.1373,3.5082,2852.4145,10.0
11,94.0,12.0,2.7079,1.744,1.163,3.2833,2.5773,Economy,1.3173,5.2703,2.5033,4.919,2.0789,2722.1771,10.0
12,94.0,13.0,2.9781,1.8728,1.76,2.6282,2.2840000000000003,High-Performance,0.8538,5.0076,2.7949,3.0027,2.3936,2639.7811,10.0
13,94.0,14.0,2.8713,1.8318,3.7046,2.5921,2.9985,High-Performance,0.0236,5.593999999999999,2.3985,3.8844,2.5397,2568.7501,10.0
14,94.0,15.0,3.3427,1.3392,2.3974,2.1779,2.1928,Sports,0.5362,5.9243,2.8424,3.7716,2.9451,2488.5943,177.12681080000002
15,94.0,16.0,2.8849,1.1001,2.3289,2.9324,2.4409,Sports,0.9284,5.092,2.7569,3.5605,3.3067,2396.3565,179.3379262
16,94.0,17.0,2.2449,1.4522,1.0957,2.1373,2.8005,Sports,0.6483,5.4462,2.5326,4.9208,2.5276,2399.7227,181.0760693
17,94.0,18.0,2.3307,1.138,1.1655,3.4307,2.6446,Economy,0.8859999999999999,5.0188,2.5421,4.7232,3.5662,2597.9983,182.497674
18,94.0,19.0,2.26,1.1453,1.6788,2.8482,2.1715,High-Performance,1.2652,5.3189,2.6478,4.8737,2.2271,2520.4412,182.9795026
19,94.0,20.0,3.8706,1.1048,2.9757,2.4319,2.0858,Sports,0.746,5.0476,2.4024,3.7648,3.2233,2552.7502,182.7196102
20,94.0,21.0,2.7525,1.8218,3.8681,3.6447,2.0651,Economy,0.4761,5.835,2.5514,3.7076,3.156,2563.0512,182.5288404
21,94.0,22.0,2.3878,1.068,1.3465,3.9728,2.1791,Economy,0.0172,5.5308,2.4468,3.2396,3.4019,2653.5676,182.3173176
22,94.0,23.0,3.3926,1.6555,3.9478,2.6694,2.2466,Economy,0.4536,5.0834,2.4916,4.4631,3.4059,2611.5071,182.1889553
23,94.0,24.0,2.6225,1.2101,3.0279,3.1153,2.1757,High-Performance,0.542,5.7989999999999995,2.2401,4.2819,3.2409,2690.8593,182.2063494
24,94.0,25.0,3.9557,1.0073,2.6836,2.2753,2.8327,High-Performance,1.4308,5.0998,2.239,3.0327,2.281,2570.2387,181.9368754
25,94.0,26.0,2.332,1.2005,1.9935,2.5046,2.0246,Sports,0.3267,5.8473,2.6308,4.6144,2.9822,2590.304,181.6866487
26,94.0,27.0,2.1965,1.1492,2.2968,3.7347,2.9438,Economy,0.6054,5.5783,2.951,3.9442,3.8483,2677.6415,181.658797
27,94.0,28.0,2.7318,1.2795,1.6499,3.0674,2.3680000000000003,Sports,0.2095,5.3063,2.1425,4.0632,2.6893,2514.4448,181.54839239999998
28,94.0,29.0,2.2508,1.4771,3.407,3.8786,2.4369,Sports,1.4729,5.0575,2.5269999999999997,4.8401,3.8995,2602.6885,181.6001397
29,94.0,30.0,2.4525,1.1446,2.4098,2.3928,2.0267,Economy,0.38299999999999995,5.6779,2.7215,3.9028,3.5971,2732.0357,181.8578202
30,94.0,31.0,3.6186,1.5722,2.5335,3.2929,2.2025,Sports,1.4196,5.6015,2.4192,4.5412,3.8107,2873.8137,182.3539576
31,94.0,32.0,2.4032,1.7322,2.6014,3.7985,2.1515,High-Performance,0.6702,5.5758,2.4051,3.3068,2.8429,2719.1475,182.6900639
32,94.0,33.0,2.7507,1.0796,2.0689,3.722,2.4525,Sports,0.2177,5.563,2.7273,3.0566,3.5168,2795.1755,182.9019504
33,94.0,34.0,3.5728,1.1828,3.7262,3.55,2.6974,Sports,1.8131,5.1764,2.2204,3.9985,2.6498,2613.5523,183.0142124
34,94.0,35.0,3.6173,1.0072,3.4107,2.5125,2.0993,Economy,1.6179,5.5217,2.6004,4.0679,2.9186,2546.2149,183.0243977
35,94.0,36.0,2.5461,1.8252,1.1265,2.0424,2.2277,High-Performance,0.4109,5.2639,2.5748,4.6543,3.7325,2498.8927,182.9717652
36,94.0,37.0,2.8946,1.5444,3.7319,3.8184,2.6474,Economy,1.8639,5.0796,2.8324,4.9547,3.7315,2589.1898,182.9298957
37,94.0,38.0,3.3939999999999997,1.0137,3.7185,3.445,2.2468,Economy,1.5655,5.0881,2.4803,3.3144,2.7021,2503.1355,182.83568300000002
38,94.0,39.0,2.4809,1.3542,1.9509,2.9723,2.9376,Economy,1.0097,5.0999,2.2337,4.2268,2.4933,2576.8703,182.7351979
39,94.0,40.0,3.1185,1.3991,1.6962,3.5856,2.2738,Sports,0.2752,5.6423,2.519,3.8497,2.8708,2556.228,182.7365795
40,94.0,41.0,2.3499,1.915,1.0675,2.7164,2.971,Sports,0.4582,5.0879,2.0213,4.4167,2.235,2368.4042,182.528462
41,94.0,42.0,3.2149,1.5202,3.2205,2.7082,2.465,Sports,1.7664,5.2708,2.5639,4.4191,3.7649,2315.7428,182.183229
42,94.0,43.0,2.8479,1.597,1.8437,3.0487,2.822,Economy,1.8771,5.0362,2.6432,3.3538,3.9182,2346.9675,182.0342321
43,94.0,44.0,2.7181,1.2701,1.194,3.1032,2.8272,Economy,0.8640000000000001,5.6264,2.0788,3.0916,2.713,2347.0553,181.7878379
44,94.0,45.0,3.3274,1.5546,3.7607,2.7328,2.6577,Sports,1.9405,5.0809,2.2904,3.4992,3.3187,2460.7158,181.5349722
45,94.0,46.0,2.7117,1.6583,2.1287,3.2044,2.2395,Economy,0.102,5.2135,2.217,4.2188,2.3546,2399.4307,181.0706258
46,94.0,47.0,3.2599,1.8504,1.3619,3.1731,2.7743,High-Performance,1.188,5.8844,2.9706,4.131,3.0613,2405.5037,180.7741493
47,94.0,48.0,3.3191,1.5322,2.9645,2.5789999999999997,2.8664,High-Performance,0.5983,5.8187,2.2453,3.7996,3.0395,2362.2213,180.3578026
48,94.0,49.0,2.9819,1.9421,1.5242,2.5436,2.5485,Sports,1.4916,5.7444,2.7345,3.6239999999999997,2.6525,2381.66,180.1381102
49,94.0,50.0,3.2096,1.2209,3.7717,2.3393,2.7025,High-Performance,1.6655,5.1273,2.1451,3.886,2.8423,2389.8743,179.99630630000001
50,94.0,51.0,3.9811,1.5964,1.6323,3.0324,2.5639999999999996,High-Performance,0.27699999999999997,5.5165,2.4937,3.9807,2.2496,2357.8915,179.87122449999998
51,94.0,52.0,3.0157,1.5787,2.7312,3.7728,2.5823,Sports,0.7755,5.8846,2.903,4.6676,2.4121,2328.448,179.6227074
52,94.0,53.0,3.4936,1.8451,3.4186,2.8033,2.274,High-Performance,0.0911,5.2357,2.5184,4.8433,3.1268,2353.189,179.4884424
53,94.0,54.0,3.763,1.1936,2.0869,3.4942,2.3952,Economy,0.4652,5.4529,2.8612,3.8297,2.5542,2269.9026,179.1978115
54,94.0,55.0,3.7325,1.3969,3.0935,3.8061,2.7483,Sports,1.2798,5.7241,2.7229,4.2534,3.5575,2425.8243,179.08749260000002
55,94.0,56.0,2.6523,1.2322,3.9529,2.0661,2.3306,High-Performance,1.1007,5.685,2.8527,3.5599,3.1964,2492.1067,179.22958500000001
56,94.0,57.0,2.5878,1.6935,3.5961,3.5239,2.2184,Economy,1.0027,5.7755,2.0243,3.5028,3.5739,2531.3394,179.4587666
57,94.0,58.0,2.8184,1.4248,2.9845,3.6419,2.7430000000000003,High-Performance,0.7116,5.0548,2.5642,4.8653,2.4737,2466.5202,179.5936137
58,94.0,59.0,2.5809,1.8423,3.3932,3.1389,2.5922,Economy,1.1941,5.3714,2.7845,3.3692,3.4704,2471.8448,179.7376539
59,94.0,60.0,2.972,1.1972,2.8496,3.0517,2.6295,Economy,1.6887,5.7208,2.4051,4.7712,3.1814,2438.587,179.7308294
60,94.0,61.0,3.3931,1.6453,2.5176,2.0085,2.6302,Sports,1.2088,5.8607,2.8293,4.7754,2.7213,2553.2595,179.9031999
61,94.0,62.0,3.9732,1.1538,3.7560000000000002,2.5547,2.7241,High-Performance,0.1967,5.8906,2.6587,4.5843,2.5692,2508.5145,180.0216171
62,94.0,63.0,3.5018,1.9444,2.835,3.9337,2.3977,High-Performance,0.2276,5.5145,2.0643,3.3894,2.9139999999999997,2469.5657,180.1439213
63,94.0,64.0,3.7309,1.5076,3.8443,2.0892,2.5362,High-Performance,0.5264,5.3533,2.2871,3.6933,3.5615,2457.015,180.2356188
64,94.0,65.0,2.365,1.5293,2.4979,2.4721,2.6637,High-Performance,1.4043,5.5329999999999995,2.2043,4.1707,2.24,2335.1257,180.1940403
65,94.0,66.0,2.36,1.1211,1.0173,3.2036,2.8038,High-Performance,1.7176,5.8658,2.4397,3.786,3.3216,2393.2671,180.2447287
66,94.0,67.0,2.845,1.9739,1.2813,3.3605,2.1429,Sports,1.2353,5.0355,2.6201,3.1581,3.1385,2224.8966,180.15264489999998
67,94.0,68.0,3.8082,1.3604,3.8822,2.6638,2.6971,High-Performance,0.5789,5.2564,2.9556,3.1167,2.591,2157.1374,179.9708537
68,94.0,69.0,2.399,1.4426,1.4484,2.8682,2.3686,Sports,0.8904,5.3021,2.2488,3.5873,2.0847,2038.3408,179.7508359
69,94.0,70.0,3.0195,1.8022,2.6593,3.3882,2.2166,High-Performance,1.8316,5.4109,2.8201,4.6576,2.8674,2105.2066,179.4435766
70,94.0,71.0,3.3353,1.2329,1.8984,2.0354,2.2371,Economy,0.1311,5.9064,2.3841,4.5972,3.8679,2139.4813,179.10494820000002
71,94.0,72.0,3.4730000000000003,1.837,3.295,2.6729,2.354,High-Performance,0.6258,5.9662,2.541,4.7058,2.5158,2229.5887,178.8186851
72,94.0,73.0,2.2694,1.3904,3.9462,3.6431,2.9788,High-Performance,1.2607,5.8755,2.2016,3.6542,3.4246,2437.1242,178.8056514
73,94.0,74.0,3.3524,1.236,1.7873,2.6868,2.9109,Sports,0.6007,5.856,2.8964,4.1047,3.0279,2545.7926,178.8933212
74,94.0,75.0,2.9794,1.9917,3.0811,3.0644,2.256,Economy,0.0483,5.4239999999999995,2.5601,4.5811,3.3322,2591.6462,179.06023150000001
75,94.0,76.0,3.6316,1.4066,1.5292,3.1691,2.3906,High-Performance,0.214,5.4296,2.6830000000000003,4.1813,2.0072,2322.7257,178.8417497
76,94.0,77.0,2.3214,1.5605,3.7309,3.8124,2.9593,High-Performance,1.3662,5.3768,2.0659,3.64,2.1319999999999997,2196.3104,178.5434497
77,94.0,78.0,2.2018,1.1192,2.7431,2.2936,2.1081,High-Performance,0.2328,5.0636,2.0793,3.9052,3.4674,2117.8431,178.2032188
78,94.0,79.0,2.4918,1.7387,3.1001,2.8957,2.4575,High-Performance,1.4273,5.4211,2.011,3.8043,2.5624,2000.9118,177.7608957
79,94.0,80.0,3.1245,1.6387,3.4549,2.7404,2.5643,Economy,1.19,5.1842,2.7119999999999997,4.2506,3.7619,2048.5772,177.4928884
80,94.0,81.0,3.3048,1.7393,2.798,3.6204,2.2407,Economy,0.8392,5.5056,2.449,3.3336,3.0914,2044.388,177.1602948
81,94.0,82.0,3.7371,1.2123,1.9682,2.8203,2.841,Economy,1.4021,5.6192,2.4589,4.1878,3.1133,2253.9468,177.2069141
82,94.0,83.0,3.4679,1.6644,3.0552,3.0855,2.2025,High-Performance,1.5403,5.9394,2.8277,3.0569,2.5804,2223.377,177.2886636
83,94.0,84.0,3.9906,1.089,2.3181,3.4539999999999997,2.3002,High-Performance,1.953,5.5021,2.6188,4.8235,2.9958,2352.3077,177.6240355
84,94.0,85.0,3.3336,1.9059,2.2757,3.7088,2.6331,Sports,0.7953,5.1465,2.7693,4.5832,2.278,2137.172,177.66975689999998
85,94.0,86.0,3.9803,1.6321,2.0707,2.144,2.861,Economy,1.7987,5.0066,2.9495,4.5635,3.8675,2194.1323,177.742656
86,94.0,87.0,2.8692,1.7275,3.5794,3.9463,2.2675,High-Performance,1.2831,5.9216,2.0222,3.5619,2.5194,2086.0456,177.6138245
87,94.0,88.0,3.0353,1.9485,1.2681,3.2991,2.6264,High-Performance,0.4194,5.7918,2.9506,3.0747,2.6339,2186.7555,177.3748591
88,94.0,89.0,2.7441,1.6337,3.3802,3.7388,2.1512,High-Performance,0.0302,5.5895,2.822,4.2476,3.8812,2236.0675,177.0818934
89,94.0,90.0,3.4242,1.8612,1.072,3.2439999999999998,2.5031,Economy,1.0493,5.9038,2.6151,3.2591,3.497,2260.2577,176.7646154
90,94.0,91.0,2.2745,1.7937,1.9352,3.3959,2.096,Sports,1.5227,5.5219,2.6908,3.4545,3.0329,2164.5266,176.6224922
91,94.0,92.0,3.0259,1.0811,3.438,2.349,2.9779,Sports,1.6765,5.4825,2.1917,4.2477,3.1259,2228.9104,176.670723
92,94.0,93.0,2.7509,1.7687,2.8648,3.2255,2.9156,Sports,1.679,5.6028,2.6281,4.0132,3.5626,2300.7903,176.8744673
93,94.0,94.0,3.6459,1.4513,3.4613,2.0118,2.4755,Economy,0.6023,5.8389999999999995,2.9471,3.5403,2.4807,2123.5962,177.012697
94,94.0,95.0,2.4278,1.1096,1.6359,3.5194,2.3118,Sports,0.2495,5.9275,2.7721,4.3633,2.3212,2136.8131,177.11194949999998
95,94.0,96.0,3.7068,1.9304,2.0089,2.892,2.1742,High-Performance,1.8835,5.3708,2.7138,3.4922,2.9864,2111.5421,177.1943406
96,94.0,97.0,3.6665,1.7079,2.6964,2.6618,2.7897,High-Performance,1.4005,5.2858,2.8306,4.2823,3.3819,2050.6252,177.0073622
97,94.0,98.0,3.0572,1.7407,3.3146,2.4364,2.1712,Economy,0.2027,5.5491,2.2014,4.4704,3.2586,2032.2501,176.8302174
98,94.0,99.0,2.5216,1.023,3.3545,3.8385,2.1315,Economy,0.3366,5.907,2.1987,3.5196,2.3886,2026.1837,176.5152679
99,94.0,100.0,3.7496,1.4923,2.3367,2.6211,2.9975,Economy,1.7883,5.7357,2.4553,4.9516,3.3648,2239.9839,176.6351433
100,94.0,101.0,2.6466,1.8765,3.1828,3.4129,2.432,Sports,0.5839,5.6694,2.4142,4.3449,3.9252,2322.3023,176.7779278
101,94.0,102.0,3.0912,1.7576,2.226,3.6183,2.5648,Sports,1.8496,5.9424,2.4524,4.5112,2.1443,2220.0291,176.927371
102,94.0,103.0,3.0639,1.3471,1.9299,3.65,2.8773,Sports,1.0444,5.6712,2.2139,3.1571,3.8551,2268.6256,177.0260032
103,94.0,104.0,2.0045,1.8261,1.7708,2.0801,2.1614,High-Performance,1.3196,5.0447,2.2282,4.7045,3.6515,2287.5864,177.089095
104,94.0,105.0,3.6639999999999997,1.6139,3.0084,2.8114,2.2206,Sports,0.4795,5.4978,2.1463,3.3428,2.0131,2019.0508,176.8612571
105,94.0,106.0,3.1195,1.618,1.959,3.1239999999999997,2.6886,Economy,1.3176,5.6105,2.7274,3.028,2.2939,1859.9522,176.5714511
106,94.0,107.0,2.7192,1.8666,1.6545,3.9036,2.1133,High-Performance,1.8374,5.7473,2.4274,3.3734,3.8168,1959.3475,176.3167515
107,94.0,108.0,3.6508,1.6979,3.6591,3.7312,2.4318,Sports,0.8037,5.088,2.7961,3.7049,2.6049,1780.5548,175.8106732
108,94.0,109.0,3.1348,1.6737,2.6625,2.1938,2.0457,Sports,0.237,5.5093,2.2629,3.342,3.1385,1689.8607,175.3896827
109,94.0,110.0,2.7351,1.3739,2.25,3.4231,2.9756,Sports,0.6568,5.483,2.3802,4.8021,3.8274,1923.8499,175.1949886
110,94.0,111.0,3.7703,1.2648,2.3885,3.0396,2.7516,Economy,1.5276,5.5186,2.6158,3.2215,3.0204,1948.6013,175.0470075
111,94.0,112.0,2.4952,1.93,1.9542,3.037,2.7502,Sports,0.9687,5.843999999999999,2.1192,4.2842,3.4574,1999.588,175.009107
112,94.0,113.0,3.0739,1.8189,3.6395,2.7989,2.5105,Sports,1.1146,5.0172,2.4108,3.7161,2.5449,1977.7398,174.9698397
113,94.0,114.0,2.6506,1.5992,3.6752,2.6925,2.7481,High-Performance,1.0911,5.0121,2.4783,4.0223,2.3818,1866.8362,174.8266238
114,94.0,115.0,2.5743,1.9038,1.3381,3.8537,2.5131,High-Performance,1.5492,5.0259,2.0164,3.2032,3.2693,1691.7796,174.2891736
115,94.0,116.0,3.1356,1.6443,1.1949,3.116,2.1231,Economy,0.6321,5.874,2.6821,3.4337,3.863,1755.6187,173.7347004
116,94.0,117.0,3.4560000000000004,1.3801,2.2326,2.4339,2.1707,Sports,1.929,5.0822,2.2014,4.1866,3.1311,1742.7221,173.2704392
117,94.0,118.0,3.9593,1.5611,2.4208,2.7702,2.0125,Sports,0.3715,5.4758,2.3241,3.158,3.9744,1862.6691,172.8787005
118,94.0,119.0,2.7447,1.892,3.8295,2.9330000000000003,2.8542,Sports,0.7113,5.325,2.0078,3.3116,2.0059,1766.1274,172.3730651
119,94.0,120.0,2.4901,1.9511,2.4558,3.596,2.6354,High-Performance,0.3948,5.6637,2.7709,3.2572,2.2569999999999997,1783.2869,172.1529754
120,94.0,121.0,2.7506,1.2717,1.3418,2.972,2.4978,Sports,1.6005,5.2176,2.4138,3.9533,3.3355,1688.3013,171.9961926
121,94.0,122.0,2.2798,1.6149,3.065,3.9701,2.3906,High-Performance,0.5655,5.1501,2.7456,4.1698,3.7286,1646.1196,171.6981852
122,94.0,123.0,2.5906,1.6884,3.2555,2.7586,2.9753,Economy,1.5305,5.0142,2.7446,4.513,2.6131,1558.2620000000002,171.4904078
123,94.0,124.0,2.7273,1.3088,3.1783,2.7510000000000003,2.6702,Sports,1.7241,5.6124,2.9542,4.5916,3.5572,1822.45,171.642872
