,Engine ID,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11,Cost
0,45.0,1.0,2.2335,1.1774,2.0458,3.1991,2.9469,High-Performance,0.4166,5.6706,2.8995,4.0734,3.6454,115.2003,10.0
1,45.0,2.0,2.3877,1.4015,1.9665,3.8857,2.9132,Economy,0.0472,5.3185,2.5436,3.1609,3.0928,376.4623,10.0
2,45.0,3.0,2.6132,1.9939,2.9913,2.3680000000000003,2.5176,Economy,0.6871,5.4788,2.7699,4.5554,3.6346,704.8173,10.0
3,45.0,4.0,2.5434,1.5222,1.7483,2.5975,2.0683,High-Performance,0.0989,5.8135,2.7166,3.0083,3.3365,1093.6024,10.0
4,45.0,5.0,3.3777,1.2995,2.6711,2.3762,2.1792,Economy,0.8472,5.8937,2.3966,3.9212,2.68,1393.92,10.0
5,45.0,6.0,3.0333,1.4412,3.7849,3.5076,2.2411,Sports,0.0788,5.0251,2.5067,4.5403,2.6034,1418.4013,10.0
6,45.0,7.0,2.9035,1.7096,1.9987,2.4206,2.335,Economy,0.4332,5.3669,2.765,3.5316,2.1342,1453.2373,10.0
7,45.0,8.0,2.0753,1.5661,1.5630000000000002,3.5191,2.3097,High-Performance,0.1857,5.2865,2.114,4.379,3.1601,1242.2162,10.0
8,45.0,9.0,2.9559,1.4626,1.6977,3.6889,2.8863,Sports,1.965,5.569,2.0180000000000002,4.0654,2.3136,1144.8242,10.0
9,45.0,10.0,2.4482,1.8673,1.4641,3.7863,2.1659,Sports,0.069,5.6189,2.5758,4.3816,3.4425,1219.9213,10.0
10,45.0,11.0,3.7561,1.2127,1.0499,3.7209,2.7439,Economy,1.9527,5.8128,2.761,3.4555,2.7613,1133.6224,10.0
11,45.0,12.0,3.6289999999999996,1.5587,2.7567,2.7039999999999997,2.1994,Economy,0.3523,5.3882,2.5033,3.3055,3.8074,1189.4360000000001,10.0
12,45.0,13.0,3.6991,1.7517,1.7162,3.17,2.8968,Sports,1.2307,5.1152,2.0783,3.2585,3.4435,1198.0532,10.0
13,45.0,14.0,2.1276,1.4302,2.78,2.7087,2.2089,High-Performance,1.2662,5.8944,2.1412,4.4801,3.1671,1201.9260000000002,10.0
14,45.0,15.0,2.4056,1.2611,1.8496,2.2452,2.8543,High-Performance,1.8175,5.8482,2.7385,4.4067,2.7110000000000003,1224.3523,84.8368186
15,45.0,16.0,2.6868,1.2394,1.137,3.5423,2.0869,High-Performance,1.7998,5.6953,2.4321,4.6239,3.9222,1263.1004,86.0005762
16,45.0,17.0,3.1069,1.5094,3.6718,2.9351,2.5140000000000002,Economy,1.2173,5.4754,2.2085,4.5362,3.5889,1193.7534,86.8369132
17,45.0,18.0,3.3546,1.375,3.7617,2.7342,2.9484,Sports,0.3789,5.7852,2.4222,4.8335,3.3554,1370.7558,87.519191
18,45.0,19.0,2.0805,1.1558,2.2515,3.1836,2.2999,Sports,1.9106,5.6353,2.9526,4.8403,3.6095,1390.7471,87.8358018
19,45.0,20.0,2.9236,1.0473,1.0655,3.2085,2.2619,Sports,0.6868,5.266,2.3263,3.4584,3.6001,1298.9048,87.7539886
20,45.0,21.0,3.0105,1.0088,2.6246,2.3403,2.8793,Sports,1.9314,5.4815,2.2978,4.8933,3.9295,1332.2064,87.68442830000001
21,45.0,22.0,3.3622,1.4689,2.9543,2.1355,2.8738,High-Performance,1.8122,5.9037,2.0897,3.1133,2.9121,1311.4795,87.56069790000001
22,45.0,23.0,2.115,1.0275,1.2521,2.1218,2.8373,High-Performance,0.9208,5.8918,2.293,3.8719,2.0579,1122.1581,87.4538704
23,45.0,24.0,3.5347,1.6544,2.1208,2.2885,2.6788,High-Performance,0.4916,5.6653,2.8456,4.1961,2.0565,1059.3304,87.38228649999999
24,45.0,25.0,2.5716,1.2823,2.5768,2.8721,2.8971,Sports,1.1467,5.6212,2.0695,3.17,2.7592,1118.1412,87.29465330000001
25,45.0,26.0,2.0511,1.6271,1.4259,3.4751,2.8641,High-Performance,0.3089,5.5109,2.8643,3.0872,2.5678,1082.0610000000001,87.2546475
26,45.0,27.0,3.0667,1.9658,3.4688,3.5257,2.495,Economy,1.5831,5.8199,2.884,4.5948,3.0313,1167.6855,87.2521276
27,45.0,28.0,2.6954,1.1796,2.2066,3.449,2.4769,Economy,0.5707,5.2615,2.515,4.0946,2.3583,1258.0175,87.3255395
28,45.0,29.0,2.6732,1.7408,1.6489,2.6558,2.4123,Economy,1.6514,5.0483,2.5659,4.2415,3.9104,1246.7102,87.38566780000001
29,45.0,30.0,2.7915,1.2701,1.6152,2.6787,2.4443,High-Performance,1.2145,5.2283,2.2876,4.7997,2.1538,1129.5552,87.3042167
30,45.0,31.0,2.6948,1.1455,3.2406,2.3079,2.678,Economy,0.4791,5.0506,2.3289,3.653,3.3964,1208.5205,87.2624459
31,45.0,32.0,3.9526,1.0129,2.3064,3.1646,2.1146,Economy,0.9143,5.9446,2.1299,3.2187,2.8634,1074.7707,87.1553217
32,45.0,33.0,3.4279,1.8529,2.6941,3.977,2.6281,High-Performance,1.7032,5.4436,2.4836,4.7204,2.9697,1082.503,86.8830203
33,45.0,34.0,2.031,1.0595,2.4898,2.5980000000000003,2.2041,High-Performance,0.8225,5.1746,2.8481,3.4847,3.7666,1156.3342,86.66016669999999
34,45.0,35.0,3.3082,1.8106,2.7162,2.6453,2.2579,Sports,1.8534,5.7646,2.3963,3.4749,3.7764,1294.1186,86.6745399
35,45.0,36.0,3.8729,1.5697,1.8269,2.2938,2.3852,High-Performance,0.7222,5.6889,2.9473,3.1895,2.1103,1248.8768,86.60242
36,45.0,37.0,2.6354,1.9918,2.7303,3.5065,2.3015,Economy,1.8867,5.3031,2.3642,4.1668,2.7372,1309.417,86.61635530000001
37,45.0,38.0,2.5062,1.7095,1.3628,2.8022,2.9826,High-Performance,0.3737,5.0024,2.625,4.8097,2.4107,1231.6268,86.74301969999999
38,45.0,39.0,3.9673,1.6127,2.8791,2.4561,2.9084,Economy,1.1451,5.4303,2.8009,3.6239,3.9546,1258.7386,86.960674
39,45.0,40.0,3.0086,1.9119,2.5359,3.7262,2.2524,Economy,0.2039,5.4412,2.8314,4.5657,3.9124,1297.7887,87.1587446
40,45.0,41.0,2.1993,1.3044,1.8329,3.9662,2.5388,Sports,0.6342,5.3969,2.0822,4.5874,3.2072,1242.5041,87.3361548
41,45.0,42.0,3.0265,1.6012,3.1086,2.5443,2.7965,Economy,1.4834,5.8547,2.9822,4.5071,2.3576,1224.8522,87.4061485
42,45.0,43.0,3.6276,1.6162,1.7063,2.8145,2.2591,Sports,0.1076,5.382000000000001,2.7656,3.2652,2.4279,1346.3656,87.508661
43,45.0,44.0,2.4612,1.5541,2.2587,3.7784,2.0069,Economy,0.6478,5.244,2.8468,4.6435,3.8262,1243.2194,87.52088930000001
44,45.0,45.0,3.2651,1.9608,3.6535,2.1652,2.9864,High-Performance,0.5737,5.8244,2.7874,3.958,2.6127,1253.5511,87.6631887
