,Engine ID,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11,Cost
0,101.0,1.0,2.3033,1.8980000000000001,3.0945,2.4522,2.2653,High-Performance,0.0005,5.1596,2.9702,4.9695,2.6774,187.6656,10.0
1,101.0,2.0,3.9364,1.7416,2.9299,2.3625,2.9375,Sports,1.3669,5.63,2.3916,3.5412,2.6491,524.868,10.0
2,101.0,3.0,2.1001,1.6189,1.6207,3.7804,2.3027,High-Performance,1.5823,5.9262,2.0785,4.5557,2.9478,980.8338,10.0
3,101.0,4.0,3.0893,1.7978,3.3332,3.9031,2.8289,Sports,0.7257,5.97,2.2398,4.2139,3.7693,1765.4229999999998,10.0
4,101.0,5.0,2.6983,1.521,2.7411,2.7711,2.6663,High-Performance,1.8237,5.1852,2.5411,3.0695,2.2384,2332.9595,10.0
5,101.0,6.0,2.7451,1.5458,2.7396,3.5068,2.8721,Economy,0.07,5.1914,2.8965,3.8097,3.2453,2212.6963,10.0
6,101.0,7.0,2.489,1.8391,2.6968,3.6928,2.6405,High-Performance,0.1872,5.6253,2.6041,3.7596,2.9008,2281.0691,10.0
7,101.0,8.0,3.4707,1.3108,3.0473,2.7275,2.7456,High-Performance,0.1796,5.7862,2.908,3.2771,3.2303,2055.6604,10.0
8,101.0,9.0,2.6338,1.6724,2.8810000000000002,2.0612,2.468,High-Performance,0.1062,5.617000000000001,2.5084,3.3591,3.8722,1950.7015,10.0
9,101.0,10.0,3.3041,1.6634,3.2504,3.5662,2.4376,Sports,0.9188,5.2353,2.3831,3.9003,2.6554,2072.1341,10.0
10,101.0,11.0,2.6175,1.3885,1.8059,3.1489999999999996,2.4916,High-Performance,1.3731,5.7069,2.2154,4.6916,3.0954,2181.2027,10.0
11,101.0,12.0,3.4558,1.8595,3.5381,3.3366,2.4645,Economy,1.0481,5.5929,2.2781,3.5555,3.1126,2080.8158,10.0
12,101.0,13.0,3.1618,1.5458,3.9951,3.5209,2.7286,Sports,1.3179,5.4789,2.7784,4.2031,2.1683,2200.2656,10.0
13,101.0,14.0,3.1121,1.46,1.3288,2.5305,2.0225,Economy,0.1992,5.4155,2.3922,3.6126,3.6053,2272.6541,10.0
