,Engine ID,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11,Cost
0,182.0,1.0,3.5531,1.7280000000000002,1.5312,3.3879,2.5624,Sports,1.3545,5.492000000000001,2.1958,4.4413,2.4806,130.3812,10.0
1,182.0,2.0,3.9234,1.3483,3.4967,2.1386,2.1894,High-Performance,1.7323,5.8152,2.3271,4.9212,3.1841,373.8786,10.0
2,182.0,3.0,3.8674,1.0469,2.6487,3.1093,2.2705,Sports,0.0801,5.0904,2.2993,4.7927,3.0912,703.3068,10.0
3,182.0,4.0,3.6236,1.1436,1.5728,2.3812,2.4981,Economy,1.6807,5.6864,2.4138,4.0221,2.8432,1167.9668,10.0
4,182.0,5.0,2.0246,1.1844,3.0789999999999997,2.0329,2.3355,High-Performance,0.1829,5.127000000000001,2.8058,3.4708,2.4757,1345.7929,10.0
5,182.0,6.0,2.8929,1.4878,2.6475,2.6115,2.0776,Sports,1.075,5.3752,2.5304,4.3452,2.5795,1391.5054,10.0
6,182.0,7.0,3.9247,1.7228,2.4946,2.5315,2.4314,High-Performance,1.6659,5.9365,2.5609,3.8933,3.7414,1319.4406,10.0
7,182.0,8.0,3.0269,1.5991,3.6981,3.5924,2.3675,Sports,0.1099,5.445,2.3313,3.3747,2.8960000000000004,1269.0692,10.0
8,182.0,9.0,2.5286,1.1155,1.953,3.2632,2.089,Economy,0.5129,5.6531,2.3946,3.1941,2.4993,1317.3592,10.0
9,182.0,10.0,3.0944,1.4275,3.0417,2.4354,2.391,Economy,1.1013,5.8667,2.4463,4.141,3.7479,1372.6607,10.0
10,182.0,11.0,3.6069,1.5618,1.3433,2.7714,2.287,Sports,1.3999,5.6276,2.918,3.9252,2.415,1443.2071,10.0
11,182.0,12.0,3.4197,1.3465,2.7137,3.5861,2.7898,High-Performance,0.6302,5.0602,2.9689,4.5134,2.4983,1423.1534,10.0
12,182.0,13.0,3.2877,1.5979,3.1630000000000003,3.3979,2.7239999999999998,Sports,1.7246,5.1738,2.7233,3.0313,3.1474,1435.7181,10.0
13,182.0,14.0,2.4958,1.5330000000000001,3.7113,3.3986,2.9148,Sports,1.9097,5.6439,2.8604,4.1611,3.4432,1522.1838,10.0
14,182.0,15.0,3.3083,1.3171,1.8817,3.0547,2.4982,Economy,0.9736,5.5642,2.9485,3.886,3.5859,1528.7094,294.0403237
15,182.0,16.0,2.5426,1.722,2.6827,2.7309,2.3617,Economy,1.3988,5.5348,2.948,4.602,2.8531,1453.1048,295.3786971
16,182.0,17.0,3.9046,1.9445,3.5876,2.8388,2.0004,Economy,1.078,5.4258,2.1538,4.3075,2.6979,1528.0793,296.5467604
17,182.0,18.0,2.6444,1.5119999999999998,2.4637,3.0926,2.3675,Sports,1.3090000000000002,5.3979,2.1408,3.1327,3.8664,1465.1393,297.3232234
18,182.0,19.0,2.5783,1.237,1.5583,3.2683,2.6184,High-Performance,0.5403,5.1249,2.8096,4.7232,3.1922,1280.8754,297.450917
19,182.0,20.0,2.1139,1.2276,2.7354,2.4665,2.3053,High-Performance,1.2371,5.3393,2.0021,3.7728,3.4593,1236.9952,297.35906
20,182.0,21.0,3.0605,1.2035,3.1079,2.9099,2.557,Economy,1.5209,5.018,2.827,4.5186,2.1152,1301.4064,297.2851769
21,182.0,22.0,3.5053,1.6448,3.1793,2.5575,2.0176,Economy,0.7576,5.3066,2.5489,4.553999999999999,2.4424,1252.2361,297.2305834
22,182.0,23.0,3.549,1.0024,3.8681,3.9972,2.8521,Economy,1.0642,5.1521,2.2506,3.7675,2.7979,1339.0516,297.317426
23,182.0,24.0,3.802,1.3811,2.0439,2.0339,2.9287,Sports,0.7401,5.4229,2.4361,4.6049,2.2995,1412.6199,297.4301765
24,182.0,25.0,3.3004,1.9913,3.6054,3.6601,2.2161,High-Performance,1.3428,5.0241,2.4093,3.3704,2.5636,1538.3381,297.6106442
25,182.0,26.0,3.2310000000000003,1.942,1.9536,3.8160000000000003,2.767,High-Performance,1.9992,5.0872,2.2353,3.0638,3.9185,1643.5738,297.8281684
26,182.0,27.0,3.8131,1.7082,2.3572,3.2374,2.2761,High-Performance,1.365,5.8785,2.0580000000000003,4.4669,2.3672,1587.8651,298.0078809
27,182.0,28.0,2.4342,1.0073,1.7956,2.6053,2.4338,High-Performance,1.3279,5.8258,2.1592,3.7085,2.3892,1416.8854,297.9997641
