,Engine ID,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11,Cost
0,60.0,1.0,3.8668,1.2145,3.5618,3.1010000000000004,2.597,Sports,0.2286,5.6214,2.0128,4.612,3.7852,180.2038,10.0
1,60.0,2.0,2.5617,1.0964,1.4515,3.5991,2.6035,Economy,0.2932,5.6082,2.2597,3.7871,2.7735,434.5638,10.0
2,60.0,3.0,3.9426,1.6888,1.4947,2.6082,2.7402,Economy,0.1269,5.2294,2.5583,3.7097,3.0446,635.7977,10.0
3,60.0,4.0,3.6154,1.2709,3.8255,3.3965,2.3524,High-Performance,1.3427,5.4268,2.3464,4.4193,2.0579,1191.6688,10.0
4,60.0,5.0,3.656,1.6613,1.5363,2.5632,2.5712,Sports,1.1587,5.8982,2.9695,3.3913,2.199,1758.2611,10.0
5,60.0,6.0,2.0207,1.4204,2.4995,3.4044,2.6995,Economy,0.2629,5.7109,2.9625,3.7781,2.6974,1462.0522,10.0
6,60.0,7.0,3.8497,1.2304,1.8372,3.4044,2.1981,Sports,0.4618,5.3671,2.0158,3.3178,2.9548,1537.954,10.0
7,60.0,8.0,2.0565,1.9523,1.0151,2.7529,2.204,Sports,0.626,5.4375,2.1069,3.6691,3.861,1464.3584,10.0
8,60.0,9.0,2.1395,1.969,3.4874,3.6028,2.7554,Economy,1.3627,5.2138,2.1191,3.3941,3.9479,1274.2126,10.0
9,60.0,10.0,3.9576,1.7426,1.8338,2.2737,2.3995,Sports,1.1588,5.2407,2.115,4.4734,2.8219,1477.2819,10.0
10,60.0,11.0,2.9181,1.5897,3.872,3.964,2.4571,High-Performance,0.4027,5.5995,2.747,4.6747,2.4447,1494.4977,10.0
11,60.0,12.0,2.8542,1.7253,1.7404,2.1167,2.6388,Sports,0.6096,5.1747,2.3921,4.8221,3.6737,1613.9282,10.0
12,60.0,13.0,2.267,1.9289,2.2846,3.9152,2.3541,Economy,1.5475,5.436,2.3477,3.1794,3.614,1598.4176,10.0
13,60.0,14.0,3.9461,1.6903,3.1236,3.7532,2.9658,High-Performance,0.6329,5.2883,2.3754,4.2216,3.7413,1716.2547,10.0
14,60.0,15.0,3.3278,1.4134,3.5683,2.1584,2.3645,Economy,0.2431,5.7507,2.7481,4.7707,2.2395,1933.1899,111.2344772
15,60.0,16.0,2.0377,1.6374,1.9521,2.045,2.5781,Sports,1.4135,5.3264,2.0449,4.6211,3.4444,1672.0248,112.7377977
16,60.0,17.0,3.9896,1.3123,2.7622,2.5128,2.7525,Sports,0.0443,5.3895,2.4776,4.8509,2.0042,1719.8299,114.0401258
17,60.0,18.0,3.8526,1.5943,2.1075,3.9498,2.4399,Economy,0.4382,5.6579999999999995,2.1449,4.4301,2.4576,1907.2161,115.3284737
18,60.0,19.0,3.0096,1.1602,1.0365,3.4394,2.4819,High-Performance,1.7895,5.1774,2.1536,3.883,3.1565,1715.0232,115.8640619
19,60.0,20.0,3.4971,1.9397,2.7541,3.2138,2.6068,Sports,1.4887,5.6452,2.5188,3.5515,2.7216,1586.2809,115.7094143
20,60.0,21.0,2.4082,1.7605,2.718,2.0494,2.5791,High-Performance,0.6596,5.6481,2.6799,3.0712,3.0158,1596.4759,115.8579715
21,60.0,22.0,3.2394,1.4162,2.1533,3.3205,2.0315,Economy,0.4378,5.4916,2.2067,3.9445,2.4928,1445.8512,115.7809659
22,60.0,23.0,3.2631,1.3768,3.4426,3.915,2.4635,High-Performance,1.1842,5.0461,2.7149,3.3297,2.0983,1358.9809,115.6937413
23,60.0,24.0,3.3795,1.8712,3.085,3.2824,2.7472,Economy,1.2217,5.1406,2.4257,3.1582,2.4166,1497.9455,115.9312106
24,60.0,25.0,3.2628,1.0586,1.0159,3.3903,2.7229,Sports,1.2024,5.6086,2.2983,4.1451,2.5515,1437.3218,115.9054899
25,60.0,26.0,2.3483,1.7736,1.0169,3.8896,2.6737,Sports,0.0879,5.8169,2.9348,3.6315,2.5976,1315.4974,115.7375909
26,60.0,27.0,2.6569,1.1789,3.9477,3.7526,2.8129,Sports,0.62,5.3555,2.2245,4.4032,3.0431,1458.2939,115.5992043
27,60.0,28.0,3.1209,1.1888,2.8962,3.5039999999999996,2.4136,Sports,1.4959,5.7259,2.1302,3.5899,3.7073,1520.44,115.537125
