,Engine ID,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11,Cost
0,287.0,1.0,2.1181,1.2009,2.7603,2.481,2.7889999999999997,High-Performance,0.3922,5.5153,2.7093,3.8863,3.8169,80.5844,10.0
1,287.0,2.0,3.3549,1.7111,2.0641,3.5656,2.0208,Economy,1.5707,5.5662,2.5415,4.2543,3.8788,229.3155,10.0
2,287.0,3.0,2.2404,1.2283,1.0686,2.7016,2.7542,High-Performance,0.9562,5.4177,2.7696,4.4256,3.1952,404.5779,10.0
3,287.0,4.0,2.5716,1.4096,3.085,3.6686,2.3818,Economy,0.9995,5.2621,2.8105,4.8411,2.5624,697.1437,10.0
4,287.0,5.0,2.415,1.1013,1.6488,2.2063,2.41,Sports,0.5008,5.6904,2.5218,3.8768,2.4916,930.8431,10.0
5,287.0,6.0,3.4734,1.2946,3.738,2.069,2.6839999999999997,High-Performance,0.6409999999999999,5.8507,2.6162,3.2818,2.0871,911.6068,10.0
6,287.0,7.0,2.8615,1.1842,2.0814,2.6534,2.6105,High-Performance,1.2155,5.1229,2.3328,4.3146,2.1324,921.4209,10.0
7,287.0,8.0,3.0877,1.0119,1.2282,2.0936,2.4278,Sports,0.9433,5.7527,2.5016,3.8055,2.072,857.4541,10.0
8,287.0,9.0,3.7671,1.1338,3.0882,3.8097,2.7318,High-Performance,0.4466,5.5627,2.5562,4.2453,3.467,804.2001,10.0
9,287.0,10.0,3.6744,1.7529,1.5181,2.1045,2.4164,High-Performance,1.649,5.0091,2.2299,4.3322,2.9343,871.4378,10.0
10,287.0,11.0,3.5554,1.0462,3.8267,2.7923,2.3028,Economy,1.0434,5.2777,2.0487,3.6931,3.3122,864.1335,10.0
11,287.0,12.0,3.6893,1.19,1.0386,3.2904,2.4722,Sports,0.5287,5.834,2.8456,3.2782,2.6289,816.5231,10.0
12,287.0,13.0,2.6965,1.2608,2.4668,2.1256,2.2116,Economy,0.7829999999999999,5.1322,2.3075,4.8641,3.2628,884.1169,10.0
13,287.0,14.0,3.0738,1.4681,1.102,3.9471,2.6952,Economy,0.4794,5.7558,2.2663,4.8493,3.7717,912.8089,10.0
14,287.0,15.0,3.0455,1.766,3.6033,3.8749,2.0738,Economy,0.8709,5.4254,2.432,3.9466,2.2662,862.4069,446.4071004
15,287.0,16.0,3.6407,1.0001,1.4252,2.7849,2.8246,High-Performance,0.5211,5.5528,2.4285,4.3991,3.0239,910.0792,447.2515268
16,287.0,17.0,3.9035,1.7235,3.1285,3.4875,2.5348,Sports,1.0262,5.4783,2.5039,4.8077,3.1026,1035.2034,448.07358320000003
17,287.0,18.0,3.6885,1.7737,3.4554,2.1225,2.9938,Sports,0.4703,5.8946,2.3993,3.0727,3.4036,940.2419,448.6267642
18,287.0,19.0,2.8560000000000003,1.2171,3.0869,3.7163,2.2147,Economy,0.6779,5.1894,2.1125,4.9256,2.6666,956.6309,448.9003222
19,287.0,20.0,2.8224,1.6047,2.8396,3.2155,2.7647,Economy,0.8595,5.3706,2.5052,4.2648,3.2723,973.3923,448.9625279
20,287.0,21.0,2.7460000000000004,1.7843,3.1829,3.8327,2.8669,Economy,1.0402,5.4743,2.1129,4.954,3.1210000000000004,1003.2657,449.0725662
21,287.0,22.0,2.9738,1.0461,3.5193,3.7658,2.3406,Sports,1.4948,5.3119,2.6830000000000003,4.7544,2.6308,977.5345,449.1476911
22,287.0,23.0,2.5719,1.1769,1.7851,3.1096,2.7006,High-Performance,0.2723,5.372000000000001,2.9895,4.1212,3.8912,974.3339,449.2826369
23,287.0,24.0,3.8496,1.8539,2.6274,2.9466,2.8930000000000002,Economy,0.5544,5.6955,2.8372,3.6246,3.6844,934.5764,449.4277714
24,287.0,25.0,3.6746,1.1188,1.7876,3.8775,2.1883,Sports,0.0972,5.1875,2.7159,4.9979,2.6813,966.2182,449.5382576
25,287.0,26.0,3.3881,1.8044,3.5893,2.1727,2.4802,Economy,1.8817,5.5482,2.3599,4.0008,3.3824,937.4917,449.628325
26,287.0,27.0,2.0094,1.8263,2.3929,3.4232,2.6430000000000002,Economy,0.2061,5.178,2.3639,3.5223,2.8049,852.5664,449.6789424
