,Engine ID,cycle,IoT1,IoT2,IoT3,IoT4,IoT5,Mode,IoT6,IoT7,IoT8,IoT9,IoT10,IoT11,Cost
0,30.0,1.0,3.1642,1.1047,3.7657,3.5778,2.4065,High-Performance,1.6202,5.2525,2.1463,4.2556,2.3012,189.5717,10.0
1,30.0,2.0,3.4723,1.4145,3.8124,3.9409,2.3698,High-Performance,1.8871,5.8197,2.3151,3.9925,3.6342,764.4389,10.0
2,30.0,3.0,2.5134,1.06,3.7694,2.3618,2.085,High-Performance,1.0451,5.0569999999999995,2.4131,4.9673,2.9130000000000003,1331.3176,10.0
3,30.0,4.0,3.0887,1.0991,3.0321,3.5008,2.4726,High-Performance,1.5577,5.4879999999999995,2.9456,4.8619,3.7947,2123.0343,10.0
4,30.0,5.0,2.5461,1.2639,2.4062,2.9779,2.6082,High-Performance,1.2173,5.1636,2.0539,4.7362,2.9614,2713.1011,10.0
5,30.0,6.0,3.615,1.3446,3.3474,3.7693,2.4407,Sports,1.6361,5.8284,2.589,3.8659,3.8424,2776.9923,10.0
6,30.0,7.0,3.8666,1.3393,2.4322,2.3908,2.4789,Economy,0.2454,5.794,2.5092,3.8777,2.5108,2912.9707,10.0
7,30.0,8.0,2.4949,1.2979,1.5778,2.428,2.2009,High-Performance,0.6705,5.5168,2.213,3.6694,3.9363,2834.6013,10.0
8,30.0,9.0,2.3058,1.3816,1.2257,3.51,2.5576,High-Performance,1.1282,5.4709,2.608,4.305,2.7022,2756.6755,10.0
9,30.0,10.0,3.9091,1.4555,1.6108,3.9479,2.1832,Economy,0.6661,5.8771,2.3412,4.7496,3.8241,2889.1601,10.0
10,30.0,11.0,2.1605,1.3259999999999998,3.5981,3.0077,2.0859,High-Performance,1.7923,5.0873,2.4738,4.7724,2.0901,2614.8871,10.0
11,30.0,12.0,2.9053,1.5719,2.7083,3.7831,2.0668,Economy,1.8497,5.7469,2.853,4.5727,3.5665,2559.5871,10.0
12,30.0,13.0,2.9689,1.8514,1.3045,2.459,2.6799,High-Performance,0.0439,5.0176,2.4311,3.5051,3.7418,2620.4965,10.0
13,30.0,14.0,3.1317,1.1861,2.8382,3.9259,2.9615,High-Performance,1.7457,5.3456,2.3965,4.0758,3.9965,2625.6739,10.0
14,30.0,15.0,2.3996,1.6561,1.5847,3.0203,2.5943,Sports,1.742,5.3318,2.5539,3.5306,2.0047,2600.2948,80.33554889999999
15,30.0,16.0,2.2817,1.2627,3.1989,2.1627,2.5159,Sports,0.1896,5.2484,2.8582,3.8191,2.8726,2593.3291,82.7511214
16,30.0,17.0,3.3603,1.5569,2.2515,2.4551,2.2864,Sports,1.0975,5.9553,2.4218,4.0751,2.6114,2651.5918,84.64868709999999
17,30.0,18.0,2.0218,1.744,3.6966,2.546,2.9484,Economy,0.9127,5.3874,2.4984,3.4196,2.6747,2592.0353,85.92406930000001
18,30.0,19.0,2.872,1.7827,3.0496,3.622,2.6607,Economy,0.2897,5.2709,2.3935,4.923,2.6024,2564.5889,86.3782492
19,30.0,20.0,2.7455,1.6202,2.3491,3.1888,2.5442,Economy,0.034,5.968,2.489,4.9972,2.2184,2672.7034,86.3530712
20,30.0,21.0,3.1015,1.8526,2.0535,2.549,2.5352,High-Performance,0.091,5.6046,2.1121,3.7375,3.9857,2722.3544,86.30877720000001
21,30.0,22.0,2.6427,1.3972,3.0367,2.6752,2.8868,Sports,1.9481,5.7383,2.4386,4.2642,3.6931,2726.0619,86.1401444
22,30.0,23.0,2.9904,1.0225,3.3045,3.9567,2.985,Sports,0.5158,5.0438,2.844,3.0983,3.7852,2793.8573,86.1179411
23,30.0,24.0,2.8836,1.1584,1.0865,2.6928,2.9598,Economy,0.5682,5.151,2.3876,4.3016,2.9637,2746.7935,86.12201730000001
24,30.0,25.0,2.1384,1.0485,3.1214,2.1269,2.0903,Sports,1.1978,5.7589,2.4674,4.9523,2.5099,2612.353,85.8570574
25,30.0,26.0,3.279,1.1372,1.5995,3.5901,2.0367,Economy,0.6444,5.3346,2.2169,4.9996,2.0493,2642.6463,85.8983098
26,30.0,27.0,2.7075,1.2119,1.9569,3.6291,2.3701,High-Performance,0.7304,5.0767,2.628,3.8249,3.3511,2464.7814,85.8143665
27,30.0,28.0,2.092,1.9280000000000002,3.6568,3.1278,2.5668,High-Performance,1.9062,5.4973,2.6583,3.5667,2.6211,2351.4236,85.5639114
28,30.0,29.0,3.5264,1.3228,2.6847,3.6594,2.3174,Sports,0.5129,5.1275,2.5448,3.9455,3.0825,2515.0567,85.4654146
29,30.0,30.0,3.135,1.3148,2.5001,2.8111,2.469,Sports,1.263,5.9234,2.6517,4.6795,2.544,2565.0429999999997,85.4480364
30,30.0,31.0,3.7728,1.4969,2.7379,2.2069,2.0574,Economy,1.5431,5.1641,2.9968,3.4372,2.9163,2640.5214,85.51214829999999
31,30.0,32.0,3.8715,1.9546,2.8810000000000002,3.0834,2.0465,Sports,0.4888,5.0866,2.197,3.7749,2.5662,2741.7882,85.6172239
32,30.0,33.0,3.1123,1.1119,3.2444,3.9412,2.9335,Economy,1.5957,5.404,2.8215,3.7111,2.1217,2783.1902,85.8255265
33,30.0,34.0,2.5956,1.6122,2.82,3.3921,2.6510000000000002,Sports,0.6134,5.597,2.0109,4.5234,3.0936,2763.9476,86.0393279
34,30.0,35.0,2.5072,1.733,3.5389999999999997,2.1747,2.9802,High-Performance,0.7913,5.3596,2.7306,4.8003,2.7813,2724.4503,86.10731759999999
35,30.0,36.0,3.9042,1.9953,1.3303,3.4417,2.6713,Sports,0.4164,5.346,2.3143,3.3089,2.0572,2793.1719,86.192298
36,30.0,37.0,2.2256,1.8866,2.9423,3.9398,2.7048,Sports,0.1927,5.1024,2.0134,3.4151,2.8927,2625.7718,86.1036024
37,30.0,38.0,2.5612,1.1726,1.2651,2.1578,2.5945,Economy,1.7312,5.9375,2.2061,4.4968,2.6395,2581.1507,85.9031119
38,30.0,39.0,2.4385,1.6863,1.2744,2.5241,2.7008,Economy,0.0077,5.8526,2.0164,3.6263,3.344,2602.4970000000003,85.77313330000001
39,30.0,40.0,2.1535,1.2131,1.7145,3.583,2.5932,Economy,0.3526,5.1797,2.0844,4.0902,2.1327,2429.7664,85.6032318
40,30.0,41.0,3.3589,1.4487,1.6725,2.9245,2.8977,High-Performance,1.6516,5.3359,2.9497,3.7862,2.7281,2446.2481,85.42370009999999
41,30.0,42.0,2.9439,1.9534,1.6280000000000001,3.7146,2.1516,Sports,1.6751,5.9312,2.3335,4.0882,3.3139999999999996,2494.5388,85.4707044
42,30.0,43.0,3.2184,1.3142,2.49,2.1977,2.418,Sports,0.7535,5.5099,2.2189,4.4004,2.6538,2548.0957,85.6799303
43,30.0,44.0,2.4946,1.5396,3.8067,3.3312,2.9952,Economy,0.9690000000000001,5.3067,2.4969,4.2286,3.4031,2555.0309,85.7367522
44,30.0,45.0,2.3529,1.5661,2.3309,2.4425,2.2612,High-Performance,0.3297,5.1854,2.2492,4.6426,2.3114,2488.0623,85.67115179999999
45,30.0,46.0,3.0485,1.1169,2.2826,2.8547,2.4094,Sports,0.5353,5.7406,2.0037,4.8688,2.1511,2474.3795,85.51869210000001
46,30.0,47.0,2.43,1.026,3.1081,2.5425,2.7962,Sports,0.3107,5.8156,2.5393,4.0194,3.4469,2460.3445,85.25233260000002
47,30.0,48.0,3.0831,1.6271,2.7564,2.6913,2.9945,High-Performance,0.6775,5.9794,2.4659,3.0473,3.4272,2565.4198,85.0483146
48,30.0,49.0,2.6627,1.0122,3.4547,2.0883,2.5448,Sports,0.7340000000000001,5.4744,2.4981,3.2475,2.654,2568.0009,84.8648294
49,30.0,50.0,2.2459,1.8403,2.8992,3.9549,2.492,High-Performance,0.5629,5.6595,2.9983,4.8173,2.3942,2565.604,84.7214504
50,30.0,51.0,3.1435,1.2101,3.9135,3.5485,2.3553,Sports,0.5634,5.1299,2.6786,4.5218,2.036,2556.3234,84.5019169
51,30.0,52.0,2.2747,1.5375,1.5269,2.8678,2.0409,Sports,1.9099,5.5846,2.9805,3.3371,2.7039,2369.4982,84.2600917
52,30.0,53.0,3.2414,1.2999,2.7177,2.5862,2.6574,High-Performance,0.6629,5.8823,2.4728,4.2537,2.5278,2417.7747,84.11325550000001
53,30.0,54.0,3.9262,1.0953,3.3487,2.8227,2.5286,Economy,1.3289,5.6601,2.4818,4.8671,2.2975,2608.8856,84.1395299
54,30.0,55.0,2.5833,1.8866,3.0389999999999997,2.2228,2.1904,High-Performance,1.7107,5.9413,2.7849,3.1776,3.6239999999999997,2560.7017,84.28952890000001
55,30.0,56.0,2.4712,1.5569,2.0468,2.6860000000000004,2.6449,High-Performance,0.8065,5.4195,2.9445,3.142,3.5912,2541.7062,84.39854270000001
56,30.0,57.0,3.1466,1.1929,1.1013,2.0781,2.2383,High-Performance,1.004,5.4167,2.8008,4.8580000000000005,3.8616,2555.4643,84.472433
57,30.0,58.0,2.7636,1.3454,2.2812,3.7751,2.0762,Economy,0.313,5.1438,2.8726,4.1053,3.9178,2368.0418,84.3087983
58,30.0,59.0,3.3539999999999996,1.0178,1.4389,2.5257,2.7845,Economy,0.2571,5.4526,2.4675,3.6335,3.9025,2329.9818,84.0950117
59,30.0,60.0,2.4799,1.4806,3.7292,2.949,2.2345,High-Performance,1.2641,5.1995,2.3244,3.4587,2.4208,2273.6052,83.89742340000001
60,30.0,61.0,2.4868,1.943,3.9595,2.1766,2.7754,Economy,1.9821,5.4658,2.8138,4.6153,2.1351,2309.4386,83.75082429999999
61,30.0,62.0,2.7609,1.0939,1.5724,3.9761,2.287,High-Performance,1.0127,5.2456,2.5472,4.6578,2.2648,2308.1373,83.61300080000001
62,30.0,63.0,3.8321,1.3466,1.1243,2.1415,2.5397,Economy,1.6829,5.4261,2.6173,3.0329,3.9525,2354.5453,83.41607250000001
63,30.0,64.0,3.3022,1.8833,3.8808,2.5929,2.7989,High-Performance,0.4038,5.7010000000000005,2.5666,3.8668,2.7019,2445.0046,83.3114037
64,30.0,65.0,3.4892,1.3229,2.255,3.9949,2.5956,Economy,1.0311,5.3964,2.2629,3.8855,2.8474,2623.3161,83.3833322
65,30.0,66.0,2.4177,1.2534,2.3012,3.5165,2.9721,High-Performance,1.9353,5.4857,2.3962,4.0282,3.6728,2566.4803,83.4093676
66,30.0,67.0,2.8468,1.2543,3.4221,3.7499,2.9115,Economy,1.9167,5.694,2.3732,3.9421,3.4294,2617.6639999999998,83.6773096
67,30.0,68.0,2.892,1.2716,3.1874,3.5064,2.2668,High-Performance,1.442,5.3921,2.0231,3.8933,2.3804,2573.5876,83.8480755
68,30.0,69.0,3.425,1.0203,2.2009,3.6018,2.7991,Sports,0.265,5.3139,2.1101,4.9663,3.3280000000000003,2502.5086,83.755372
69,30.0,70.0,2.6573,1.0688,3.1371,3.2153,2.4996,Economy,0.3115,5.9823,2.1732,3.4367,2.3545,2448.5989,83.6559449
70,30.0,71.0,2.9715,1.746,2.1423,2.2694,2.3081,Economy,0.1706,5.6551,2.415,3.5269,2.1965,2487.7601,83.6150907
71,30.0,72.0,2.3944,1.6583,2.5223,3.53,2.3612,Sports,0.6494,5.6394,2.6294,4.4773,2.3672,2379.6859,83.45484289999999
72,30.0,73.0,2.5391,1.6163,2.1177,3.3003,2.6717,Economy,0.1188,5.5027,2.8958,4.8064,2.8333,2323.9215,83.4255307
73,30.0,74.0,2.6755,1.4601,1.0542,3.4874,2.478,Economy,1.77,5.7275,2.9006,4.126,3.3313,2270.8168,83.3835422
74,30.0,75.0,3.8211,1.2306,1.0812,2.0902,2.0908,Sports,1.472,5.6721,2.22,3.7319,3.3114,2314.1816,83.43829919999999
75,30.0,76.0,3.3755,1.9578,3.4961,2.7069,2.4391,Sports,1.4453,5.2074,2.0994,3.3627,3.5679,2332.5696,83.47573489999999
76,30.0,77.0,2.8206,1.234,2.951,2.6888,2.2746,Sports,1.6834,5.5601,2.0426,3.3351,2.3549,2310.7369,83.4928612
77,30.0,78.0,2.1214,1.8118,2.5581,2.7485,2.167,High-Performance,0.5582,5.2352,2.1735,4.0986,2.5028,2202.9097,83.3545048
78,30.0,79.0,3.2714,1.9996,1.9794,2.2124,2.1011,Economy,0.5135,5.3861,2.6874,4.4389,2.2307,2168.105,83.08972750000001
79,30.0,80.0,3.9994,1.7857,2.8301,2.5181,2.7495,Economy,1.5307,5.0594,2.8839,3.8169999999999997,3.719,2227.9298,82.7111531
80,30.0,81.0,2.8148,1.0019,1.6026,2.9845,2.1136,High-Performance,1.5527,5.306,2.0287,3.3336,3.7485,2123.7929,82.27997350000001
81,30.0,82.0,3.4331,1.2858,3.0858,3.3377,2.2257,High-Performance,1.0266,5.6016,2.8469,4.704,3.338,2274.1415,81.95079620000001
82,30.0,83.0,3.944,1.7479,2.8462,2.1916,2.4409,Economy,1.4366,5.6254,2.3499,4.7644,2.1641,2490.2031,81.8836676
83,30.0,84.0,2.2434,1.4148,2.7699,3.7425,2.8848,Economy,1.6097,5.3393,2.0409,4.3853,2.9332,2344.4181,81.7409105
84,30.0,85.0,3.6473,1.9327,1.6147,3.8758,2.5582,Economy,0.0247,5.0918,2.8399,4.6505,2.1326,2386.6439,81.6954874
85,30.0,86.0,2.7439,1.9589,1.8651,3.8937,2.1678,Economy,1.7629,5.0051,2.3922,4.0492,2.5055,2316.2386,81.5419088
86,30.0,87.0,3.1555,1.6366,3.5673,3.1588,2.5897,Sports,1.6,5.5017,2.7939,3.0448,2.4663,2255.0021,81.4335107
87,30.0,88.0,3.5168,1.6259,2.2608,3.7939,2.1849,High-Performance,1.9585,5.5306,2.1817,3.2096,2.2657,2291.3642,81.41607970000001
88,30.0,89.0,3.3545,1.8661,3.1904,3.0952,2.5782,High-Performance,0.6378,5.8427,2.1772,3.8863,3.4915,2333.9083,81.4952805
89,30.0,90.0,3.3265,1.0177,3.6836,3.4854,2.7319999999999998,Economy,0.9493,5.7455,2.6131,3.4909,3.9072,2423.7884,81.6241172
90,30.0,91.0,3.0244,1.9561,2.3046,3.697,2.8613,High-Performance,1.3579,5.7584,2.8196,4.9701,3.1483,2548.7787,81.8575659
91,30.0,92.0,3.467,1.9480000000000002,2.2446,3.3393,2.0798,High-Performance,1.2771,5.8383,2.3942,3.6622,2.6053,2536.6547,82.1003944
92,30.0,93.0,3.1366,1.4914,1.5497,3.4494,2.7156,Economy,1.2257,5.7871,2.7506,3.4664,3.9960000000000004,2529.7049,82.445783
93,30.0,94.0,3.9949,1.3476,2.3253,3.1968,2.9908,High-Performance,0.8473,5.216,2.2611,4.0187,3.8131,2563.9022,82.85977129999999
94,30.0,95.0,2.8105,1.295,1.5644,2.8184,2.269,Sports,1.3859,5.0353,2.6852,3.9066,2.2613,2371.1961,83.01317639999999
95,30.0,96.0,2.8282,1.1626,1.4062,2.1366,2.6363,High-Performance,0.0,5.7301,2.0796,3.7947,2.5093,2289.0599,83.1912401
96,30.0,97.0,3.4096,1.4199,3.4673,3.9308,2.0581,Sports,1.5644,5.1111,2.4854,4.066,3.2689999999999997,2268.6876,83.2006826
97,30.0,98.0,3.1092,1.3598,1.9584,2.451,2.783,Economy,1.6434,5.9375,2.5693,3.7025,2.1528,2198.0438,82.9216792
98,30.0,99.0,2.0787,1.7877,1.6469,2.7409,2.4945,Sports,1.7109,5.8062,2.4652,3.6211,2.6613,2066.9316,82.65684230000001
99,30.0,100.0,3.1439,1.4281,2.526,2.4859,2.7386,High-Performance,1.1247,5.0906,2.7423,3.8162,2.6168,2151.5412,82.4360845
100,30.0,101.0,2.7715,1.4115,2.5299,2.909,2.3531,High-Performance,0.1715,5.9603,2.0176,4.7649,2.3988,2114.2297,82.2480194
101,30.0,102.0,3.3217,1.5648,1.9898,2.1736,2.2969,Sports,1.5426,5.035,2.695,4.2175,3.428,2086.1815,82.0929491
102,30.0,103.0,3.4511,1.6989,3.2911,2.0188,2.2808,Economy,0.5564,5.7438,2.5415,4.0207,2.1834,2079.5287,81.8953717
103,30.0,104.0,3.7729,1.7887,2.8394,2.1693,2.7628,Economy,0.1118,5.5457,2.1504,3.7473,2.532,2255.2133,81.8289771
104,30.0,105.0,3.9001,1.6279,2.2538,2.2904,2.2135,Economy,0.6421,5.375,2.2687,3.4403,3.6661,2313.8144,81.7307298
105,30.0,106.0,3.7033,1.6206,2.9507,2.2946,2.897,Economy,0.8778,5.8254,2.2737,4.348,3.8041,2424.0782,81.6197268
106,30.0,107.0,3.4546,1.5148,3.5333,3.8603,2.104,High-Performance,1.0895,5.9753,2.0626,4.1988,2.4066,2524.7705,81.6241866
107,30.0,108.0,3.6697,1.1363,1.0075,2.4206,2.2418,High-Performance,1.2134,5.144,2.405,3.5855,2.1114,2456.5684,81.56141679999999
108,30.0,109.0,2.2484,1.6354,3.6985,3.8079,2.9195,Economy,1.1652,5.0416,2.7725,3.8061,2.9514,2184.3962,81.19694570000001
109,30.0,110.0,2.8564,1.4779,1.7221,2.6442,2.4849,Sports,1.0096,5.6598,2.1452,3.2378,2.8983,2138.4905,80.97934470000001
110,30.0,111.0,2.2803,1.1656,3.8778,2.8322,2.2062,Sports,1.5419999999999998,5.8149,2.3234,3.4397,3.255,1992.0628,80.7018011
111,30.0,112.0,2.5613,1.6039,3.6451,3.6252,2.3633,High-Performance,1.881,5.4618,2.5617,3.1747,2.3556,1875.4943,80.3220598
112,30.0,113.0,2.3695,1.3404,3.9375,2.4373,2.5839,Economy,0.1031,5.8889,2.3436,3.0339,2.9026,1858.21,79.99649980000001
113,30.0,114.0,2.6689,1.9131,2.3946,3.7472,2.8627,Economy,1.4345,5.3092,2.0778,4.2867,2.8638,1881.8177,79.828931
114,30.0,115.0,3.2187,1.9713,3.3638,3.4801,2.8134,Sports,0.8244,5.9145,2.5834,3.2348,2.7454,1999.3311,79.6941576
115,30.0,116.0,2.5497,1.1709,3.3099,3.7222,2.5452,Economy,1.2512,5.6767,2.9342,4.8315,3.7582,2068.4206,79.6678101
116,30.0,117.0,3.0085,1.1047,2.5502,3.2005,2.6409,Sports,1.3964,5.6829,2.2288,4.3404,2.242,2125.2818,79.7220408
117,30.0,118.0,2.2491,1.3163,3.7608,3.1124,2.3797,High-Performance,1.9051,5.3476,2.3556,4.7314,3.3515,2014.882,79.6751171
118,30.0,119.0,2.9291,1.8936,3.3955,3.1863,2.7396,Sports,0.4667,5.0408,2.2737,4.3478,2.6146,1978.1960000000001,79.4145672
119,30.0,120.0,3.9572,1.2469,3.5033,3.7378,2.6957,High-Performance,0.2114,5.3718,2.8655,4.5842,3.2969999999999997,2038.134,79.1576797
120,30.0,121.0,3.1049,1.1206,1.2066,3.0605,2.8041,Economy,1.5707,5.8046,2.0828,4.6617,3.1568,2066.7979,78.8133775
121,30.0,122.0,3.4689,1.8885,1.0646,2.4599,2.1505,Sports,0.5588,5.3041,2.1373,4.203,2.7754,2093.1736,78.3925918
122,30.0,123.0,2.7112,1.1749,3.3035,3.3974,2.6971,Sports,1.7033,5.3529,2.6455,4.4749,2.0024,2100.7148,78.05626609999999
123,30.0,124.0,3.4834,1.6366,2.1799,2.3258,2.4448,Economy,0.0783,5.2374,2.0684,4.4821,3.4604,2077.3971,77.9616176
124,30.0,125.0,2.0324,1.8492,3.1611,3.72,2.5767,Sports,0.426,5.9208,2.988,4.3192,3.3031,1890.3042,77.7325916
125,30.0,126.0,3.9084,1.4258,2.1591,3.7922,2.5046,Sports,1.4267,5.6048,2.0972,4.1305,3.9846,2010.6339,77.7684595
126,30.0,127.0,3.9456,1.9551,1.9747,3.6039,2.7899,Economy,0.8951,5.1565,2.7433,4.552,3.1137,2101.9475,78.0114089
127,30.0,128.0,2.6946,1.8067,1.6843,2.2516,2.404,High-Performance,0.5838,5.6713,2.7069,4.1497,3.6774,1999.5126,78.16840110000001
128,30.0,129.0,2.5803,1.2046,2.6711,3.0697,2.7585,Sports,0.3488,5.9159,2.0924,3.5705,2.5319,2080.5852,78.37935379999999
129,30.0,130.0,3.7818,1.0618,3.5253,3.2222,2.903,Economy,0.9472,5.3726,2.3814,3.0839999999999996,2.6025,2180.9259,78.5746806
130,30.0,131.0,3.903,1.3815,1.3345,3.8051,2.9642,Economy,1.3795,5.1454,2.7077,3.4603,2.0866,2119.9120000000003,78.63759010000001
131,30.0,132.0,3.9934,1.5879,2.377,3.5354,2.9301,Sports,0.2558,5.7866,2.7225,4.0234,2.8621,2221.5834,78.7505706
132,30.0,133.0,3.1069,1.3381,2.9161,3.6393,2.6707,Economy,0.5715,5.9235,2.0475,4.5174,2.9486,2364.8504,79.1147091
133,30.0,134.0,2.7536,1.4119,1.4967,3.7412,2.6581,Sports,0.2543,5.0977,2.6345,4.1462,2.1591,2262.9877,79.41196640000001
134,30.0,135.0,2.164,1.5492,2.1314,2.7546,2.9601,Sports,1.631,5.2361,2.719,4.3996,3.8491,1985.3513,79.372107
135,30.0,136.0,2.3972,1.5169,1.2709,2.4169,2.1743,High-Performance,0.39299999999999996,5.4346,2.821,3.0831,3.7089999999999996,1777.6429999999998,79.0945957
136,30.0,137.0,3.1254,1.1287,2.4165,3.6151,2.1065,Economy,0.1081,5.5932,2.7425,3.5097,3.9119,1663.2129,78.6818816
137,30.0,138.0,3.6068,1.5955,1.5195,2.5009,2.741,High-Performance,1.3975,5.6764,2.4821,4.6987,3.7157,1672.5206,78.26915840000001
138,30.0,139.0,2.1441,1.0182,3.2666,3.5101,2.0262,Economy,0.5942,5.7865,2.648,3.1358,2.6286,1607.0021,77.81312460000001
139,30.0,140.0,2.0373,1.7329,2.7711,2.7642,2.707,Economy,1.2832,5.3572,2.5859,4.62,2.0236,1622.2229,77.55762920000001
140,30.0,141.0,2.9730000000000003,1.0351,1.0933,3.9333,2.6529,Economy,1.6839,5.0218,2.2118,4.3549,3.2155,1634.0889,77.1932258
141,30.0,142.0,3.9122,1.6526,1.021,3.3738,2.6225,Sports,1.4026,5.5023,2.8560000000000003,3.1974,3.8012,1664.6353,76.76952539999999
142,30.0,143.0,3.4369,1.8817,3.7494,3.9786,2.8639,Sports,1.1391,5.63,2.3641,4.1879,2.4196,1778.5196,76.5675533
143,30.0,144.0,3.7571,1.122,3.3062,2.0909999999999997,2.9656,High-Performance,1.6433,5.9168,2.5609,3.4556,2.2939,2053.4245,76.55776130000001
144,30.0,145.0,2.22,1.0874,1.6787,3.0256,2.6792,Economy,0.0547,5.1525,2.5504,4.5872,2.9203,1990.9632,76.3798728
145,30.0,146.0,2.4939,1.615,3.0899,2.5635,2.78,Economy,0.3697,5.3642,2.4598,3.4353,3.5959,1877.3228,76.151883
146,30.0,147.0,2.68,1.0233,3.0044,2.7527,2.0502,Sports,0.5314,5.5662,2.2361,4.0789,3.9946,1746.1975,75.6893407
147,30.0,148.0,2.4458,1.3995,2.7789,3.0723,2.7452,Economy,0.3673,5.8961,2.2195,3.1966,2.1808,1596.2133,74.932326
148,30.0,149.0,3.8432,1.1022,2.2824,2.7983,2.4051,Economy,1.5586,5.7374,2.8465,3.5372,3.7915,1625.2726,74.31316
149,30.0,150.0,2.3998,1.6811,2.2471,3.7046,2.4899,Sports,0.0549,5.6696,2.3847,4.5274,3.7182,1637.1696,73.9794615
150,30.0,151.0,3.9333,1.9051,2.7589,3.1625,2.7004,High-Performance,1.3596,5.0855,2.3898,3.1188,3.1899,1758.6205,73.97982590000001
151,30.0,152.0,2.653,1.0037,1.0152,2.8637,2.3756,Economy,0.2522,5.0936,2.3961,4.855,3.596,1679.8579,74.0093174
152,30.0,153.0,2.2527,1.1395,1.943,2.4827,2.7837,High-Performance,0.466,5.542999999999999,2.5719,3.1037,2.8332,1562.6439,73.909626
153,30.0,154.0,3.1164,1.1621,2.7401,3.9286,2.5414,Economy,1.5381,5.718999999999999,2.3908,3.7541,2.9953,1617.3671,73.9381186
154,30.0,155.0,2.1176,1.5701,2.6165,2.6105,2.4708,High-Performance,1.5490000000000002,5.497000000000001,2.6643,4.2439,3.1463,1491.8873,73.82338659999999
155,30.0,156.0,3.7714,1.7785,1.005,2.7742,2.1826,Sports,1.3855,5.0117,2.8477,4.473,3.9187,1457.2439,73.66251439999999
156,30.0,157.0,2.3344,1.8474,2.8863,3.7015,2.1333,Economy,0.7806,5.8187,2.9866,4.5808,2.0463,1433.406,73.4460594
157,30.0,158.0,2.8457,1.935,2.295,3.3486,2.7709,Economy,1.0861,5.1404,2.2243,4.7921,2.8774,1477.1806,73.1573847
158,30.0,159.0,3.8773,1.5330000000000001,2.9814,2.8389,2.9169,Economy,1.8631,5.0986,2.9786,4.215,3.6764,1565.2102,72.6870372
159,30.0,160.0,2.088,1.9234,1.6457,2.1831,2.2353,Economy,0.1542,5.9195,2.7186,3.6796,2.5786,1482.4518,72.1926958
160,30.0,161.0,3.2608,1.7005,2.4134,3.8555,2.4985,High-Performance,0.6914,5.3023,2.3114,3.0267,3.733,1582.5604,71.9139597
161,30.0,162.0,2.0236,1.406,1.6087,2.6204,2.5666,Economy,1.0237,5.1509,2.2753,3.2119,2.6358,1407.7520000000002,71.5871193
162,30.0,163.0,2.2916,1.989,2.3747,2.4091,2.9627,Sports,1.8826,5.6283,2.735,3.7121,3.7873,1331.3148,71.34069120000001
163,30.0,164.0,2.4106,1.7965,2.1066,3.0778,2.2381,Sports,0.2681,5.3667,2.8551,4.9641,2.9075,1285.8296,71.0143369
164,30.0,165.0,2.5486,1.2823,2.0195,2.2265,2.076,Sports,0.7249,5.1427,2.6351,3.6912,3.7519,1177.9836,70.5673723
165,30.0,166.0,2.261,1.6249,3.0282,2.2204,2.9382,High-Performance,0.7597,5.5872,2.0545,3.2399,2.8939,1126.9853,69.9477412
166,30.0,167.0,2.4331,1.1574,1.8175,2.2599,2.5107,Economy,1.2778,5.4088,2.9481,4.2837,2.5228,1194.6492,69.4780482
167,30.0,168.0,2.7685,1.3521,2.464,3.283,2.8696,Economy,1.1235,5.5291,2.0215,4.9185,2.7157,1241.6866,69.176017
168,30.0,169.0,3.7641,1.4299,2.4228,3.1581,2.3256,High-Performance,1.4939,5.3962,2.4187,3.049,2.2748,1354.8684,68.9263655
